year,bevoegdgezag,bestuur_key,onderwijstype,personen,personeninvastedienst,personenintijdeldienst,vrouwen,mannen,geslachtonbekend,personenjongerdan15jaar,personen1525jaar,personen2535jaar,personen3545jaar,personen4555jaar,personen5565jaar,personen65jaarenouder,leeftijdonbekend,personen005ftes,personen0508ftes,personenmeerdan08ftes,gemiddeldeleeftijd,gemiddeldeleeftijdvrouw,gemiddeldeleeftijdman,gemiddeldeftes
2012,40706,40706-2012,BAO,9,9,0,3,6,0,0,1,1,0,2,5,0,0,3,2,4,49.55555555555556,31.66666666666667,58.5,.6872666666666666
2013,40706,40706-2013,BAO,8,8,0,2,6,0,0,0,1,0,2,5,0,0,4,1,3,54,37.5,59.5,.6244125
2014,40706,40706-2014,BAO,13,9,4,8,5,0,0,0,1,2,2,7,1,0,6,3,4,53.15384615384615,49.125,59.6,.5426923076923077
2015,40706,40706-2015,BAO,10,10,0,7,3,0,0,0,3,0,1,6,0,0,3,5,2,50.4,45.71428571428572,61.33333333333334,.60539
2016,40706,40706-2016,BAO,12,11,1,9,3,0,0,0,5,0,2,5,0,0,3,6,3,46.16666666666666,42.11111111111111,58.33333333333334,.6402833333333332
2017,40706,40706-2017,BAO,15,14,1,11,4,0,0,0,4,3,5,2,1,0,6,5,4,44.66666666666666,41.54545454545455,53.25,.56546
2011,40712,40712-2011,BAO,12,11,1,10,2,0,0,1,3,1,3,4,0,0,12,0,0,45.33333333333334,42.8,58,.169775
2012,40712,40712-2012,BAO,20,15,5,16,4,0,0,3,5,4,2,6,0,0,16,3,1,41.35,40.8125,43.5,.262935
2013,40712,40712-2013,BAO,17,15,2,14,3,0,0,0,6,2,5,4,0,0,16,0,1,43.29411764705883,40.42857142857143,56.66666666666666,.2096352941176471
2014,40712,40712-2014,BAO,26,21,5,21,5,0,0,1,6,4,5,10,0,0,16,6,4,45.80769230769231,43.42857142857143,55.8,.4327384615384615
2015,40712,40712-2015,BAO,24,21,3,22,2,0,0,1,7,1,7,8,0,0,18,3,3,46.54166666666666,45.86363636363637,54,.3477583333333335
2016,40712,40712-2016,BAO,25,17,8,23,2,0,0,1,8,3,4,9,0,0,21,3,1,44.96,43.43478260869565,62.5,.256344
2017,40712,40712-2017,BAO,17,11,6,,,0,0,0,3,4,2,8,0,0,11,4,2,,,,.423664705882353
2011,40775,40775-2011,BAO,18,16,2,12,6,0,0,1,3,4,6,4,0,0,3,8,7,44.88888888888889,44.5,45.66666666666666,.6712888888888888
2012,40775,40775-2012,BAO,20,19,1,14,6,0,0,0,1,4,8,7,0,0,7,8,5,50.15,48.42857142857143,54.16666666666666,.5789949999999998
2013,40775,40775-2013,BAO,22,19,3,15,7,0,0,0,3,5,8,6,0,0,5,7,10,48.04545454545455,48.73333333333333,46.57142857142857,.6760454545454545
2014,40775,40775-2014,BAO,25,24,1,17,8,0,0,0,5,4,9,7,0,0,7,10,8,47.4,48.58823529411765,44.875,.643672
2015,40775,40775-2015,BAO,28,24,4,19,9,0,0,0,5,8,5,8,2,0,8,10,10,46.64285714285715,47.10526315789474,45.66666666666666,.6468928571428573
2016,40775,40775-2016,BAO,41,39,2,32,9,0,0,0,9,10,10,12,0,0,12,12,17,45,43.875,49,.6153682926829267
2017,40775,40775-2017,BAO,42,38,4,30,12,0,0,0,8,8,12,14,0,0,17,7,18,47.52380952380953,45.93333333333333,51.5,.5477190476190477
2011,40803,40803-2011,BAO,8,6,2,5,3,0,0,1,0,1,3,3,0,0,6,1,1,48.75,43.4,57.66666666666666,.3604125
2012,40803,40803-2012,BAO,21,20,1,16,5,0,0,0,8,1,5,7,0,0,7,7,7,43.90476190476191,41.6875,51,.6085190476190477
2013,40803,40803-2013,BAO,6,6,0,,,0,0,1,2,1,1,1,0,0,2,2,2,,,,.68575
2014,40803,40803-2014,BAO,4,4,0,,,0,0,0,1,1,1,1,0,0,2,1,1,,,,.6193500000000001
2015,40803,40803-2015,BAO,4,4,0,2,2,0,0,0,1,0,1,2,0,0,1,2,1,49.75,40.5,59,.6131249999999999
2016,40803,40803-2016,BAO,5,5,0,2,3,0,0,0,1,0,1,3,0,0,3,0,2,52.2,41.5,59.33333333333334,.5004999999999999
2017,40803,40803-2017,BAO,3,3,0,,,0,0,0,1,0,0,2,0,0,0,1,2,,,,1.006866666666667
2011,40812,40812-2011,BAO,32,31,1,20,12,0,0,0,3,6,12,11,0,0,12,8,12,49.65625,48.25,52,.608171875
2012,40812,40812-2012,BAO,33,31,2,19,14,0,0,0,4,4,12,13,0,0,9,10,14,50.21212121212121,47.73684210526316,53.57142857142857,.6985636363636362
2013,40812,40812-2013,BAO,37,36,1,20,17,0,0,0,4,2,14,15,2,0,15,9,13,51.45945945945946,49,54.35294117647059,.5761432432432432
2014,40812,40812-2014,BAO,44,41,3,23,21,0,0,0,5,2,16,19,2,0,17,13,14,52.06818181818182,48.73913043478261,55.71428571428572,.5428249999999998
2015,40812,40812-2015,BAO,44,43,1,22,22,0,0,1,3,3,13,22,2,0,16,13,15,52.84090909090909,51.04545454545455,54.63636363636363,.5673386363636364
2016,40812,40812-2016,BAO,41,37,4,21,20,0,0,0,0,6,10,22,3,0,16,9,16,54.41463414634146,51.57142857142857,57.4,.5662634146341463
2017,40812,40812-2017,BAO,38,35,3,23,15,0,0,0,1,6,11,19,1,0,9,8,21,52.89473684210526,50.60869565217391,56.4,.7082499999999999
2011,40814,40814-2011,BAO,8,7,1,5,3,0,0,0,0,2,5,1,0,0,2,5,1,48.75,46.8,52,.5691999999999999
2012,40814,40814-2012,BAO,8,8,0,5,3,0,0,0,0,1,5,2,0,0,2,5,1,49.75,47.8,53,.580075
2013,40814,40814-2013,BAO,9,9,0,5,4,0,0,0,0,1,6,2,0,0,3,4,2,50.77777777777778,48.8,53.25,.6001666666666667
2014,40814,40814-2014,BAO,9,9,0,5,4,0,0,0,0,1,6,2,0,0,2,5,2,51.77777777777778,49.8,54.25,.6234777777777778
2015,40814,40814-2015,BAO,8,7,1,5,3,0,0,0,0,1,5,2,0,0,1,4,3,52.375,49.6,57,.7204375000000001
2016,40814,40814-2016,BAO,10,8,2,4,6,0,0,0,1,1,4,3,1,0,3,4,3,51.4,45,55.66666666666666,.6437000000000002
2017,40814,40814-2017,BAO,12,10,2,6,6,0,0,1,1,1,3,6,0,0,4,5,3,48,42.83333333333334,53.16666666666666,.6109833333333334
2011,40848,40848-2011,BAO,21,21,0,15,6,0,0,0,2,3,9,7,0,0,8,5,8,50,48.53333333333333,53.66666666666666,.6095761904761905
2012,40848,40848-2012,BAO,14,14,0,9,5,0,0,0,0,2,6,6,0,0,9,2,3,53.85714285714285,51.77777777777778,57.6,.4297571428571429
2013,40848,40848-2013,BAO,18,15,3,10,8,0,0,0,0,2,10,6,0,0,11,2,5,54.05555555555556,51.4,57.375,.4545388888888889
2014,40848,40848-2014,BAO,17,12,5,11,6,0,0,0,1,3,3,10,0,0,8,4,5,53.1764705882353,52.09090909090909,55.16666666666666,.5341
2015,40848,40848-2015,BAO,23,16,7,18,5,0,0,0,2,5,6,10,0,0,10,5,8,50,48.88888888888889,54,.5769043478260869
2016,40848,40848-2016,BAO,22,20,2,16,6,0,0,0,1,7,6,7,1,0,7,7,8,47.77272727272727,47.875,47.5,.61805
2017,40848,40848-2017,BAO,26,24,2,19,7,0,0,0,1,7,5,9,4,0,10,6,10,51.11538461538461,50.05263157894737,54,.6068807692307693
2011,40874,40874-2011,BAO,17,16,1,9,8,0,0,0,3,3,3,7,1,0,9,3,5,49.35294117647059,45.11111111111111,54.125,.5473117647058824
2012,40874,40874-2012,BAO,13,13,0,7,6,0,0,0,2,3,1,6,1,0,8,3,2,50.07692307692308,42.28571428571429,59.16666666666666,.4524692307692308
2013,40874,40874-2013,BAO,12,12,0,7,5,0,0,0,2,2,1,6,1,0,7,2,3,52.58333333333334,46.57142857142857,61,.4682416666666666
2014,40874,40874-2014,BAO,14,10,4,8,6,0,0,0,0,3,3,7,1,0,5,4,5,56,52,61.33333333333334,.6085714285714285
2015,40874,40874-2015,BAO,13,12,1,7,6,0,0,0,1,3,4,5,0,0,4,3,6,50.61538461538461,49,52.5,.6884846153846156
2016,40874,40874-2016,BAO,13,13,0,7,6,0,0,0,1,1,6,4,1,0,4,4,5,51.61538461538461,50,53.5,.6688999999999999
2017,40874,40874-2017,BAO,12,12,0,8,4,0,0,1,1,2,6,2,0,0,4,5,3,45.25,43.375,49,.6353749999999999
2011,40894,40894-2011,BAO,8,6,2,4,4,0,0,0,0,2,1,5,0,0,0,5,3,53.375,49.25,57.5,.74845
2012,40894,40894-2012,BAO,10,8,2,6,4,0,0,0,1,2,0,7,0,0,4,4,2,52.1,48.83333333333334,57,.50939
2013,40894,40894-2013,BAO,12,11,1,6,6,0,0,0,3,2,0,7,0,0,5,5,2,48.08333333333334,48.5,47.66666666666666,.4962333333333334
2014,40894,40894-2014,BAO,14,14,0,9,5,0,0,0,1,4,2,7,0,0,7,3,4,50.64285714285715,46.66666666666666,57.8,.5214071428571429
2015,40894,40894-2015,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,40894,40894-2016,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,40894,40894-2017,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,40928,40928-2011,BAO,26,24,2,15,11,0,0,0,1,6,9,10,0,0,3,3,20,50.38461538461539,47.33333333333334,54.54545454545455,.9146615384615385
2012,40928,40928-2012,BAO,22,20,2,14,8,0,0,0,1,4,10,7,0,0,6,3,13,50.63636363636363,48.35714285714285,54.625,.7706727272727272
2013,40928,40928-2013,BAO,19,17,2,12,7,0,0,0,2,2,8,7,0,0,5,2,12,50.89473684210526,47.66666666666666,56.42857142857143,.7676368421052632
2014,40928,40928-2014,BAO,19,19,0,12,7,0,0,0,2,2,5,10,0,0,6,3,10,51.68421052631579,48.91666666666666,56.42857142857143,.7164157894736842
2015,40928,40928-2015,BAO,19,19,0,12,7,0,0,0,0,2,6,11,0,0,5,3,11,54.73684210526316,53.66666666666666,56.57142857142857,.7480631578947368
2016,40928,40928-2016,BAO,16,15,1,11,5,0,0,0,0,2,5,9,0,0,4,12,0,54.0625,52.63636363636363,57.2,.5380312500000001
2017,40928,40928-2017,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,40934,40934-2011,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,40934,40934-2012,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,40934,40934-2013,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,40934,40934-2014,BAO,12,12,0,12,0,0,0,0,6,2,2,2,0,0,5,2,5,39,39,0,.6371250000000001
2015,40934,40934-2015,BAO,15,14,1,15,0,0,0,0,6,2,2,5,0,0,6,5,4,43.86666666666667,43.86666666666667,0,.5715133333333332
2016,40934,40934-2016,BAO,32,27,5,28,4,0,0,1,6,6,11,8,0,0,12,10,10,46.03125,44.85714285714285,54.25,.5966562499999999
2017,40934,40934-2017,BAO,37,30,7,31,6,0,0,0,5,10,8,14,0,0,12,16,9,47.24324324324324,47.25806451612903,47.16666666666666,.6069054054054053
2011,40941,40941-2011,BAO,2,2,0,,,0,0,0,0,0,0,2,0,0,0,1,1,,,,.7631
2012,40941,40941-2012,BAO,2,2,0,,,0,0,0,0,0,0,2,0,0,0,1,1,,,,.7631
2013,40941,40941-2013,BAO,2,2,0,,,0,0,0,0,0,0,2,0,0,0,1,1,,,,.7631
2014,40941,40941-2014,BAO,4,2,2,2,2,0,0,0,0,1,0,2,1,0,2,1,1,55.75,50,61.5,.43155
2015,40941,40941-2015,BAO,5,2,3,3,2,0,0,0,0,2,2,1,0,0,4,0,1,49,43.66666666666666,57,.40006
2016,40941,40941-2016,BAO,4,2,2,2,2,0,0,0,0,1,2,1,0,0,2,1,1,53.25,48.5,58,.48875
2017,40941,40941-2017,BAO,4,2,2,2,2,0,0,0,0,1,1,2,0,0,2,1,1,54.25,49.5,59,.48875
2011,40947,40947-2011,BAO,2,2,0,,,0,0,0,0,0,1,1,0,0,0,1,1,,,,.8
2012,40947,40947-2012,BAO,5,5,0,,,0,0,0,0,0,4,1,0,0,1,3,1,,,,.6611
2013,40947,40947-2013,BAO,3,3,0,,,0,0,0,1,0,1,1,0,0,1,1,1,,,,.6086
2014,40947,40947-2014,BAO,6,6,0,4,2,0,0,0,1,1,2,2,0,0,2,2,2,49,47.5,52,.6
2015,40947,40947-2015,BAO,5,4,1,3,2,0,0,0,1,2,2,0,0,0,2,1,2,42.8,44,41,.58
2016,40947,40947-2016,BAO,6,6,0,,,0,0,1,1,1,2,1,0,0,1,1,4,,,,.8159333333333333
2017,40947,40947-2017,BAO,5,5,0,,,0,0,0,0,2,2,1,0,0,2,1,2,,,,.6591199999999999
2011,40959,40959-2011,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,40959,40959-2012,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,40959,40959-2013,BAO,4,3,1,4,0,0,0,0,0,1,2,1,0,0,2,1,1,49.25,49.25,0,.472375
2014,40959,40959-2014,BAO,2,2,0,2,0,0,0,0,0,0,1,1,0,0,0,1,1,52.5,52.5,0,.8117
2015,40959,40959-2015,BAO,2,2,0,2,0,0,0,0,0,0,1,1,0,0,0,1,1,53.5,53.5,0,.86625
2016,40959,40959-2016,BAO,2,2,0,2,0,0,0,0,0,0,1,1,0,0,0,1,1,54.5,54.5,0,.86625
2017,40959,40959-2017,BAO,2,2,0,2,0,0,0,0,0,0,1,1,0,0,0,1,1,55.5,55.5,0,.8117
2011,40967,40967-2011,BAO,25,25,0,18,7,0,0,0,2,3,10,10,0,0,14,3,8,50.76,49,55.28571428571429,.474144
2012,40967,40967-2012,BAO,30,25,5,21,9,0,0,1,2,3,13,8,3,0,17,4,9,51.06666666666667,48.04761904761905,58.11111111111111,.4752566666666667
2013,40967,40967-2013,BAO,53,45,8,42,11,0,0,7,8,7,18,10,3,0,29,11,13,45.13207547169812,41.69047619047619,58.27272727272727,.4910377358490566
2014,40967,40967-2014,BAO,46,37,9,33,13,0,0,4,9,7,14,11,1,0,22,8,16,44.84782608695652,42.87878787878788,49.84615384615385,.585395652173913
2015,40967,40967-2015,BAO,52,47,5,40,12,0,0,10,8,9,13,11,1,0,18,13,21,41.55769230769231,39.25,49.25,.6492134615384616
2016,40967,40967-2016,BAO,66,60,6,57,9,0,0,4,15,15,13,19,0,0,32,20,14,43.68181818181818,43.35087719298246,45.77777777777778,.5122363636363636
2017,40967,40967-2017,BAO,79,68,11,64,15,0,0,1,12,21,21,22,2,0,41,17,21,46.51898734177215,45.765625,49.73333333333333,.5107670886075949
2011,40969,40969-2011,BAO,11,10,1,6,5,0,0,1,4,1,2,3,0,0,7,1,3,41,35.66666666666666,47.4,.5033818181818183
2012,40969,40969-2012,BAO,8,8,0,5,3,0,0,1,2,1,2,2,0,0,4,2,2,43.25,38.6,51,.541875
2013,40969,40969-2013,BAO,13,12,1,9,4,0,0,0,3,3,4,3,0,0,9,2,2,44.76923076923077,41.44444444444444,52.25,.4152461538461538
2014,40969,40969-2014,BAO,11,10,1,,,0,0,0,3,2,2,4,0,0,6,4,1,,,,.4744727272727273
2015,40969,40969-2015,BAO,11,8,3,9,2,0,0,0,3,1,4,3,0,0,5,4,2,46.45454545454545,43.88888888888889,58,.4805272727272728
2016,40969,40969-2016,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,40969,40969-2017,BAO,15,13,2,11,4,0,0,0,1,6,2,5,1,0,8,5,2,47.6,45.45454545454545,53.5,.47772
2011,40971,40971-2011,BAO,7,4,3,3,4,0,0,0,0,2,2,3,0,0,0,3,4,51.42857142857143,48.66666666666666,53.5,.7857142857142857
2012,40971,40971-2012,BAO,12,12,0,7,5,0,0,0,1,3,5,3,0,0,4,4,4,48.58333333333334,45.42857142857143,53,.6132166666666666
2013,40971,40971-2013,BAO,11,11,0,7,4,0,0,0,1,2,5,3,0,0,2,5,4,48.18181818181818,46.42857142857143,51.25,.6857727272727272
2014,40971,40971-2014,BAO,14,12,2,9,5,0,0,0,0,4,4,6,0,0,3,6,5,49.28571428571429,48,51.6,.6878285714285715
2015,40971,40971-2015,BAO,16,15,1,11,5,0,0,0,0,5,6,5,0,0,2,5,9,49.375,48.36363636363637,51.6,.8078500000000001
2016,40971,40971-2016,BAO,14,12,2,11,3,0,0,0,0,4,4,6,0,0,0,8,6,50.85714285714285,50.54545454545455,52,.8036285714285715
2017,40971,40971-2017,BAO,18,13,5,15,3,0,0,0,1,4,6,7,0,0,1,9,8,50.38888888888889,49.86666666666667,53,.7521277777777777
2011,40972,40972-2011,BAO,13,10,3,11,2,0,0,1,2,3,4,3,0,0,3,5,5,44.61538461538461,42.45454545454545,56.5,.6722692307692307
2012,40972,40972-2012,BAO,12,11,1,10,2,0,0,0,3,3,3,3,0,0,4,3,5,45.08333333333334,42.6,57.5,.6704833333333333
2013,40972,40972-2013,BAO,25,24,1,21,4,0,0,0,3,4,9,9,0,0,12,7,6,50.28,48.14285714285715,61.5,.5888479999999999
2014,40972,40972-2014,BAO,25,23,2,20,5,0,0,0,3,6,5,11,0,0,12,7,6,48.52,45.3,61.4,.567112
2015,40972,40972-2015,BAO,24,22,2,22,2,0,0,0,3,8,6,7,0,0,10,8,6,46.70833333333334,46.36363636363637,50.5,.5484333333333334
2016,40972,40972-2016,BAO,22,19,3,20,2,0,0,0,3,6,4,8,1,0,8,7,7,48.95454545454545,47.2,66.5,.5967454545454546
2017,40972,40972-2017,BAO,21,18,3,,,0,0,2,2,6,7,4,0,0,4,9,8,,,,.6652523809523808
2011,40980,40980-2011,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,40980,40980-2012,BAO,1,0,1,,,0,0,0,0,1,0,0,0,0,0,1,0,,,,.6511
2013,40980,40980-2013,BAO,1,1,0,,,0,0,0,0,1,0,0,0,0,0,0,1,,,,.8681
2014,40980,40980-2014,BAO,2,2,0,,,0,0,0,0,1,0,1,0,0,0,1,1,,,,.82555
2015,40980,40980-2015,BAO,6,6,0,4,2,0,0,0,2,1,2,1,0,0,5,0,1,44.5,39.5,54.5,.4586925383077948
2016,40980,40980-2016,BAO,5,5,0,,,0,0,0,1,2,1,1,0,0,4,0,1,,,,.395
2017,40980,40980-2017,BAO,5,5,0,3,2,0,0,0,0,2,2,1,0,0,3,0,2,47.6,44.33333333333334,52.5,.5525
2011,40982,40982-2011,BAO,3,3,0,,,0,0,0,0,0,0,2,1,0,0,1,2,,,,.8333333333333334
2012,40982,40982-2012,BAO,5,4,1,2,3,0,0,0,1,0,1,2,1,0,1,1,3,53.4,49.5,56,.745
2013,40982,40982-2013,BAO,7,5,2,3,4,0,0,1,1,0,2,2,1,0,3,1,3,48.85714285714285,50.33333333333334,47.75,.578857142857143
2014,40982,40982-2014,BAO,6,5,1,3,3,0,0,0,0,2,1,2,1,0,3,1,2,53.5,51.33333333333334,55.66666666666666,.5362833333333333
2015,40982,40982-2015,BAO,8,7,1,5,3,0,0,0,0,3,4,1,0,0,3,2,3,48.625,45.8,53.33333333333334,.6106
2016,40982,40982-2016,BAO,9,7,2,7,2,0,0,1,1,2,4,1,0,0,3,3,3,43.88888888888889,41,54,.6199555555555556
2017,40982,40982-2017,BAO,8,7,1,5,3,0,0,0,0,3,4,1,0,0,2,3,3,48.75,45.6,54,.6740249999999999
2011,40987,40987-2011,BAO,13,7,6,6,7,0,0,0,0,4,6,2,1,0,6,3,4,50.23076923076923,46.16666666666666,53.71428571428572,.4911076923076924
2012,40987,40987-2012,BAO,12,6,6,5,7,0,0,0,0,2,6,3,1,0,6,2,4,52,48.2,54.71428571428572,.492475
2013,40987,40987-2013,BAO,12,12,0,5,7,0,0,0,0,2,6,2,2,0,6,2,4,53,49.2,55.71428571428572,.492475
2014,40987,40987-2014,BAO,12,12,0,5,7,0,0,0,0,1,7,2,2,0,6,2,4,54,50.2,56.71428571428572,.492475
2015,40987,40987-2015,BAO,12,12,0,5,7,0,0,0,0,0,7,3,2,0,6,2,4,55,51.2,57.71428571428572,.492475
2016,40987,40987-2016,BAO,12,12,0,5,7,0,0,0,0,0,7,3,2,0,6,2,4,56,52.2,58.71428571428572,.492475
2017,40987,40987-2017,BAO,12,12,0,5,7,0,0,0,0,0,6,4,2,0,6,2,4,57,53.2,59.71428571428572,.492475
2011,41001,41001-2011,BAO,3,3,0,,,0,0,0,0,1,1,1,0,0,0,2,1,,,,.8291666666666666
2012,41001,41001-2012,BAO,2,2,0,,,0,0,0,0,1,1,0,0,0,0,1,1,,,,.93585
2013,41001,41001-2013,BAO,3,3,0,,,0,0,0,1,1,1,0,0,0,1,1,1,,,,.6094333333333334
2014,41001,41001-2014,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,41001,41001-2015,BAO,4,3,1,,,0,0,0,0,0,2,2,0,0,0,2,2,,,,.775
2016,41001,41001-2016,BAO,4,4,0,,,0,0,0,0,0,2,2,0,0,0,2,2,,,,.775
2017,41001,41001-2017,BAO,4,4,0,,,0,0,0,0,0,2,2,0,0,0,1,3,,,,.8500000000000001
2011,41012,41012-2011,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,41012,41012-2012,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,41012,41012-2013,BAO,1,1,0,,,0,0,0,0,0,0,1,0,0,0,1,0,,,,.605
2014,41012,41012-2014,BAO,9,7,2,5,4,0,0,0,0,1,4,4,0,0,2,7,0,54,55.4,52.25,.5372222222222223
2015,41012,41012-2015,BAO,13,10,3,8,5,0,0,1,0,2,5,4,1,0,4,5,4,50.30769230769231,52.5,46.8,.5879923076923077
2016,41012,41012-2016,BAO,38,35,3,25,13,0,0,0,4,3,8,20,3,0,15,13,10,53.52631578947369,51.88,56.69230769230769,.5214342105263157
2017,41012,41012-2017,BAO,20,19,1,11,9,0,0,0,2,1,7,10,0,0,9,4,7,52.35,50.63636363636363,54.44444444444444,.5713050000000001
2011,41013,41013-2011,BAO,3,3,0,,,0,0,0,0,0,1,2,0,0,2,0,1,,,,.5078666666666666
2012,41013,41013-2012,BAO,3,3,0,,,0,0,0,0,0,1,2,0,0,2,0,1,,,,.5064
2013,41013,41013-2013,BAO,4,4,0,,,0,0,0,0,0,1,3,0,0,3,0,1,,,,.4198
2014,41013,41013-2014,BAO,3,3,0,3,0,0,0,0,0,0,1,2,0,0,1,1,1,57.33333333333334,57.33333333333334,0,.6690666666666667
2015,41013,41013-2015,BAO,8,7,1,,,0,0,0,0,0,5,3,0,0,5,2,1,,,,.3508625
2016,41013,41013-2016,BAO,6,5,1,,,0,0,0,0,1,2,3,0,0,2,3,1,,,,.5013333333333333
2017,41013,41013-2017,BAO,12,9,3,8,4,0,0,1,0,5,3,3,0,0,9,2,1,47,50.875,39.25,.27795
2011,41018,41018-2011,BAO,28,28,0,18,10,0,0,0,1,4,10,13,0,0,6,12,10,52.35714285714285,49.16666666666666,58.1,.6642678571428572
2012,41018,41018-2012,BAO,25,24,1,16,9,0,0,0,1,4,8,12,0,0,10,7,8,52.08,48.5,58.44444444444444,.603484
2013,41018,41018-2013,BAO,26,26,0,18,8,0,0,0,1,5,6,14,0,0,10,7,9,52.11538461538461,49.05555555555556,59,.6293384615384615
2014,41018,41018-2014,BAO,22,22,0,16,6,0,0,0,1,5,4,12,0,0,15,3,4,51.86363636363637,49.125,59.16666666666666,.4607318181818182
2015,41018,41018-2015,BAO,22,20,2,16,6,0,0,0,1,5,6,10,0,0,16,3,3,50.81818181818182,49.4375,54.5,.4210590909090909
2016,41018,41018-2016,BAO,24,22,2,18,6,0,0,1,2,6,6,8,1,0,17,4,3,47.54166666666666,46,52.16666666666666,.4430666666666667
2017,41018,41018-2017,BAO,21,21,0,16,5,0,0,0,0,4,5,12,0,0,11,4,6,52.61904761904762,50.6875,58.8,.5626285714285714
2011,41020,41020-2011,BAO,7,7,0,4,3,0,0,1,0,0,1,5,0,0,4,1,2,50,45.75,55.66666666666666,.5084857142857143
2012,41020,41020-2012,BAO,7,7,0,4,3,0,0,0,1,0,1,5,0,0,4,1,2,51,46.75,56.66666666666666,.5084857142857143
2013,41020,41020-2013,BAO,6,6,0,3,3,0,0,0,1,0,1,4,0,0,3,1,2,50.83333333333334,44,57.66666666666666,.5546
2014,41020,41020-2014,BAO,20,8,12,15,5,0,0,2,4,4,4,6,0,0,17,1,2,43.05,40.73333333333333,50,.27517
2015,41020,41020-2015,BAO,11,9,2,7,4,0,0,0,1,2,3,5,0,0,8,1,2,50.18181818181818,47.14285714285715,55.5,.4267090909090909
2016,41020,41020-2016,BAO,18,15,3,13,5,0,0,1,4,3,5,5,0,0,10,6,2,44.44444444444444,42.38461538461539,49.8,.4209277777777777
2017,41020,41020-2017,BAO,6,6,0,4,2,0,0,1,2,0,1,2,0,0,2,1,3,42.33333333333334,32.75,61.5,.6080333333333333
2011,41023,41023-2011,BAO,32,28,4,17,15,0,0,0,6,4,9,12,1,0,7,7,18,49.8125,45.88235294117647,54.26666666666667,.7741624999999999
2012,41023,41023-2012,BAO,29,24,5,17,12,0,0,2,3,7,7,9,1,0,5,7,17,47.48275862068966,43.58823529411765,53,.7691551724137931
2013,41023,41023-2013,BAO,22,22,0,12,10,0,0,1,2,6,8,5,0,0,4,4,14,46.45454545454545,43.33333333333334,50.2,.783340909090909
2014,41023,41023-2014,BAO,27,24,3,15,12,0,0,2,2,5,10,7,1,0,4,4,19,47.44444444444444,43.2,52.75,.8282148148148147
2015,41023,41023-2015,BAO,27,24,3,15,12,0,0,1,3,6,10,4,3,0,3,5,19,47.81481481481482,46.86666666666667,49,.8094635786352062
2016,41023,41023-2016,BAO,34,32,2,20,14,0,0,0,4,7,10,13,0,0,3,8,23,48.94117647058823,48.3,49.85714285714285,.8235588235294118
2017,41023,41023-2017,BAO,38,32,6,23,15,0,0,1,4,8,12,12,1,0,3,9,26,48.28947368421053,46.95652173913044,50.33333333333334,.8176105263157897
2011,41047,41047-2011,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,41047,41047-2012,BAO,5,5,0,3,2,0,0,0,0,1,1,3,0,0,2,1,2,53.2,48,61,.61132
2013,41047,41047-2013,BAO,5,5,0,3,2,0,0,0,0,1,1,3,0,0,1,2,2,54.2,49,62,.65132
2014,41047,41047-2014,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,41047,41047-2015,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,41047,41047-2016,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,41047,41047-2017,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,41090,41090-2011,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,41090,41090-2012,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,41090,41090-2013,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,41090,41090-2014,BAO,1,1,0,,,0,0,0,0,0,0,1,0,0,0,0,1,,,,1.0686
