year,bevoegdgezag,bestuur_key,onderwijstype,personen,personeninvastedienst,personenintijdeldienst,vrouwen,mannen,geslachtonbekend,personenjongerdan15jaar,personen1525jaar,personen2535jaar,personen3545jaar,personen4555jaar,personen5565jaar,personen65jaarenouder,leeftijdonbekend,personen005ftes,personen0508ftes,personenmeerdan08ftes,gemiddeldeleeftijd,gemiddeldeleeftijdvrouw,gemiddeldeleeftijdman,gemiddeldeftes
2017,41651,41651-2017,BAO,3,2,1,,,0,0,0,0,0,1,2,0,0,1,2,0,,,,.5206648034016531
2011,41661,41661-2011,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,41661,41661-2012,BAO,4,0,4,4,0,0,0,3,1,0,0,0,0,0,0,1,3,23.75,23.75,0,.94235
2013,41661,41661-2013,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,41661,41661-2014,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,41661,41661-2015,BAO,1,1,0,,,0,0,0,0,0,0,1,0,0,1,0,0,,,,.4
2016,41661,41661-2016,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,41661,41661-2017,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,41662,41662-2011,BAO,8,8,0,5,3,0,0,0,2,5,0,1,0,0,1,3,4,39.875,36.8,45,.753125
2012,41662,41662-2012,BAO,8,8,0,5,3,0,0,0,2,5,0,1,0,0,1,3,4,40.875,37.8,46,.753125
2013,41662,41662-2013,BAO,10,7,3,7,3,0,0,0,2,4,3,1,0,0,1,4,5,42.7,40.85714285714285,47,.7625
2014,41662,41662-2014,BAO,9,7,2,7,2,0,0,0,1,4,3,1,0,0,1,4,4,44.55555555555556,41.85714285714285,54,.7138888888888889
2015,41662,41662-2015,BAO,11,8,3,9,2,0,0,0,2,4,3,2,0,0,2,4,5,43.45454545454545,40.88888888888889,55,.6931818181818181
2016,41662,41662-2016,BAO,9,7,2,6,3,0,0,0,1,4,2,2,0,0,2,4,3,45.77777777777778,40.66666666666666,56,.7027777777777777
2017,41662,41662-2017,BAO,30,11,19,23,7,0,0,6,7,10,2,4,1,0,5,17,8,38.23333333333333,33.17391304347826,54.85714285714285,.665416666666667
2011,41663,41663-2011,BAO,88,49,39,73,15,0,0,19,32,17,12,8,0,0,5,32,51,35.11363636363637,33.75342465753425,41.73333333333333,.8265636363636364
2012,41663,41663-2012,BAO,76,51,25,65,11,0,0,11,31,14,12,8,0,0,6,24,46,35.61842105263158,34.21538461538462,43.90909090909091,.8345447368421053
2013,41663,41663-2013,BAO,76,58,18,66,10,0,0,12,32,13,11,8,0,0,8,21,47,35.14473684210526,34.5,39.4,.8122657894736844
2014,41663,41663-2014,BAO,68,53,15,58,10,0,0,6,36,8,11,7,0,0,11,25,32,36.02941176470588,35.05172413793103,41.7,.7490426470588235
2015,41663,41663-2015,BAO,34,30,4,27,7,0,0,1,5,6,13,9,0,0,6,9,19,46.61764705882353,45.33333333333334,51.57142857142857,.73315
2016,41663,41663-2016,BAO,39,32,7,32,7,0,0,0,5,8,14,12,0,0,6,12,21,47.94871794871795,46.5625,54.28571428571429,.7451333333333335
2017,41663,41663-2017,BAO,39,30,9,31,8,0,0,0,6,6,13,12,2,0,4,12,23,48.7948717948718,48.19354838709678,51.125,.7753153846153847
2011,41669,41669-2011,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,41669,41669-2012,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,41669,41669-2013,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,41669,41669-2014,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,41669,41669-2015,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,41669,41669-2016,BAO,3,1,2,,,0,0,0,0,1,1,0,1,0,2,0,1,,,,.449
2017,41669,41669-2017,BAO,2,1,1,,,0,0,0,0,1,1,0,0,0,2,0,0,,,,.1735
2011,41672,41672-2011,BAO,69,64,5,53,16,0,0,1,13,16,21,18,0,0,16,22,31,45.56521739130435,44.60377358490566,48.75,.6882898550724637
2012,41672,41672-2012,BAO,63,61,2,48,15,0,0,1,10,13,24,15,0,0,14,23,26,46.46031746031746,45.3125,50.13333333333333,.6794663522173974
2013,41672,41672-2013,BAO,78,74,4,59,19,0,0,0,14,20,25,19,0,0,20,21,37,46.37179487179487,44.57627118644068,51.94736842105263,.6806538461538459
2014,41672,41672-2014,BAO,111,104,7,89,22,0,0,1,16,26,37,31,0,0,33,37,41,46.75675675675676,45.74157303370787,50.86363636363637,.6477171171171169
2015,41672,41672-2015,BAO,106,93,13,86,20,0,0,0,14,17,40,35,0,0,35,30,41,48.18867924528302,47.6046511627907,50.7,.5896714424263798
2016,41672,41672-2016,BAO,91,63,28,75,16,0,0,5,16,20,22,28,0,0,10,39,42,44.42857142857143,43.34666666666666,49.5,.7469901098901097
2017,41672,41672-2017,BAO,109,75,34,88,21,0,0,8,26,19,27,28,1,0,17,45,47,42.90825688073394,41.93181818181818,47,.7129357798165135
2011,41674,41674-2011,BAO,15,13,2,7,8,0,0,0,0,4,5,6,0,0,3,5,7,51,47.14285714285715,54.375,.6993466666666667
2012,41674,41674-2012,BAO,10,10,0,4,6,0,0,0,0,2,4,4,0,0,1,3,6,51.1,44.5,55.5,.75298
2013,41674,41674-2013,BAO,10,10,0,4,6,0,0,0,1,2,4,3,0,0,2,3,5,49.7,45.5,52.5,.6689200000000001
2014,41674,41674-2014,BAO,7,6,1,2,5,0,0,0,1,1,2,3,0,0,1,1,5,49.28571428571429,47,50.2,.7834714285714286
2015,41674,41674-2015,BAO,13,11,2,6,7,0,0,0,0,5,3,5,0,0,7,2,4,49.53846153846154,50.33333333333334,48.85714285714285,.441353846153846
2016,41674,41674-2016,BAO,12,11,1,5,7,0,0,0,0,4,3,4,1,0,7,1,4,50.91666666666666,52.4,49.85714285714285,.4255166666666665
2017,41674,41674-2017,BAO,13,12,1,6,7,0,0,0,1,3,3,6,0,0,6,2,5,51.23076923076923,50.16666666666666,52.14285714285715,.4930615384615384
2011,41676,41676-2011,BAO,33,31,2,22,11,0,0,1,4,4,9,14,1,0,22,4,7,50.06060606060606,51.54545454545455,47.09090909090909,.4221333333333333
2012,41676,41676-2012,BAO,30,28,2,19,11,0,0,0,2,4,12,12,0,0,16,7,7,50.36666666666667,52.89473684210526,46,.4831500000000001
2013,41676,41676-2013,BAO,115,114,1,90,25,0,0,0,13,12,45,45,0,0,50,32,33,50.43478260869565,50.82222222222222,49.04,.5464495652173913
2014,41676,41676-2014,BAO,53,53,0,37,16,0,0,0,3,9,17,24,0,0,22,9,22,51.56603773584906,52.78378378378378,48.75,.5780867924528301
2015,41676,41676-2015,BAO,33,31,2,24,9,0,0,2,1,4,11,15,0,0,15,7,11,51.21212121212121,52.66666666666666,47.33333333333334,.5416666666666666
2016,41676,41676-2016,BAO,37,37,0,27,10,0,0,1,1,4,11,20,0,0,11,8,18,53.8918918918919,55.48148148148148,49.6,.6601945945945946
2017,41676,41676-2017,BAO,41,39,2,28,13,0,0,1,2,3,10,23,2,0,11,11,19,53.73170731707317,55.92857142857143,49,.7025829268292683
2011,41691,41691-2011,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,41691,41691-2012,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,41691,41691-2013,BAO,2,1,1,2,0,0,0,0,0,1,0,1,0,0,2,0,0,51.5,51.5,0,.29
2014,41691,41691-2014,BAO,3,3,0,,,0,0,0,0,1,1,1,0,0,1,2,0,,,,.46
2015,41691,41691-2015,BAO,5,5,0,2,3,0,0,0,0,0,3,2,0,0,0,3,2,53.4,49,56.33333333333334,.71
2016,41691,41691-2016,BAO,5,5,0,3,2,0,0,0,1,0,3,1,0,0,1,2,2,48.6,44.66666666666666,54.5,.61
2017,41691,41691-2017,BAO,6,5,1,4,2,0,0,0,0,2,2,2,0,0,0,3,3,47.16666666666666,43,55.5,.7916666666666666
2011,41716,41716-2011,BAO,9,5,4,6,3,0,0,0,0,3,4,2,0,0,1,2,6,47.66666666666666,46.83333333333334,49.33333333333334,.8313999999999999
2012,41716,41716-2012,BAO,8,5,3,5,3,0,0,0,0,3,3,2,0,0,0,2,6,46.75,49.2,42.66666666666666,.91915
2013,41716,41716-2013,BAO,9,7,2,6,3,0,0,0,1,3,3,2,0,0,0,3,6,46.22222222222222,47.5,43.66666666666666,.8817666666666667
2014,41716,41716-2014,BAO,8,7,1,5,3,0,0,0,0,4,2,2,0,0,0,2,6,46.625,47.8,44.66666666666666,.9305125
2015,41716,41716-2015,BAO,8,7,1,5,3,0,0,0,0,3,2,3,0,0,0,2,6,48.875,48.8,49,.8880375
2016,41716,41716-2016,BAO,7,6,1,5,2,0,0,0,0,2,1,4,0,0,0,2,5,52.14285714285715,51.6,53.5,.8625571428571428
2017,41716,41716-2017,BAO,12,6,6,10,2,0,0,0,1,4,2,5,0,0,1,5,6,48.91666666666666,47.8,54.5,.7364916666666667
2011,41731,41731-2011,BAO,16,15,1,11,5,0,0,0,3,3,6,4,0,0,4,4,8,47.25,45.27272727272727,51.6,.7067749999999998
2012,41731,41731-2012,BAO,16,16,0,12,4,0,0,0,4,3,5,4,0,0,4,5,7,46.3125,45,50.25,.6381562499999999
2013,41731,41731-2013,BAO,15,14,1,11,4,0,0,0,3,3,2,7,0,0,4,4,7,48.33333333333334,47.27272727272727,51.25,.6399199999999999
2014,41731,41731-2014,BAO,17,14,3,12,5,0,0,0,3,2,4,7,1,0,5,5,7,49.8235294117647,49.66666666666666,50.2,.6481647058823529
2015,41731,41731-2015,BAO,18,16,2,13,5,0,0,0,2,4,3,8,1,0,3,7,8,49.55555555555556,48.92307692307692,51.2,.7069222222222222
2016,41731,41731-2016,BAO,21,18,3,16,5,0,0,0,1,7,4,8,1,0,6,8,7,49.23809523809524,49.0625,49.8,.6455380952380951
2017,41731,41731-2017,BAO,16,14,2,13,3,0,0,0,0,4,4,7,1,0,4,6,6,51.625,52.46153846153846,48,.6642437499999999
2011,41736,41736-2011,BAO,3,3,0,,,0,0,0,0,2,1,0,0,0,2,0,1,,,,.5502333333333334
2012,41736,41736-2012,BAO,4,3,1,,,0,0,0,0,2,1,1,0,0,3,0,1,,,,.4232
2013,41736,41736-2013,BAO,3,3,0,,,0,0,0,0,2,0,1,0,0,2,0,1,,,,.5502333333333334
2014,41736,41736-2014,BAO,5,4,1,,,0,0,0,0,2,1,2,0,0,4,1,0,,,,.26172
2015,41736,41736-2015,BAO,11,11,0,,,0,0,3,3,2,2,1,0,0,9,1,1,,,,.1917272727272727
2016,41736,41736-2016,BAO,12,11,1,10,2,0,0,1,5,2,2,2,0,0,9,3,0,38.16666666666666,33.7,60.5,.2341666666666667
2017,41736,41736-2017,BAO,10,7,3,8,2,0,0,1,4,1,2,2,0,0,4,4,2,39.4,33.875,61.5,.51576
2011,41772,41772-2011,BAO,11,11,0,6,5,0,0,0,0,1,7,3,0,0,3,2,6,50.72727272727273,49.5,52.2,.763409090909091
2012,41772,41772-2012,BAO,11,11,0,7,4,0,0,0,0,2,7,2,0,0,4,3,4,49.72727272727273,50.85714285714285,47.75,.6312818181818183
2013,41772,41772-2013,BAO,15,15,0,12,3,0,0,0,0,3,8,4,0,0,7,3,5,51.46666666666667,53.08333333333334,45,.52484
2014,41772,41772-2014,BAO,14,14,0,11,3,0,0,0,0,2,7,5,0,0,7,1,6,51.71428571428572,53.27272727272727,46,.5334785714285714
2015,41772,41772-2015,BAO,14,13,1,10,4,0,0,0,1,2,7,4,0,0,7,2,5,50.57142857142857,53.4,43.5,.5051785714285714
2016,41772,41772-2016,BAO,17,16,1,11,6,0,0,0,2,3,7,5,0,0,9,4,4,48.29411764705883,51.45454545454545,42.5,.4271647058823529
2017,41772,41772-2017,BAO,16,13,3,10,6,0,0,0,0,3,5,8,0,0,7,5,4,51.9375,53.2,49.83333333333334,.5079062499999999
2011,41775,41775-2011,BAO,54,51,3,28,26,0,0,0,13,8,11,22,0,0,5,6,43,47.05555555555556,43.35714285714285,51.03846153846154,.8566166666666667
2012,41775,41775-2012,BAO,51,49,2,28,23,0,0,0,15,8,10,18,0,0,5,10,36,45.66666666666666,43.28571428571429,48.56521739130435,.830067156862745
2013,41775,41775-2013,BAO,70,62,8,41,29,0,0,1,14,15,18,22,0,0,4,10,56,46.87142857142857,45.80487804878049,48.37931034482759,.8791399999999999
2014,41775,41775-2014,BAO,83,75,8,45,38,0,0,1,12,17,22,31,0,0,6,8,69,48.78313253012048,46.17777777777778,51.86842105263158,.8906084337349396
2015,41775,41775-2015,BAO,76,66,10,45,31,0,0,1,7,17,23,28,0,0,3,7,66,49.1578947368421,46.35555555555555,53.2258064516129,.9174565789473683
2016,41775,41775-2016,BAO,84,63,21,56,28,0,0,3,9,18,26,25,3,0,5,6,73,47.82142857142857,45.10714285714285,53.25,.9056880952380952
2017,41775,41775-2017,BAO,113,71,42,78,35,0,0,2,18,30,34,27,2,0,4,18,91,46.14159292035398,44.83333333333334,49.05714285714286,.8825150442477876
2011,41777,41777-2011,BAO,8,6,2,6,2,0,0,0,0,2,3,3,0,0,2,2,4,49.625,49.5,50,.6415125
2012,41777,41777-2012,BAO,6,6,0,4,2,0,0,0,0,1,3,2,0,0,0,2,4,50.83333333333334,50.75,51,.8188666666666667
2013,41777,41777-2013,BAO,3,3,0,,,0,0,0,0,0,2,1,0,0,0,2,1,,,,.7305333333333334
2014,41777,41777-2014,BAO,5,5,0,,,0,0,0,0,2,2,1,0,0,1,3,1,,,,.6653399999999999
2015,41777,41777-2015,BAO,5,5,0,,,0,0,0,0,2,2,1,0,0,1,3,1,,,,.65832
2016,41777,41777-2016,BAO,7,4,3,,,0,0,0,1,2,4,0,0,0,4,3,0,,,,.3753714285714286
2017,41777,41777-2017,BAO,11,4,7,,,0,0,1,1,3,4,1,1,0,6,4,1,,,,.3739909090909092
2011,41778,41778-2011,BAO,6,6,0,3,3,0,0,0,2,0,3,1,0,0,2,1,3,45.16666666666666,43,47.33333333333334,.6843166666666667
2012,41778,41778-2012,BAO,5,5,0,3,2,0,0,0,2,0,2,1,0,0,1,1,3,44.4,44,45,.8001200000000001
2013,41778,41778-2013,BAO,6,6,0,4,2,0,0,0,2,1,1,2,0,0,2,1,3,44.5,43.75,46,.7440333333333333
2014,41778,41778-2014,BAO,7,7,0,4,3,0,0,0,1,2,1,3,0,0,0,1,6,47.71428571428572,44.75,51.66666666666666,1.078972103213771
2015,41778,41778-2015,BAO,15,15,0,11,4,0,0,0,3,4,3,5,0,0,11,2,2,45.93333333333333,44.54545454545455,49.75,.3735563180102154
2016,41778,41778-2016,BAO,20,20,0,13,7,0,0,0,3,4,5,6,2,0,16,1,3,50.2,45.38461538461539,59.14285714285715,.29548
2017,41778,41778-2017,BAO,20,20,0,12,8,0,0,0,3,6,5,5,1,0,15,2,3,48.55,44.91666666666666,54,.34121
2011,41779,41779-2011,BAO,4,4,0,2,2,0,0,0,0,0,1,3,0,0,0,2,2,54.25,52,56.5,.8064
2012,41779,41779-2012,BAO,4,4,0,2,2,0,0,0,0,0,1,3,0,0,0,2,2,55.25,53,57.5,.8064
2013,41779,41779-2013,BAO,4,4,0,2,2,0,0,0,0,0,1,3,0,0,0,2,2,56.25,54,58.5,.8064
2014,41779,41779-2014,BAO,4,4,0,2,2,0,0,0,0,0,1,3,0,0,0,2,2,57.25,55,59.5,.8064
2015,41779,41779-2015,BAO,4,4,0,2,2,0,0,0,0,0,1,3,0,0,0,2,2,58.25,56,60.5,.8064
2016,41779,41779-2016,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,41779,41779-2017,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,41780,41780-2011,BAO,12,12,0,3,9,0,0,0,0,2,1,9,0,0,4,2,6,56,54.33333333333334,56.55555555555556,.6008750000000001
2012,41780,41780-2012,BAO,11,11,0,3,8,0,0,0,0,1,1,9,0,0,4,1,6,56.63636363636363,55.33333333333334,57.125,.6100454545454546
2013,41780,41780-2013,BAO,11,11,0,3,8,0,0,0,0,1,1,8,1,0,4,1,6,57.63636363636363,56.33333333333334,58.125,.6100545454545454
2014,41780,41780-2014,BAO,11,11,0,3,8,0,0,0,0,1,2,7,1,0,4,0,7,57.18181818181818,52,59.125,.6555090909090909
2015,41780,41780-2015,BAO,13,9,4,9,4,0,0,0,2,1,6,4,0,0,7,0,6,47.46153846153846,46.66666666666666,49.25,.5497153846153846
2016,41780,41780-2016,BAO,18,10,8,12,6,0,0,1,2,3,6,5,1,0,10,3,5,47.11111111111111,43.83333333333334,53.66666666666666,.4783388888888889
2017,41780,41780-2017,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,41781,41781-2011,BAO,6,6,0,4,2,0,0,0,0,0,3,3,0,0,1,2,3,55.16666666666666,55.25,55,.7619166666666667
2012,41781,41781-2012,BAO,2,2,0,2,0,0,0,0,0,0,1,1,0,0,0,2,0,56.5,56.5,0,.64515
2013,41781,41781-2013,BAO,2,2,0,2,0,0,0,0,0,0,1,1,0,0,0,2,0,57.5,57.5,0,.64515
2014,41781,41781-2014,BAO,10,9,1,8,2,0,0,0,3,1,2,4,0,0,4,4,2,46.7,47.75,42.5,.5498700000000001
2015,41781,41781-2015,BAO,2,2,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,59.5,59.5,0,.64515
2016,41781,41781-2016,BAO,1,1,0,,,0,0,0,0,0,0,0,1,0,0,1,0,,,,.7903
2017,41781,41781-2017,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,41782,41782-2011,BAO,11,10,1,7,4,0,0,0,1,4,3,3,0,0,2,2,7,46.90909090909091,43.28571428571429,53.25,.7169454545454547
2012,41782,41782-2012,BAO,11,10,1,7,4,0,0,0,1,3,3,4,0,0,2,2,7,47.90909090909091,44.28571428571429,54.25,.6999090909090909
2013,41782,41782-2013,BAO,11,11,0,7,4,0,0,0,1,2,4,4,0,0,2,2,7,48.90909090909091,45.28571428571429,55.25,.7008181818181819
2014,41782,41782-2014,BAO,12,11,1,7,5,0,0,1,1,1,5,4,0,0,2,3,7,47.66666666666666,46.28571428571429,49.6,.7172833333333334
2015,41782,41782-2015,BAO,13,11,2,8,5,0,0,0,2,2,4,5,0,0,4,3,6,47.92307692307692,45.875,51.2,.6269153846153847
2016,41782,41782-2016,BAO,13,9,4,10,3,0,0,0,2,3,4,4,0,0,4,3,6,46.84615384615385,47.1,46,.6256923076923078
2017,41782,41782-2017,BAO,13,12,1,10,3,0,0,0,2,2,5,4,0,0,2,4,7,48.07692307692308,45.1,58,.7185615384615385
2011,41792,41792-2011,BAO,10,10,0,4,6,0,0,0,0,0,3,7,0,0,9,1,0,56.3,59.75,54,.27025
2012,41792,41792-2012,BAO,6,6,0,,,0,0,0,0,0,1,5,0,0,5,1,0,,,,.3013666666666666
2013,41792,41792-2013,BAO,9,6,3,3,6,0,0,0,1,1,1,6,0,0,6,0,3,51.11111111111111,42.66666666666666,55.33333333333334,.5600111111111111
2014,41792,41792-2014,BAO,9,5,4,5,4,0,0,0,0,2,2,5,0,0,4,0,5,52.77777777777778,47.4,59.5,.6760222222222222
2015,41792,41792-2015,BAO,19,11,8,14,5,0,0,2,5,2,6,4,0,0,9,5,5,42.73684210526316,37.78571428571429,56.6,.5309578947368422
2016,41792,41792-2016,BAO,23,12,11,18,5,0,0,0,7,5,6,5,0,0,14,3,6,43.78260869565217,40.66666666666666,55,.457204347826087
2017,41792,41792-2017,BAO,22,19,3,18,4,0,0,0,6,5,3,8,0,0,11,5,6,45.86363636363637,42.44444444444444,61.25,.5087954545454546
2011,41794,41794-2011,BAO,4,4,0,2,2,0,0,0,0,0,3,1,0,0,1,1,2,51.5,48.5,54.5,.76895
2012,41794,41794-2012,BAO,4,4,0,2,2,0,0,0,0,0,2,2,0,0,0,2,2,52.5,49.5,55.5,.774475
2013,41794,41794-2013,BAO,7,6,1,3,4,0,0,0,0,0,3,4,0,0,3,2,2,53.28571428571429,48.66666666666666,56.75,.5746857142857144
2014,41794,41794-2014,BAO,9,6,3,6,3,0,0,0,1,0,5,3,0,0,3,3,3,50,47.66666666666666,54.66666666666666,.6503777777777777
2015,41794,41794-2015,BAO,9,8,1,7,2,0,0,0,1,0,4,4,0,0,4,3,2,52.22222222222222,50.42857142857143,58.5,.5725222222222223
2016,41794,41794-2016,BAO,11,11,0,8,3,0,0,0,2,0,3,6,0,0,3,4,4,51.18181818181818,51.375,50.66666666666666,.6741818181818181
2017,41794,41794-2017,BAO,15,14,1,11,4,0,0,0,1,2,4,8,0,0,2,7,6,53.33333333333334,53,54.25,.6659066666666667
2011,41797,41797-2011,BAO,33,29,4,19,14,0,0,0,2,4,13,14,0,0,4,9,20,50.87878787878788,48.26315789473684,54.42857142857143,.821769696969697
2012,41797,41797-2012,BAO,39,34,5,24,15,0,0,0,2,6,15,16,0,0,9,7,23,51.51282051282051,49.20833333333334,55.2,.7492487179487178
2013,41797,41797-2013,BAO,37,34,3,23,14,0,0,0,2,7,10,18,0,0,5,8,24,52.21621621621622,50.04347826086956,55.78571428571429,.7964054054054056
2014,41797,41797-2014,BAO,37,33,4,25,12,0,0,0,5,8,10,14,0,0,4,7,26,48.94594594594594,46.96,53.08333333333334,.8386621621621624
2015,41797,41797-2015,BAO,44,38,6,26,18,0,0,0,6,9,13,16,0,0,4,11,29,48.04545454545455,45.07692307692308,52.33333333333334,.8288977272727273
2016,41797,41797-2016,BAO,47,43,4,31,16,0,0,1,8,9,13,15,1,0,8,9,30,47.17021276595744,44.38709677419355,52.5625,.7928085106382979
2017,41797,41797-2017,BAO,6,5,1,3,3,0,0,0,1,1,3,1,0,0,1,2,3,46.83333333333334,40.33333333333334,53.33333333333334,.8002666666666666
2011,41803,41803-2011,BAO,2,1,1,,,0,0,0,0,1,0,1,0,0,1,0,1,,,,.5709
2012,41803,41803-2012,BAO,1,1,0,,,0,0,0,0,0,0,1,0,0,0,0,1,,,,1
2013,41803,41803-2013,BAO,1,1,0,,,0,0,0,0,0,0,1,0,0,0,0,1,,,,1
2014,41803,41803-2014,BAO,1,1,0,,,0,0,0,0,0,0,1,0,0,0,0,1,,,,1
2015,41803,41803-2015,BAO,1,1,0,,,0,0,0,0,0,0,1,0,0,0,0,1,,,,1
2016,41803,41803-2016,BAO,1,1,0,,,0,0,0,0,0,0,1,0,0,0,0,1,,,,1
2017,41803,41803-2017,BAO,1,1,0,,,0,0,0,0,0,0,1,0,0,0,0,1,,,,1
2011,41812,41812-2011,BAO,17,17,0,11,6,0,0,0,0,6,11,0,0,0,2,3,12,47.47058823529412,46.45454545454545,49.33333333333334,.8422764705882353
2012,41812,41812-2012,BAO,18,16,2,11,7,0,0,0,0,6,10,2,0,0,4,3,11,47.66666666666666,46.72727272727273,49.14285714285715,.7561444444444444
2013,41812,41812-2013,BAO,17,11,6,9,8,0,0,0,0,6,9,2,0,0,1,5,11,47.76470588235294,46.11111111111111,49.625,.8237588235294118
2014,41812,41812-2014,BAO,23,23,0,13,10,0,0,0,0,2,13,8,0,0,4,4,15,51.30434782608695,51.61538461538461,50.9,.7800173913043479
2015,41812,41812-2015,BAO,23,23,0,14,9,0,0,0,1,2,12,8,0,0,4,3,16,51.1304347826087,50.85714285714285,51.55555555555556,.7751652173913044
2016,41812,41812-2016,BAO,23,22,1,15,8,0,0,0,2,1,11,9,0,0,3,7,13,51.21739130434783,50.33333333333334,52.875,.7481000000000001
2017,41812,41812-2017,BAO,27,24,3,17,10,0,0,0,1,3,11,12,0,0,5,7,15,51.85185185185186,50.64705882352941,53.9,.7354185185185185
2011,41813,41813-2011,BAO,9,9,0,4,5,0,0,0,0,2,4,3,0,0,2,3,4,50.11111111111111,44,55,.7105999999999999
2012,41813,41813-2012,BAO,8,8,0,4,4,0,0,0,0,2,3,3,0,0,2,3,3,50.875,45,56.75,.7105875
2013,41813,41813-2013,BAO,8,8,0,4,4,0,0,0,0,2,3,3,0,0,2,3,3,51.875,46,57.75,.7105875
2014,41813,41813-2014,BAO,6,6,0,2,4,0,0,0,0,1,1,4,0,0,1,2,3,55.16666666666666,48,58.75,.7708833333333335
2015,41813,41813-2015,BAO,7,6,1,4,3,0,0,0,0,2,1,4,0,0,2,2,3,53.85714285714285,48.5,61,.7348142857142858
2016,41813,41813-2016,BAO,4,3,1,,,0,0,0,0,2,1,1,0,0,2,2,0,,,,.376625
2017,41813,41813-2017,BAO,4,3,1,,,0,0,0,0,0,3,1,0,0,2,2,0,,,,.3687
2011,41816,41816-2011,BAO,8,8,0,6,2,0,0,0,2,0,4,2,0,0,2,2,4,46.375,45.83333333333334,48,.7332375
2012,41816,41816-2012,BAO,9,8,1,7,2,0,0,0,2,1,4,2,0,0,3,1,5,46.77777777777778,46.14285714285715,49,.7180555555555555
2013,41816,41816-2013,BAO,9,8,1,,,0,0,0,2,2,3,2,0,0,3,2,4,,,,.6425777777777778
2014,41816,41816-2014,BAO,11,8,3,,,0,0,0,3,2,3,3,0,0,6,1,4,,,,.5490454545454546
2015,41816,41816-2015,BAO,10,9,1,,,0,0,0,1,3,3,2,1,0,4,2,4,,,,.57723
2016,41816,41816-2016,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,41816,41816-2017,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,41827,41827-2011,BAO,1,1,0,,,0,0,0,0,1,0,0,0,0,0,0,1,,,,1
2012,41827,41827-2012,BAO,5,5,0,3,2,0,0,0,1,2,2,0,0,0,4,0,1,42.6,47,36,.26736
2013,41827,41827-2013,BAO,4,4,0,2,2,0,0,0,1,2,1,0,0,0,3,0,1,40.75,44.5,37,.3088750000000001
2014,41827,41827-2014,BAO,5,5,0,3,2,0,0,0,1,3,1,0,0,0,4,0,1,41.4,43.66666666666666,38,.25964
2015,41827,41827-2015,BAO,4,4,0,2,2,0,0,0,1,1,1,1,0,0,3,0,1,46.25,53.5,39,.310875
2016,41827,41827-2016,BAO,3,2,1,,,0,0,0,0,0,3,0,0,0,2,0,1,,,,.3495333333333333
2017,41827,41827-2017,BAO,3,2,1,,,0,0,1,0,0,2,0,0,0,2,0,1,,,,.3583333333333333
2011,41841,41841-2011,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,41841,41841-2012,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,41841,41841-2013,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,41841,41841-2014,BAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,41841,41841-2015,BAO,5,3,2,5,0,0,0,0,0,0,3,2,0,0,3,1,1,53.4,53.4,0,.3886
2016,41841,41841-2016,BAO,7,4,3,,,0,0,0,1,1,2,3,0,0,4,2,1,,,,.4415857142857143
2017,41841,41841-2017,BAO,17,10,7,15,2,0,0,3,3,2,4,5,0,0,12,2,3,42,41.86666666666667,43,.3711941176470588
2011,41842,41842-2011,BAO,6,5,1,3,3,0,0,0,0,2,1,3,0,0,1,3,2,49.66666666666666,47.66666666666666,51.66666666666666,.6892
