year,bevoegdgezag,bestuur_key,bevoegd_gezagnaam,postcode_bevoegd_gezag,eenpitter,aantal_leerlingen,categorie_bestuuromvang,aantal_gewichtleerlingen,gemiddeld_leerlinggewicht,aandeel_apcg_leerlingen,aandeel_lwoo_leerlingen,aantal_voltijdleerlingen,aantal_deeltijdleerlingen,aantal_leerlingen_vbo_groen,aantal_bol_leerlingen,aantal_bol_deeltijdleerlingen,aantal_bbl_leerlingen,aandeel_leerlingen_randstad,omvang_formatie_totaal,omvang_formatie_manager,omvang_formatie_op,omvang_formatie_lio,omvang_formatie_oop_obp,omvang_formatie_onbekend,leerling_leraar_ratio,gewogen_deelnemer_leraar_ratio,omvang_formatie_op_la,omvang_formatie_op_lb,omvang_formatie_op_lc,omvang_formatie_op_ld,omvang_formatie_op_le,omvang_formatie_op_overig,aandeel_formatie_op_la,aandeel_formatie_op_lb,aandeel_formatie_op_lc,aandeel_formatie_op_ld,aandeel_formatie_op_le,aandeel_formatie_op_overig,streefpercentage_formatie_op_la,streefpercentage_formatie_op_lb,streefpercentage_formatie_op_lc,streefpercentage_formatie_op_ld,streefpercentage_formatie_op_le,streefpercentage_formatie_op_ove,omvang_formatie_op_brutsal,loonsom_op_brutsal,gemiddelde_loonsom_op_brutsal,solvabiliteiti,solvabiliteitii,rentabiliteit,liquiditeitcurrentratio,liquiditeitquickratio,weerstandsvermogenexclusiefmater,weerstandsvermogen,personeelslastenrijksbijdragen,personeelslastentotaalbatenplusf,personeelslastentotaallastenplus,voorzieningentotaalbatenplusfina,rijksbijdragentotaalbatenplusfin,overigeoverheidsbijdragenensubsi,huisvestingsratio,kapitalisatiefactor,algemenereservetotaalbatenplusfi,investeringeninventarisenapparat,nettowerkkapitaal,aantalinstellingen,variatieinlb
2013,29473,29473-2013,Ver. Verstr. v. BO op R.G.s. te Kruiningen,4416,1,237,1,254.10001,1.1,0,0,0,0,0,0,0,0,,17,2,11.6,0,3.4000001,0,20.4,,9.6000004,2,0,0,0,0,82.800003,17.200001,0,0,0,0,,,,,,,11.61,33687.531,2900.75,.69,.79,.07,4.99,4.99,.28,.48,.92000002,.80000001,.85000002,.07,.87,0,.03,.61,.47,.01,.36,1,0
2014,29473,29473-2014,Ver. Verstr. v. BO op R.G.s. te Kruiningen,4416,1,259,1,277.60001,1.1,0,0,0,0,0,0,0,0,,19.299999,2,14.1,0,3.3,0,18.4,,11.1,3,0,0,0,0,78.699997,21.299999,0,0,0,0,58,40,2,0,0,0,14.07,40763,2897.6299,.6800000000000001,.76,-.04,4.22,4.22,.23,.45,1.05,.88999999,.86000001,.059999999,.85000002,0,.03,.57,.43,0,.31,1,0
2015,29473,29473-2015,Ver. Verstr. v. BO op R.G.s. te Kruiningen,4416,1,258,1,274.5,1.1,0,0,0,0,0,0,0,0,,18.4,1,13.9,0,3.5,0,18.5,,10.9,3,0,0,0,0,78.5,21.5,0,0,0,0,,,,,,,13.94,41768.762,2997.23,.66,.75,-.01,3.65,3.65,.18,.41,.94,.85000002,.85000002,.059999999,.91000003,0,.04,.55,.39,.03,.28,1,0
2016,29473,29473-2016,Ver. Verstr. v. BO op R.G.s. te Kruiningen,4416,1,269,1,284.29999,1.1,0,0,0,0,0,0,0,0,,18.200001,1,12.7,0,4.5,0,21.1,,10.7,2,0,0,0,0,84.300003,15.7,0,0,0,0,,,,,,,12.72,39801.078,3129.26,.6800000000000001,.75,.01,3.7,3.7,.18,.41,.91000003,.83999997,.85000002,.039999999,.92000002,0,.04,.53,.39,.03,.26,1,0
2017,29473,29473-2017,Ver. Verstr. v. BO op R.G.s. te Kruiningen,4416,1,283,1,297.39999,1.1,0,0,0,0,0,0,0,0,,19.4,1,13.6,0,4.8000002,0,20.799999,,10.4,3.2,0,0,0,0,76.300003,23.700001,0,0,0,0,,,,,,,13.58,41715.27,3071.3401,,,,,,,,,,,,,,,,,,,1,0
2012,29577,29577-2012,Ver. Scholen der Evangelische Broedergemeente,3703,1,352,1,353.20001,1,0,0,0,0,0,0,0,0,,18.799999,2,16.200001,0,.60000002,0,21.700001,,12.8,3.4000001,0,0,0,0,79,21,0,0,0,0,,,,,,,16.190001,47569.328,2938.1001,.63,.85,-.06,5.41,5.41,.28,.39,.93000001,.87,.81,.14,.93000001,.01,.08,.61,.34,.01,.41,1,0
2013,29577,29577-2013,Ver. Scholen der Evangelische Broedergemeente,3703,1,358,1,358,1,0,0,0,0,0,0,0,0,,19.5,2,16.5,0,1,0,21.700001,,11.1,5.3000002,0,0,0,0,67.599998,32.400002,0,0,0,0,,,,,,,16.469999,49667.691,3016.25,.55,.76,-.02,2.79,2.79,.15,.35,.86000001,.81,.79000002,.13,.94,.01,.09,.63,.3,.07,.28,1,0
2014,29577,29577-2014,Ver. Scholen der Evangelische Broedergemeente,3703,1,350,1,350,1,0,0,0,0,0,0,0,0,,19.6,2,16.6,0,1,0,21.1,,10.7,5.8000002,0,0,0,0,64.800003,35.200001,0,0,0,0,58,40,2,0,0,0,16.57,51650.879,3116.96,.64,.85,.02,4.1,4.1,.17,.36,.86000001,.76999998,.77999997,.12,.88999999,.01,.08,.5600000000000001,.31,.04,.27,1,0
2015,29577,29577-2015,Ver. Scholen der Evangelische Broedergemeente,3703,1,358,1,360.70001,1,0,0,0,0,0,0,0,0,,19.1,2,16.1,0,1,0,22.299999,,9.1999998,6.8000002,0,0,0,0,57.5,42.5,0,0,0,0,,,,,,,16.07,51905.121,3229.05,.59,.83,.01,3.46,3.46,.12,.35,.81999999,.75,.75999999,.14,.92000002,.02,.1,.59,.3,.05,.26,1,0
2016,29577,29577-2016,Ver. Scholen der Evangelische Broedergemeente,3703,1,373,1,375.70001,1,0,0,0,0,0,0,0,0,,19.5,2,16.5,0,1,0,22.6,,10.1,6.4000001,0,0,0,0,61.400002,38.599998,0,0,0,0,,,,,,,16.48,55293.762,3354.53,.6,.85,-.01,3.26,3.26,.06,.34,.81,.76999998,.76999998,.14,.94999999,.01,.08,.53,.3,.03,.19,1,0
2017,29577,29577-2017,Ver. Scholen der Evangelische Broedergemeente,3703,1,364,1,367.89999,1,0,0,0,0,0,0,0,0,,19.9,2,16.9,0,1,0,21.5,,10.1,6.8000002,0,0,0,0,59.799999,40.200001,0,0,0,0,,,,,,,16.91,57855.719,3421.3101,,,,,,,,,,,,,,,,,,,1,0
2012,29785,29785-2012,Stichting Katholiek Onderwijs Hulst,4561,0,668,2,694.09998,1,0,0,0,0,0,0,0,0,,45.5,4.8000002,33.900002,0,6.8000002,0,19.700001,,26.6,7.3000002,0,0,0,0,78.400002,21.6,0,0,0,0,,,,,,,33.889999,105433.23,3111.3201,.75,.87,0,4.84,4.84,.43,.57,.88,.85000002,.83999997,.090000004,.95999998,.01,.05,.74,.35,.02,.36,3,.57735026
2013,29785,29785-2013,Stichting Katholiek Onderwijs Hulst,4561,0,623,2,646.40002,1,0,0,0,0,0,0,0,0,,39.700001,4.8000002,29.1,0,5.6999998,0,21.4,,22.6,6.5999999,0,0,0,0,77.5,22.5,0,0,0,0,,,,,,,29.110001,93468.648,3211.3,.77,.88,.04,5.59,5.59,.47,.59,.86000001,.81999999,.83999997,.090000004,.94999999,.01,.04,.76,.34,.01,.41,3,.11547005
2014,29785,29785-2014,Stichting Katholiek Onderwijs Hulst,4561,0,578,2,601.40002,1,0,0,0,0,0,0,0,0,,36.5,3.8,27.4,0,5.3000002,0,21.1,,20.1,7.3000002,0,0,0,0,73.300003,26.700001,0,0,0,0,58,40,2,0,0,0,27.389999,89747.031,3276.3701,.8,.91,.04,7.43,7.43,.55,.69,.83999997,.81,.83999997,.1,.97000003,.01,.04,.86,.38,.02,.52,3,1.1372482
2015,29785,29785-2015,Stichting Katholiek Onderwijs Hulst,4561,0,546,2,566.09998,1,0,0,0,0,0,0,0,0,,34.900002,3.8,25.700001,0,5.3000002,0,21.200001,,18.9,6.8000002,0,0,0,0,73.5,26.5,0,0,0,0,,,,,,,25.700001,85797.688,3337.8,.79,.9,.04,7.48,7.48,.58,.74,.82999998,.80000001,.83999997,.1,.97000003,.01,.05,.9,.38,.02,.58,3,1.0785793
2016,29785,29785-2016,Stichting Katholiek Onderwijs Hulst,4561,0,515,2,541.40002,1.1,0,0,0,0,0,0,0,0,,32.900002,3.7,23.700001,0,5.4000001,0,21.700001,,17.6,6.1999998,0,0,0,0,74.099998,25.9,0,0,0,0,,,,,,,23.73,82042.648,3457.1499,.8,.91,.03,8.289999999999999,8.289999999999999,.65,.8,.81,.79000002,.81,.1,.97000003,.01,.07,.96,.39,.01,.66,3,1.5373137
2017,29785,29785-2017,Stichting Katholiek Onderwijs Hulst,4561,0,494,1,524.90002,1.1,0,0,0,0,0,0,0,0,,33.599998,3.5,24.5,0,5.5,0,20.1,,16.200001,8.3999996,0,0,0,0,65.900002,34.099998,0,0,0,0,,,,,,,24.530001,83918.25,3421.6699,,,,,,,,,,,,,,,,,,,3,.66583282
2012,29810,29810-2012,Stichting Conexus,6525,0,7795,3,8470.5996,1.1,0,0,0,0,0,0,0,0,,526.09998,29.299999,444.5,0,52.299999,0,17.5,,334.29999,110.2,0,0,0,0,75.199997,24.799999,0,0,0,0,,,,,,,444.5,1370510.9,3083.25,.33,.42,.02,2.21,2.21,-.21,.23,.97000003,.79000002,.81,.07,.81,.11,.1,.46,.11,.02,.17,28,5.5385618
2013,29810,29810-2013,Stichting Conexus,6525,0,7790,3,8419.7002,1.1,0,0,0,0,0,0,0,0,,522.90002,28.1,446.79999,0,48,0,17.4,,308.20001,137.60001,1,0,0,0,69,30.799999,.2,0,0,0,,,,,,,446.84,1391465.3,3114.04,.32,.39,.03,2.29,2.29,-.2,.26,.92000002,.75999999,.79000002,.059999999,.82999998,.1,.11,.49,.11,.02,.21,28,5.3355079
2014,29810,29810-2014,Stichting Conexus,6525,0,7799,3,8412.5,1.1,0,0,0,0,0,0,0,0,,525.09998,29,445.70001,0,50.400002,0,17.5,,275.70001,167.89999,2.0999999,0,0,0,61.900002,37.700001,.5,0,0,0,58,40,2,0,0,0,445.70999,1415862,3176.6299,.3,.35,-.01,1.94,1.94,-.32,.25,.94999999,.77999997,.77999997,.039999999,.82999998,.11,.1,.44,.11,.02,.16,28,6.0292783
2015,29810,29810-2015,Stichting Conexus,6525,0,7734,3,8275.5,1.1,0,0,0,0,0,0,0,0,,502,30.6,423.5,0,47.900002,0,18.299999,,256.60001,165.10001,1.7,0,0,0,60.599998,39,.40000001,0,0,0,,,,,,,423.45999,1373877.9,3244.4399,.27,.32,-.01,2.16,2.16,-.35,.24,.94,.80000001,.79000002,.039999999,.85000002,.1,.1,.45,.13,.02,.17,28,5.6881051
2016,29810,29810-2016,Stichting Conexus,6525,0,7725,3,8241.9004,1.1,0,0,0,0,0,0,0,0,,495.5,31.200001,419.70001,0,44.599998,0,18.4,,249.7,169.3,.69999999,0,0,0,59.5,40.299999,.2,0,0,0,,,,,,,419.73001,1416188.1,3374.04,.3,.34,.02,1.79,1.79,-.36,.24,.93000001,.76999998,.79000002,.039999999,.82999998,.1,.1,.38,.14,.02,.12,28,5.5323272
2017,29810,29810-2017,Stichting Conexus,6525,0,7692,3,8247,1.1,0,0,0,0,0,0,0,0,,495.60001,32.099998,418.20001,0,45.200001,0,18.4,,250.60001,166.89999,.69999999,0,0,0,59.900002,39.900002,.2,0,0,0,,,,,,,418.23001,1405469.3,3360.51,,,,,,,,,,,,,,,,,,,28,5.523035
2012,29823,29823-2012,Ver. verstrekken van onderwijs Geref. Grondslag Krabbendijke,4413,1,302,1,317,1,0,0,0,0,0,0,0,0,,18.4,3.2,12.7,0,2.5,0,23.799999,,10.9,1.8,0,0,0,0,85.699997,14.3,0,0,0,0,,,,,,,12.13,32997.301,2721.3401,.71,.86,.04,5.58,5.58,.37,.5,.85000002,.81,.82999998,.1,.95999998,0,.04,.7,.4,.01,.46,1,0
2013,29823,29823-2013,Ver. verstrekken van onderwijs Geref. Grondslag Krabbendijke,4413,1,296,1,310.70001,1,0,0,0,0,0,0,0,0,,19,3.2,13.3,0,2.5,0,22.299999,,11.4,1.9,0,0,0,0,85.599998,14.4,0,0,0,0,,,,,,,13.27,36896.961,2780.52,.76,.89,.09,7.7,7.7,.46,.58,.79000002,.75999999,.83999997,.1,.95999998,0,.04,.75,.48,.02,.54,1,0
2014,29823,29823-2014,Ver. verstrekken van onderwijs Geref. Grondslag Krabbendijke,4413,1,306,1,318.89999,1,0,0,0,0,0,0,0,0,,20.4,3,15,0,2.5,0,20.4,,13.1,1.9,0,0,0,0,87.300003,12.7,0,0,0,0,58,40,2,0,0,0,14.97,42382.5,2831.5801,.8,.88,.05,7.06,7.06,.53,.65,.83999997,.80000001,.82999998,.07,.94999999,0,.04,.8100000000000001,.54,.02,.57,1,0
2015,29823,29823-2015,Ver. verstrekken van onderwijs Geref. Grondslag Krabbendijke,4413,1,295,1,303.39999,1,0,0,0,0,0,0,0,0,,20.700001,3,14.1,0,3.5,0,20.9,,11.4,2.7,0,0,0,0,81.099998,18.9,0,0,0,0,,,,,,,14.11,41332.379,2928.74,.77,.85,.01,5.58,5.58,.48,.61,.85000002,.82999998,.83999997,.07,.97000003,0,.05,.78,.51,.02,.54,1,0
2016,29823,29823-2016,Ver. verstrekken van onderwijs Geref. Grondslag Krabbendijke,4413,1,285,1,294,1,0,0,0,0,0,0,0,0,,19,2,13.4,0,3.5999999,0,21.200001,,10.8,2.5999999,0,0,0,0,80.699997,19.299999,0,0,0,0,,,,,,,13.44,41092.148,3057.5701,.78,.88,.01,7.07,7.07,.48,.61,.85000002,.81999999,.82999998,.079999998,.97000003,0,.05,.77,.52,.03,.55,1,0
2017,29823,29823-2017,Ver. verstrekken van onderwijs Geref. Grondslag Krabbendijke,4413,1,280,1,287.79999,1,0,0,0,0,0,0,0,0,,18.200001,2,13,0,3.2,0,21.5,,10.8,2.2,0,0,0,0,83,17,0,0,0,0,,,,,,,13,41028.191,3156.1599,,,,,,,,,,,,,,,,,,,1,0
2012,29863,29863-2012,Stichting R.K. Scholen Diemen,1111,1,229,1,238,1,0,0,0,0,0,0,0,0,,14.2,2,11.2,0,1,0,20.4,,9.3000002,1.9,0,0,0,0,83.400002,16.6,0,0,0,0,,,,,,,11.2,33548.102,2995.3701,.67,.69,-.02,2.22,2.22,.13,.23,.94999999,.85000002,.82999998,.0099999998,.89999998,.03,.07,.29,.22,.01,.13,1,0
2013,29863,29863-2013,Stichting R.K. Scholen Diemen,1111,1,225,1,236.10001,1,0,0,0,0,0,0,0,0,,13.2,2,10.1,0,1,0,22.299999,,7.5999999,2.5,0,0,0,0,75.5,24.5,0,0,0,0,,,,,,,10.11,31361.23,3101.3899,.74,.77,.08,3.25,3.25,.22,.29,.82999998,.75,.81,.0099999998,.89999998,.04,.08,.36,.29,.01,.21,1,0
2014,29863,29863-2014,Stichting R.K. Scholen Diemen,1111,1,228,1,240.89999,1.1,0,0,0,0,0,0,0,0,,12.8,1.6,10.2,0,1,0,22.299999,,7.4000001,2.8,0,0,0,0,72.699997,27.299999,0,0,0,0,58,40,2,0,0,0,10.25,32433.211,3165.3301,.73,.76,0,2.45,2.45,.14,.29,.86000001,.76999998,.76999998,.0099999998,.89999998,.03,.08,.37,.29,.03,.14,1,0
2015,29863,29863-2015,Stichting R.K. Scholen Diemen,1111,1,228,1,247.8,1.1,0,0,0,0,0,0,0,0,,12.7,1,10.6,0,1,0,21.4,,6.5999999,4.0999999,0,0,0,0,61.900002,38.099998,0,0,0,0,,,,,,,10.65,34583.738,3247.76,.75,.79,0,2.74,2.74,.14,.28,.80000001,.73000002,.74000001,.0099999998,.92000002,.03,.1,.35,.28,.01,.14,1,0
2016,29863,29863-2016,Stichting R.K. Scholen Diemen,1111,1,212,1,222.2,1,0,0,0,0,0,0,0,0,,12.7,1,10.7,0,1,0,19.799999,,6.5999999,4.0999999,0,0,0,0,61.400002,38.599998,0,0,0,0,,,,,,,10.71,36365.41,3396.8301,.64,.66,-.02,1.72,1.72,.09,.26,.80000001,.75,.74000001,.0099999998,.94,.03,.09,.38,.26,.01,.1,1,0
2017,29863,29863-2017,Stichting R.K. Scholen Diemen,1111,1,211,1,220.89999,1,0,0,0,0,0,0,0,0,,13.7,1,11.1,0,1.6,0,19.1,,7.5999999,3.4000001,0,0,0,0,68.900002,31.1,0,0,0,0,,,,,,,11.07,37305.441,3370.9299,,,,,,,,,,,,,,,,,,,1,0
2012,30010,30010-2012,Stichting voor P.C.B.O. voor Amersfoort,3833,0,3366,3,3552.3,1.1,0,0,0,0,0,0,0,0,,190.39999,17.4,159.2,0,13.8,0,21.1,,126.2,33.099998,0,0,0,0,79.199997,20.799999,0,0,0,0,,,,,,,105.33,297787.06,2827.25,.7,.74,-.01,2.74,2.74,.22,.34,.86000001,.80000001,.79000002,.02,.94,.02,.09,.49,.26,.02,.23,11,1.7191216
2013,30010,30010-2013,Stichting voor P.C.B.O. voor Amersfoort,3833,0,3476,3,3660.5,1.1,0,0,0,0,0,0,0,0,,200.39999,18.200001,165.7,0,16.4,0,21,,127.5,38.200001,0,0,0,0,77,23,0,0,0,0,,,,,,,165.7,498006.94,3005.46,.7,.72,.01,2.65,2.65,.23,.35,.87,.81999999,.82999998,.0099999998,.94,.01,.08,.49,.27,.02,.23,11,1.9225141
2014,30010,30010-2014,Stichting voor P.C.B.O. voor Amersfoort,3833,0,3560,3,3756.8,1.1,0,0,0,0,0,0,0,0,,201.7,17,167.39999,0,17.200001,0,21.299999,,125.2,42.200001,0,0,0,0,74.800003,25.200001,0,0,0,0,58,40,2,0,0,0,167.42,514746.41,3074.5901,.65,.6800000000000001,-.03,2.27,2.27,.21,.32,.91000003,.85000002,.82999998,.0099999998,.94,.01,.08,.5,.25,.01,.21,11,2.684072
2015,30010,30010-2015,Stichting voor P.C.B.O. voor Amersfoort,3833,0,3622,3,3794.5,1,0,0,0,0,0,0,0,0,,199.39999,14.9,166.89999,0,17.6,0,21.700001,,126.8,40.099998,0,0,0,0,76,24,0,0,0,0,,,,,,,166.92,515780.44,3089.99,.63,.73,.02,2.76,2.76,.2,.31,.82999998,.79000002,.81,.050000001,.95999998,.01,.1,.5,.25,.02,.24,11,2.4883213
2016,30010,30010-2016,Stichting voor P.C.B.O. voor Amersfoort,3833,0,3648,3,3809.7,1,0,0,0,0,0,0,0,0,,214.2,20.200001,170.39999,0,23.700001,0,21.4,,123.6,46.700001,0,0,0,0,72.599998,27.4,0,0,0,0,,,,,,,170.36,549310.38,3224.3701,.57,.71,.04,2.81,2.81,.22,.33,.80000001,.76999998,.79000002,.079999998,.95999998,.01,.12,.57,.28,.02,.3,11,2.6653075
2017,30010,30010-2017,Stichting voor P.C.B.O. voor Amersfoort,3833,0,3588,3,3721.2,1,0,0,0,0,0,0,0,0,,223.2,17.299999,181.89999,0,24,0,19.700001,,129.60001,52.299999,0,0,0,0,71.199997,28.799999,0,0,0,0,,,,,,,181.92999,585043.44,3215.8401,,,,,,,,,,,,,,,,,,,11,2.9561441
2012,30013,30013-2012,Stichting Scholen van het Rozenkruis,1222,0,172,1,179.2,1,0,0,0,0,0,0,0,0,,12.6,1.9,10.2,0,.60000002,0,16.9,,8.1999998,1.9,0,0,0,0,80.900002,19.1,0,0,0,0,,,,,,,5.8899999,18378.061,3118.8899,.59,.72,.02,2.79,2.79,.16,.24,.83999997,.77999997,.80000001,.050000001,.94,.03,.07,.39,.13,.01,.2,2,.14142136
2013,30013,30013-2013,Stichting Scholen van het Rozenkruis,1222,0,169,1,175,1,0,0,0,0,0,0,0,0,,12.9,1.6,10.4,0,.89999998,0,16.200001,,8.1999998,2.2,0,0,0,0,78.800003,21.200001,0,0,0,0,,,,,,,10.44,32818.961,3144.8999,.47,.62,-.03,2.11,2.11,.13,.21,.88,.83999997,.81,.059999999,.95999998,.01,.07,.42,.18,.01,.18,2,.14142136
2014,30013,30013-2014,Stichting Scholen van het Rozenkruis,1222,0,162,1,165.60001,1,0,0,0,0,0,0,0,0,,11.9,1.6,9.3999996,0,.89999998,0,17.200001,,8.1000004,1.3,0,0,0,0,86,14,0,0,0,0,58,40,2,0,0,0,9.4300003,29070.051,3083.8301,.57,.74,.02,2.97,2.97,.15,.23,.85000002,.80000001,.81,.07,.94,0,.07,.39,.21,.01,.21,2,.91923881
2015,30013,30013-2015,Stichting Scholen van het Rozenkruis,1222,0,171,1,173.39999,1,0,0,0,0,0,0,0,0,,12.9,1.4,10.2,0,1.3,0,16.799999,,7.3000002,2.9000001,0,0,0,0,71.900002,28.1,0,0,0,0,,,,,,,10.19,32805.09,3220.48,.55,.76,-.01,2.96,2.96,.11,.22,.83999997,.80000001,.80000001,.079999998,.94999999,0,.07,.39,.21,.02,.19,2,.14142136
2016,30013,30013-2016,Stichting Scholen van het Rozenkruis,1222,0,167,1,169.7,1,0,0,0,0,0,0,0,0,,12.2,1.4,9.8999996,0,.89999998,0,16.9,,4.8000002,5.0999999,0,0,0,0,48.400002,51.599998,0,0,0,0,,,,,,,9.9099998,33764.781,3408.52,.45,.69,-.06,2.11,2.11,.04,.16,.86000001,.83999997,.79000002,.079999998,.97000003,0,.08,.33,.16,.03,.12,2,.21213204
2017,30013,30013-2017,Stichting Scholen van het Rozenkruis,1222,0,155,1,155,1,0,0,0,0,0,0,0,0,,10.8,1.4,9.3999996,0,0,0,16.5,,4.3000002,5.0999999,0,0,0,0,45.799999,54.200001,0,0,0,0,,,,,,,9.4099998,32563.539,3459.79,,,,,,,,,,,,,,,,,,,2,.21213204
2012,30015,30015-2012,Ver. Oecumenisch Onderwijs in Maarn,3951,1,263,1,263,1,0,0,0,0,0,0,0,0,,14.5,1.8,12.7,0,0,0,20.6,,12.1,.60000002,0,0,0,0,95.099998,4.9000001,0,0,0,0,,,,,,,12.74,39289.57,3083.98,.75,.88,.06,6.74,6.74,.5,.63,.81,.77999997,.81999999,.1,.97000003,.01,.05,.83,.63,.01,.59,1,0
2013,30015,30015-2013,Ver. Oecumenisch Onderwijs in Maarn,3951,1,235,1,235,1,0,0,0,0,0,0,0,0,,14.1,1.8,12.3,0,0,0,19.1,,11.7,.60000002,0,0,0,0,95,5,0,0,0,0,,,,,,,12.31,38352.441,3114.46,.76,.89,.01,7.54,7.54,.51,.63,.85000002,.81999999,.81,.1,.95999998,.01,.07,.83,.63,.01,.6,1,0
2014,30015,30015-2014,Ver. Oecumenisch Onderwijs in Maarn,3951,1,212,1,212,1,0,0,0,0,0,0,0,0,,13.4,1.8,11.4,0,.30000001,0,18.700001,,10.7,.60000002,0,0,0,0,94.5,5.5,0,0,0,0,58,40,2,0,0,0,11.35,35996.539,3170.6299,.77,.91,-.08,8.15,8.15,.45,.61,.91000003,.89999998,.81999999,.1,.98000002,0,.06,.79,.61,.01,.52,1,0
2015,30015,30015-2015,Ver. Oecumenisch Onderwijs in Maarn,3951,1,186,1,186.3,1,0,0,0,0,0,0,0,0,,11.4,1.6,9.8000002,0,0,0,19,,9.8000002,0,0,0,0,0,100,0,0,0,0,0,,,,,,,9.79,32045.221,3274.5601,.71,.87,-.09,5.8,5.8,.4,.54,.88999999,.87,.80000001,.12,.98000002,0,.07,.76,.54,.02,.49,1,0
2016,30015,30015-2016,Ver. Oecumenisch Onderwijs in Maarn,3951,1,187,1,187.3,1,0,0,0,0,0,0,0,0,,10.5,1.4,8.8999996,0,.2,0,21,,6.8000002,2.0999999,0,0,0,0,76.800003,23.200001,0,0,0,0,,,,,,,8.8999996,30253.391,3400.98,.88,.89,.13,7.85,7.85,.6,.71,.79000002,.77999997,.89999998,.0099999998,.98000002,0,-.05,.8100000000000001,.71,0,.58,1,0
2017,30015,30015-2017,Ver. Oecumenisch Onderwijs in Maarn,3951,1,191,1,191.3,1,0,0,0,0,0,0,0,0,,10.6,.80000001,9.1999998,0,.60000002,0,20.799999,,6.5,2.7,0,0,0,0,70.599998,29.4,0,0,0,0,,,,,,,9.1700001,30565.25,3332.3401,,,,,,,,,,,,,,,,,,,1,0
2012,30027,30027-2012,Stichting de Vrije School Eindhoven-Zuid,5643,1,371,1,372.5,1,0,0,0,0,0,0,0,0,,22.9,2,17.299999,0,3.7,0,21.5,,11.9,5.4000001,0,0,0,0,68.800003,31.200001,0,0,0,0,,,,,,,17.25,54660.781,3168.6101,.7,.74,.02,2.92,2.92,.27,.3,1.12,.80000001,.81999999,.02,.72000003,.06,.05,.41,.12,.02,.22,1,0
2013,30027,30027-2013,Stichting de Vrije School Eindhoven-Zuid,5643,1,393,1,394.5,1,0,0,0,0,0,0,0,0,,22.799999,2,18,0,2.8,0,21.9,,11.5,6.5,0,0,0,0,63.900002,36.099998,0,0,0,0,,,,,,,17.969999,55830.77,3107.25,.76,.8,.05,3.98,3.98,.34,.32,1.09,.75999999,.80000001,.02,.69,.07,.05,.41,.18,.01,.25,1,0
2014,30027,30027-2014,Stichting de Vrije School Eindhoven-Zuid,5643,1,435,1,436.5,1,0,0,0,0,0,0,0,0,,24.799999,2,19.4,0,3.4000001,0,22.4,,13.1,6.3000002,0,0,0,0,67.5,32.5,0,0,0,0,58,40,2,0,0,0,19.379999,60563.98,3125.5901,.58,.61,0,2.06,2.06,.29,.32,1.11,.81999999,.81,.0099999998,.74000001,.04,.05,.54,.22,.02,.23,1,0
2015,30027,30027-2015,Stichting de Vrije School Eindhoven-Zuid,5643,1,444,1,445.5,1,0,0,0,0,0,0,0,0,,27.700001,2,21.299999,0,4.4000001,0,20.9,,14.6,6.6999998,0,0,0,0,68.5,31.5,0,0,0,0,,,,,,,21.290001,66466.633,3122.29,.75,.79,.09,2.42,2.42,.17,.38,1.03,.79000002,.86000001,.02,.76999998,.04,.07,.36,.23,.04,.15,1,0
2016,30027,30027-2016,Stichting de Vrije School Eindhoven-Zuid,5643,1,456,1,456.29999,1,0,0,0,0,0,0,0,0,,31.1,2,23.1,0,6,0,19.700001,,14.1,9,0,0,0,0,61,39,0,0,0,0,,,,,,,23.15,74647.906,3224.8401,.69,.79,.02,2.61,2.61,.18,.36,1.08,.76999998,.79000002,.050000001,.70999998,.07,.08,.39,.18,.02,.17,1,0
2017,30027,30027-2017,Stichting de Vrije School Eindhoven-Zuid,5643,1,468,1,468.29999,1,0,0,0,0,0,0,0,0,,31.1,0,25.299999,0,5.9000001,0,18.5,,14.9,10.4,0,0,0,0,58.799999,41.200001,0,0,0,0,,,,,,,25.26,82105.32,3250.8201,,,,,,,,,,,,,,,,,,,1,0
2012,30044,30044-2012,Stichting Schoolbestuur St. Jozef,2636,1,261,1,268.79999,1,0,0,0,0,0,0,0,0,,16.799999,2.3,13.2,0,1.3,0,19.799999,,8.3999996,4.6999998,0,0,0,0,64.099998,35.900002,0,0,0,0,,,,,,,6.5900002,19809.721,3004.25,.6800000000000001,.75,0,3,3,.27,.4,.92000002,.85000002,.83999997,.039999999,.92000002,.02,.06,.5600000000000001,.38,.05,.29,1,0
2013,30044,30044-2013,Stichting Schoolbestuur St. Jozef,2636,1,250,1,256.89999,1,0,0,0,0,0,0,0,0,,16.4,2.2,12.8,0,1.3,0,19.5,,8.1000004,4.6999998,0,0,0,0,63.200001,36.799999,0,0,0,0,,,,,,,12.83,41113,3204.3401,.74,.82,.04,4.19,4.19,.31,.42,.88,.81,.83999997,.039999999,.93000001,.02,.06,.55,.41,.01,.34,1,0
2014,30044,30044-2014,Stichting Schoolbestuur St. Jozef,2636,1,245,1,251,1,0,0,0,0,0,0,0,0,,16.5,2.2,13.1,0,1.2,0,18.700001,,7.4000001,5.6999998,0,0,0,0,56.200001,43.799999,0,0,0,0,58,40,2,0,0,0,13.07,42385.691,3242.73,.6800000000000001,.79,-.03,3.45,3.45,.27,.41,.93000001,.83999997,.81999999,.07,.91000003,.02,.08,.59,.4,.06,.32,1,0
