year,bevoegdgezag,bestuur_key,bevoegd_gezagnaam,postcode_bevoegd_gezag,eenpitter,aantal_leerlingen,categorie_bestuuromvang,aantal_gewichtleerlingen,gemiddeld_leerlinggewicht,aandeel_apcg_leerlingen,aandeel_lwoo_leerlingen,aantal_voltijdleerlingen,aantal_deeltijdleerlingen,aantal_leerlingen_vbo_groen,aantal_bol_leerlingen,aantal_bol_deeltijdleerlingen,aantal_bbl_leerlingen,aandeel_leerlingen_randstad,omvang_formatie_totaal,omvang_formatie_manager,omvang_formatie_op,omvang_formatie_lio,omvang_formatie_oop_obp,omvang_formatie_onbekend,leerling_leraar_ratio,gewogen_deelnemer_leraar_ratio,omvang_formatie_op_la,omvang_formatie_op_lb,omvang_formatie_op_lc,omvang_formatie_op_ld,omvang_formatie_op_le,omvang_formatie_op_overig,aandeel_formatie_op_la,aandeel_formatie_op_lb,aandeel_formatie_op_lc,aandeel_formatie_op_ld,aandeel_formatie_op_le,aandeel_formatie_op_overig,streefpercentage_formatie_op_la,streefpercentage_formatie_op_lb,streefpercentage_formatie_op_lc,streefpercentage_formatie_op_ld,streefpercentage_formatie_op_le,streefpercentage_formatie_op_ove,omvang_formatie_op_brutsal,loonsom_op_brutsal,gemiddelde_loonsom_op_brutsal,solvabiliteiti,solvabiliteitii,rentabiliteit,liquiditeitcurrentratio,liquiditeitquickratio,weerstandsvermogenexclusiefmater,weerstandsvermogen,personeelslastenrijksbijdragen,personeelslastentotaalbatenplusf,personeelslastentotaallastenplus,voorzieningentotaalbatenplusfina,rijksbijdragentotaalbatenplusfin,overigeoverheidsbijdragenensubsi,huisvestingsratio,kapitalisatiefactor,algemenereservetotaalbatenplusfi,investeringeninventarisenapparat,nettowerkkapitaal,aantalinstellingen,variatieinlb
2016,13682,13682-2016,Openbaar Primair Onderwijs Oegstgeest,2341,0,1313,2,1341.8,1,0,0,0,0,0,0,0,0,,74,3.5999999,62.5,0,7.9000001,0,21,,39.799999,22.6,0,0,0,0,63.799999,36.200001,0,0,0,0,,,,,,,62.459999,205612.25,3291.8799,.41,.67,-.03,2,2,.02,.13,.86000001,.83999997,.81999999,.079999998,.98000002,.02,.08,.31,.13,.02,.1,4,1.8750556
2017,13682,13682-2017,Openbaar Primair Onderwijs Oegstgeest,2341,0,1338,2,1369.2,1,0,0,0,0,0,0,0,0,,76.699997,4.4000001,62.900002,0,9.3999996,0,21.299999,,39.799999,23,0,0,0,0,63.400002,36.599998,0,0,0,0,,,,,,,62.860001,204515.77,3253.49,,,,,,,,,,,,,,,,,,,4,2.1063397
2012,13683,13683-2012,Schoolbestuur voor primair en voortgezet onderwijs tussen Lauwers en Eems-stg,9989,0,1857,2,1937.4,1,0,0,0,0,0,0,0,0,,134.5,9.8000002,120.5,0,4.3000002,0,15.4,,108.8,11.6,0,0,0,0,90.300003,9.6999998,0,0,0,0,,,,,,,120.47,376239.06,3123.03,.65,.6800000000000001,-.17,1.61,1.61,.37,.52,.87,.81,.68000001,.029999999,.93000001,.04,.19,.77,.49,.07,.16,16,13.020838
2013,13683,13683-2013,Schoolbestuur voor primair en voortgezet onderwijs tussen Lauwers en Eems-stg,9989,0,1803,2,1872.3,1,0,0,0,0,0,0,0,0,,129.7,8.8000002,116.3,0,4.6999998,0,15.5,,102.5,13.8,0,0,0,0,88.199997,11.8,0,0,0,0,,,,,,,116.28,367709.38,3162.28,.74,.79,-.02,1.65,1.65,.35,.48,.86000001,.80000001,.77999997,.029999999,.93000001,.02,.07,.62,.46,.02,.09,16,8.464962
2014,13683,13683-2014,Schoolbestuur voor primair en voortgezet onderwijs tussen Lauwers en Eems-stg,9989,0,1701,2,1773.3,1,0,0,0,0,0,0,0,0,,120.9,6.1999998,110.8,0,3.8,0,15.4,,93.199997,17.6,0,0,0,0,84.099998,15.9,0,0,0,0,58,40,2,0,0,0,110.78,358540.97,3236.5901,.71,.77,-.08,1.11,1.11,.29,.44,.88999999,.85000002,.77999997,.029999999,.94999999,.01,.07,.58,.39,.02,.02,16,8.2354326
2015,13683,13683-2015,Schoolbestuur voor primair en voortgezet onderwijs tussen Lauwers en Eems-stg,9989,0,1618,2,1693.3,1,0,0,0,0,0,0,0,0,,113.1,6.0999999,103.2,0,3.8,0,15.7,,83.800003,19.299999,0,0,0,0,81.300003,18.700001,0,0,0,0,,,,,,,103.16,341277.19,3308.1299,.6800000000000001,.76,-.02,1.02,1.02,.22,.36,.86000001,.81,.80000001,.039999999,.94999999,.02,.07,.5,.32,.01,0,16,9.1807222
2016,13683,13683-2016,Schoolbestuur voor primair en voortgezet onderwijs tussen Lauwers en Eems-stg,9989,0,1540,2,1596.4,1,0,0,0,0,0,0,0,0,,105.4,14.2,86.400002,0,4.8000002,0,17.799999,,74.699997,11.7,0,0,0,0,86.5,13.5,0,0,0,0,,,,,,,86.370003,295682.97,3423.3899,.65,.76,-.01,1.4,1.4,.22,.34,.83999997,.81,.80000001,.059999999,.95999998,.01,.06,.49,.32,.01,.05,16,10.423239
2017,13683,13683-2017,Schoolbestuur voor primair en voortgezet onderwijs tussen Lauwers en Eems-stg,9989,0,1477,2,1540.6,1,0,0,0,0,0,0,0,0,,108,12.9,90,0,5.0999999,0,16.4,,79.300003,10.7,0,0,0,0,88.099998,11.9,0,0,0,0,,,,,,,90.029999,306854.88,3408.3501,,,,,,,,,,,,,,,,,,,16,7.9985523
2012,13839,13839-2012,Bestuurscommissie Master Frankeskoalle voor Basisonderwijs te Eernewoude,9202,1,64,1,64.599998,1,0,0,0,0,0,0,0,0,,4.1999998,1.8,2.4000001,0,0,0,26.700001,,2.4000001,0,0,0,0,0,100,0,0,0,0,0,,,,,,,2.4000001,7242.7402,3021.71,.77,.86,-.08,5.96,5.96,.49,.62,.86000001,.81999999,.75,.079999998,.94999999,.03,.1,.8100000000000001,.61,.02,.54,1,0
2013,13839,13839-2013,Bestuurscommissie Master Frankeskoalle voor Basisonderwijs te Eernewoude,9202,1,68,1,68,1,0,0,0,0,0,0,0,0,,4.4000001,1.9,2.5,0,0,0,26.799999,,2.5,0,0,0,0,0,100,0,0,0,0,0,,,,,,,2.53,7490.6001,2956.3899,.71,.82,-.04,4.47,4.47,.44,.57,.85000002,.81,.77999997,.079999998,.95999998,.03,.08,.8,.57,.01,.51,1,0
2014,13839,13839-2014,Bestuurscommissie Master Frankeskoalle voor Basisonderwijs te Eernewoude,9202,1,62,1,62,1,0,0,0,0,0,0,0,0,,4.5,1.9,2.7,0,0,0,23,,2.7,0,0,0,0,0,100,0,0,0,0,0,58,40,2,0,0,0,2.6900001,7760.5,2881.6201,.71,.83,-.01,4.78,4.78,.46,.55,.87,.80000001,.79000002,.090000004,.92000002,.01,.07,.78,.5600000000000001,0,.51,1,0
2015,13839,13839-2015,Bestuurscommissie Master Frankeskoalle voor Basisonderwijs te Eernewoude,9202,1,53,1,53,1,0,0,0,0,0,0,0,0,,4.9000001,1.1,3.7,0,.2,0,14.4,,2.7,1,0,0,0,0,72.800003,27.200001,0,0,0,0,,,,,,,3.6700001,10725.81,2919.22,.65,.8,.03,4.5,4.5,.52,.57,.79000002,.69,.72000003,.14,.88,.02,.12,.87,0,0,.6,1,0
2016,13839,13839-2016,Bestuurscommissie Master Frankeskoalle voor Basisonderwijs te Eernewoude,9202,1,43,1,43,1,0,0,0,0,0,0,0,0,,4.4000001,.60000002,3.8,0,0,0,11.2,,1.8,2,0,0,0,0,47.799999,52.200001,0,0,0,0,,,,,,,3.8299999,11748.88,3065.9099,.73,.87,.08,6.65,6.65,.65,.73,.72000003,.67000002,.73000002,.14,.93000001,.02,.09,.99,.73,.02,.74,1,0
2017,13839,13839-2017,Bestuurscommissie Master Frankeskoalle voor Basisonderwijs te Eernewoude,9202,1,54,1,54,1,0,0,0,0,0,0,0,0,,4.5999999,.60000002,3.7,0,.40000001,0,14.8,,1.9,1.8,0,0,0,0,51.400002,48.599998,0,0,0,0,,,,,,,3.6500001,11406.62,3123.8999,,,,,,,,,,,,,,,,,,,1,0
2012,13878,13878-2012,Bestuurscommissie Openbaar Basisonderwijs Ameland,9162,0,111,1,111,1,0,0,0,0,0,0,0,0,,10.9,.69999999,9.1000004,0,1.2,0,12.2,,6,3.0999999,0,0,0,0,66.300003,33.700001,0,0,0,0,,,,,,,5.4499998,16318.22,2995.6001,-.35,.28,-.06,-.07,-.07,-.18,-.05,.74000001,.74000001,.69999999,.079999998,1,0,.03,.12,-.05,0,-.1,2,.42426407
2013,13878,13878-2013,Bestuurscommissie Openbaar Basisonderwijs Ameland,9162,0,111,1,111,1,0,0,0,0,0,0,0,0,,10.7,.69999999,9.1000004,0,.89999998,0,12.2,,6,3.0999999,0,0,0,0,66.400002,33.599998,0,0,0,0,,,,,,,9.0900002,28374.09,3122.6299,-.19,.38,.02,.25,.25,-.17,-.03,.82999998,.80000001,.81999999,.090000004,.97000003,0,.05,.15,-.03,0,-.07,2,.35355338
2014,13878,13878-2014,Bestuurscommissie Openbaar Basisonderwijs Ameland,9162,0,111,1,111,1,0,0,0,0,0,0,0,0,,10.3,.69999999,8.5,0,1.1,0,13.1,,5.5,3,0,0,0,0,65,35,0,0,0,0,58,40,2,0,0,0,8.4799995,27440.18,3235.1101,-.07,.53,.02,.13,.13,-.18,-.01,.81,.81,.81999999,.11,1,0,.05,.17,-.01,0,-.07,2,.49497473
2015,13878,13878-2015,Bestuurscommissie Openbaar Basisonderwijs Ameland,9162,0,110,1,110,1,0,0,0,0,0,0,0,0,,9.8000002,0,8.8000002,0,1.1,0,12.6,,6.0999999,2.7,0,0,0,0,69.5,30.5,0,0,0,0,,,,,,,8.7600002,28472.73,3251.3101,.16,.65,.05,1.28,1.28,-.09,.04,.75999999,.75999999,.80000001,.12,1,0,.03,.23,.04,0,.02,2,.49497473
2016,13878,13878-2016,Bestuurscommissie Openbaar Basisonderwijs Ameland,9162,0,103,1,103,1,0,0,0,0,0,0,0,0,,9.6000004,0,8.3999996,0,1.3,0,12.3,,5.1999998,3.2,0,0,0,0,61.599998,38.400002,0,0,0,0,,,,,,,8.3699999,28563.27,3411.23,.39,.76,.1,3.02,3.02,.04,.14,.69999999,.69999999,.77999997,.14,1,0,.03,.35,.14,0,.17,2,.70710677
2017,13878,13878-2017,Bestuurscommissie Openbaar Basisonderwijs Ameland,9162,0,102,1,102,1,0,0,0,0,0,0,0,0,,10,0,8.1999998,0,1.7,0,12.4,,5,3.2,0,0,0,0,60.799999,39.200001,0,0,0,0,,,,,,,8.1999998,28419.82,3465.3201,,,,,,,,,,,,,,,,,,,2,.70710677
2012,20183,20183-2012,Verenig. voor Chr. Onderwijs op Reformatorische Grondslag,2404,0,248,1,260,1,0,0,0,0,0,0,0,0,,16.799999,1.1,12.6,0,3.0999999,0,19.6,,7.9000001,4.8000002,0,0,0,0,62.200001,37.799999,0,0,0,0,,,,,,,12.63,37898.078,3001.02,.8,.9,.01,5.84,5.84,.32,.6,.86000001,.81,.81999999,.07,.94,0,.04,.57,.52,.02,.37,2,.77781749
2013,20183,20183-2013,Verenig. voor Chr. Onderwijs op Reformatorische Grondslag,2404,0,235,1,246.7,1,0,0,0,0,0,0,0,0,,17.299999,1.1,12.4,0,3.7,0,18.9,,7.6999998,4.8000002,0,0,0,0,61.700001,38.299999,0,0,0,0,,,,,,,12.45,38014.922,3053.6299,.82,.92,.09,7.92,7.92,.41,.66,.77999997,.73000002,.80000001,.079999998,.94,0,.05,.65,.59,.02,.46,2,.77781749
2014,20183,20183-2014,Verenig. voor Chr. Onderwijs op Reformatorische Grondslag,2404,0,221,1,233,1.1,0,0,0,0,0,0,0,0,,16.9,1,12.4,0,3.5,0,17.799999,,7.6999998,4.6999998,0,0,0,0,62.400002,37.599998,0,0,0,0,58,40,2,0,0,0,12.39,38515.941,3107.98,.82,.92,.06,9.09,9.09,.51,.74,.80000001,.74000001,.77999997,.090000004,.92000002,0,.06,.74,.67,.01,.5600000000000001,2,.70710677
2015,20183,20183-2015,Verenig. voor Chr. Onderwijs op Reformatorische Grondslag,2404,0,213,1,223.2,1,0,0,0,0,0,0,0,0,,17.200001,1.9,11.2,0,4.0999999,0,18.9,,7.9000001,3.3,0,0,0,0,70.199997,29.799999,0,0,0,0,,,,,,,11.25,35251.879,3133.8301,.78,.9,.02,7.32,7.32,.5,.75,.81,.75999999,.77999997,.12,.94,0,.09,.8100000000000001,.6800000000000001,.03,.58,2,.63639611
2016,20183,20183-2016,Verenig. voor Chr. Onderwijs op Reformatorische Grondslag,2404,0,206,1,212.60001,1,0,0,0,0,0,0,0,0,,16.9,1.9,10.7,.69999999,3.5999999,0,19.200001,,6.5999999,4.1999998,0,0,0,0,61.200001,38.799999,0,0,0,0,,,,,,,10.72,35245.219,3286.7,.76,.91,-.04,7.98,7.98,.45,.73,.83999997,.80000001,.75999999,.14,.94999999,0,.09,.8100000000000001,.66,.03,.57,2,1.4849242
2017,20183,20183-2017,Verenig. voor Chr. Onderwijs op Reformatorische Grondslag,2404,0,200,1,206.60001,1,0,0,0,0,0,0,0,0,,16.9,1.9,11.4,0,3.5,0,17.5,,7.5,3.9000001,0,0,0,0,65.5,34.5,0,0,0,0,,,,,,,11.42,36989.602,3239.05,,,,,,,,,,,,,,,,,,,2,1.6263456
2012,20210,20210-2012,Stichting Matthijsje,8388,1,62,1,64.400002,1,0,0,0,0,0,0,0,0,,5.5,1,3.5,0,1,0,18,,2.5,1,0,0,0,0,71,29,0,0,0,0,,,,,,,3.45,11009.4,3191.1299,.83,.85,.01,7.94,7.94,.69,.7,.82999998,.72000003,.72000003,.02,.86000001,.02,.09,.85,.28,.02,.64,1,0
2013,20210,20210-2013,Stichting Matthijsje,8388,1,56,1,58.400002,1,0,0,0,0,0,0,0,0,,5.6999998,1,3.9000001,0,.80000001,0,14.3,,2.9000001,1,0,0,0,0,74.400002,25.6,0,0,0,0,,,,,,,3.9100001,11838.54,3027.76,.84,.85,.11,7.33,7.33,.76,.73,.82999998,.68000001,.75999999,.0099999998,.81999999,.04,.1,.85,.28,0,.66,1,0
2014,20210,20210-2014,Stichting Matthijsje,8388,1,41,1,42.200001,1,0,0,0,0,0,0,0,0,,6.5,1,4.8000002,0,.80000001,0,8.6000004,,3.9000001,.89999998,0,0,0,0,81.199997,18.799999,0,0,0,0,58,40,2,0,0,0,4.79,13754.85,2871.5801,.87,.87,.13,7.22,7.22,.89,.9300000000000001,.86000001,.69999999,.80000001,.0099999998,.81999999,.07,.1,1.06,.34,.01,.75,1,0
2015,20210,20210-2015,Stichting Matthijsje,8388,1,45,1,46.200001,1,0,0,0,0,0,0,0,0,,4.4000001,.89999998,2.7,0,.80000001,0,16.9,,1.8,.89999998,0,0,0,0,66.199997,33.799999,0,0,0,0,,,,,,,2.6600001,7739.7998,2909.7,.9,.9,.13,5.53,5.53,.64,1.11,.73000002,.60000002,.69,.0099999998,.81999999,.09,.19,.86,.41,.02,.53,1,0
2016,20210,20210-2016,Stichting Matthijsje,8388,1,50,1,50.299999,1,0,0,0,0,0,0,0,0,,4.8000002,.89999998,3.5,0,.5,0,14.5,,2.5999999,.89999998,0,0,0,0,74,26,0,0,0,0,,,,,,,3.46,10089.96,2916.1699,.9300000000000001,.9300000000000001,.12,8.09,8.09,.79,1.36,.75999999,.68000001,.76999998,.0099999998,.88999999,.02,.11,1.05,.48,.03,.71,1,0
2017,20210,20210-2017,Stichting Matthijsje,8388,1,51,1,51,1,0,0,0,0,0,0,0,0,,5,.89999998,3.5,0,.60000002,0,14.6,,2.5999999,.89999998,0,0,0,0,74.300003,25.700001,0,0,0,0,,,,,,,3.5,10663.9,3046.8301,,,,,,,,,,,,,,,,,,,1,0
2012,20243,20243-2012,Ver. Stg. Ned.-Herv. Chr. Scholen te Waddinxveen,2741,0,431,1,443.89999,1,0,0,0,0,0,0,0,0,,23.6,2,19,0,2.5999999,0,22.700001,,15.1,3.9000001,0,0,0,0,79.400002,20.6,0,0,0,0,,,,,,,18.629999,58666.949,3148.45,.75,.85,.05,4.19,4.19,.21,.4,.77999997,.74000001,.77999997,.050000001,.94999999,0,.09,.47,.14,.01,.25,2,.35355338
2013,20243,20243-2013,Ver. Stg. Ned.-Herv. Chr. Scholen te Waddinxveen,2741,0,428,1,437.60001,1,0,0,0,0,0,0,0,0,,23.799999,2,19.4,0,2.5,0,22.1,,15,4.3000002,0,0,0,0,77.599998,22.4,0,0,0,0,,,,,,,19.360001,61609.531,3182.6599,.78,.87,.08,4.83,4.83,.26,.47,.75999999,.72000003,.77999997,.059999999,.94,0,.07,.6,.22,.04,.3,2,.63639611
2014,20243,20243-2014,Ver. Stg. Ned.-Herv. Chr. Scholen te Waddinxveen,2741,0,424,1,437.79999,1,0,0,0,0,0,0,0,0,,25.1,2,20.4,0,2.7,0,20.799999,,16,4.4000001,0,0,0,0,78.300003,21.700001,0,0,0,0,58,40,2,0,0,0,20.4,65188.488,3195.6699,.79,.89,.04,5.86,5.86,.33,.52,.81,.75,.77999997,.059999999,.92000002,0,.07,.65,.3,.01,.37,2,.49497473
2015,20243,20243-2015,Ver. Stg. Ned.-Herv. Chr. Scholen te Waddinxveen,2741,0,441,1,452.70001,1,0,0,0,0,0,0,0,0,,25,2,20.200001,0,2.8,0,21.799999,,15.6,4.5999999,0,0,0,0,77.099998,22.9,0,0,0,0,,,,,,,20.200001,65340.5,3234.8999,.75,.86,.02,4.88,4.88,.31,.52,.81,.79000002,.80000001,.079999998,.97000003,0,.07,.7,.36,.04,.38,2,.35355338
2016,20243,20243-2016,Ver. Stg. Ned.-Herv. Chr. Scholen te Waddinxveen,2741,0,447,1,457.79999,1,0,0,0,0,0,0,0,0,,27.299999,2,22.799999,0,2.5,0,19.6,,18.4,4.4000001,0,0,0,0,80.599998,19.4,0,0,0,0,,,,,,,22.799999,74965.531,3287.73,.76,.88,.04,6.13,6.13,.34,.53,.79000002,.75999999,.79000002,.090000004,.95999998,0,.06,.7,.38,.01,.42,2,.49497473
2017,20243,20243-2017,Ver. Stg. Ned.-Herv. Chr. Scholen te Waddinxveen,2741,0,463,1,473.5,1,0,0,0,0,0,0,0,0,,27.6,2,22.4,0,3.2,0,20.700001,,16.9,5.4000001,0,0,0,0,75.699997,24.299999,0,0,0,0,,,,,,,22.35,73661.75,3295.21,,,,,,,,,,,,,,,,,,,2,.21213204
2012,20252,20252-2012,Vereniging Jenaplanonderwijs Oudewater,3421,1,227,1,227,1,0,0,0,0,0,0,0,0,,12.3,1,10.5,0,.80000001,0,21.700001,,10.5,0,0,0,0,0,100,0,0,0,0,0,,,,,,,10.47,30663.16,2927.9099,.69,.8100000000000001,.06,4.12,4.12,.28,.39,.80000001,.75999999,.81,.07,.94999999,.01,.06,.5600000000000001,.2,.04,.33,1,0
2013,20252,20252-2013,Vereniging Jenaplanonderwijs Oudewater,3421,1,213,1,213,1,0,0,0,0,0,0,0,0,,12.2,1.4,10.4,0,.40000001,0,20.6,,8.8000002,1.6,0,0,0,0,84.599998,15.4,0,0,0,0,,,,,,,10.35,30954.18,2990.51,.74,.85,.09,5.26,5.26,.36,.46,.77999997,.73000002,.80000001,.07,.94,.01,.05,.62,.19,.01,.4,1,0
2014,20252,20252-2014,Vereniging Jenaplanonderwijs Oudewater,3421,1,207,1,207,1,0,0,0,0,0,0,0,0,,11.8,1.4,10,0,.40000001,0,20.799999,,9,1,0,0,0,0,90,10,0,0,0,0,58,40,2,0,0,0,9.96,30114.34,3022.98,.75,.85,.04,5.28,5.28,.41,.52,.81,.77999997,.81,.07,.94999999,0,.05,.69,.2,.03,.46,1,0
2015,20252,20252-2015,Vereniging Jenaplanonderwijs Oudewater,3421,1,200,1,200,1,0,0,0,0,0,0,0,0,,12.2,1.4,10.1,0,.80000001,0,19.9,,8.6000004,1.5,0,0,0,0,85.099998,14.9,0,0,0,0,,,,,,,10.05,31649.1,3148.6599,.75,.85,.02,5.4,5.4,.42,.53,.82999998,.80000001,.81,.07,.95999998,0,.05,.71,.19,0,.48,1,0
2016,20252,20252-2016,Vereniging Jenaplanonderwijs Oudewater,3421,1,200,1,200,1,0,0,0,0,0,0,0,0,,13,1.5,10,0,1.5,0,20,,9.5,.5,0,0,0,0,95,5,0,0,0,0,,,,,,,10.02,32167.27,3208.77,.7,.8100000000000001,-.01,4.32,4.32,.4,.52,.86000001,.82999998,.81,.079999998,.95999998,0,.06,.74,.19,.01,.47,1,0
2017,20252,20252-2017,Vereniging Jenaplanonderwijs Oudewater,3421,1,192,1,192,1,0,0,0,0,0,0,0,0,,13,1.6,9.8999996,0,1.5,0,19.4,,8.8000002,1.1,0,0,0,0,88.900002,11.1,0,0,0,0,,,,,,,9.9099998,32354.4,3263.6001,,,,,,,,,,,,,,,,,,,1,0
2012,20281,20281-2012,Stichting Lucas Onderwijs,2592,0,15987,3,18699.6,1.2,0,0,0,0,0,0,0,0,,1189.4,90.900002,907.70001,0,190.89999,0,17.6,,707.90002,196.39999,3.4000001,0,0,0,78,21.6,.40000001,0,0,0,,,,,,,907.69,2741774.8,3020.6201,.38,.57,0,.41,.41,-.05,.13,.88,.80000001,.80000001,.07,.91000003,.03,.07,.26,.04,.01,-.08,45,13.539689
2013,20281,20281-2013,Stichting Lucas Onderwijs,2592,0,16184,3,18795.199,1.2,0,0,0,0,0,0,0,0,,1222.1,87.400002,943.40002,.60000002,190.7,0,17.200001,,688.90002,250,4.5,0,0,0,73,26.5,.5,0,0,0,,,,,,,943.42999,2877754.5,3050.3201,.48,.69,.05,1.03,1.03,.01,.17,.83999997,.75999999,.79000002,.07,.89999998,.04,.08,.27,.04,.01,0,45,13.496867
2014,20281,20281-2014,Stichting Lucas Onderwijs,2592,0,16209,3,18598.5,1.1,0,0,0,0,0,0,0,0,,1258,85.900002,973.40002,1.2,197.5,0,16.700001,,673,293,4.8000002,0,0,2.5999999,69.099998,30.1,.5,0,0,.30000001,58,40,2,0,0,0,971.77002,3002717.5,3089.95,.45,.69,.01,.69,.69,.02,.18,.87,.79000002,.77999997,.090000004,.91000003,.04,.05,.31,.04,-.05,-.04,45,13.667468
2015,20281,20281-2015,Stichting Lucas Onderwijs,2592,0,16342,3,18507.1,1.1,0,0,0,0,0,0,0,0,,1250.7,83.400002,955.59998,0,211.7,0,17.1,,629,320.20001,5.8000002,0,0,.60000002,65.800003,33.5,.60000002,0,0,.1,,,,,,,955.01001,3009613.8,3151.4099,.44,.69,.02,.84,.84,.01,.18,.86000001,.77999997,.80000001,.1,.91000003,.04,.09,.33,.04,.02,-.02,45,12.171316
2016,20281,20281-2016,Stichting Lucas Onderwijs,2592,0,16439,3,18329.9,1.1,0,0,0,0,0,0,0,0,,1262.1,90.800003,966.09998,.60000002,204.60001,0,17,,639.70001,322.39999,4.0999999,0,0,0,66.199997,33.400002,.40000001,0,0,0,,,,,,,966.10999,3160638.3,3271.5,.44,.73,.01,.84,.84,.02,.19,.87,.79000002,.80000001,.12,.91000003,.04,.08,.34,.04,.02,-.02,45,13.305447
2017,20281,20281-2017,Stichting Lucas Onderwijs,2592,0,16346,3,18101.9,1.1,0,0,0,0,0,0,0,0,,1270.1,83.900002,953.79999,0,232.39999,0,17.1,,613.29999,335.79999,3.7,0,0,1,64.300003,35.200001,.40000001,0,0,.1,,,,,,,953.75,3127253.3,3278.8899,,,,,,,,,,,,,,,,,,,45,13.592601
2012,20450,20450-2012,Ver. Bas.ond. Op Ger. Grondsl. te Aagtekerke,4363,1,185,1,192.8,1,0,0,0,0,0,0,0,0,,12.4,1,9.5,0,1.9,0,19.5,,7.5999999,1.9,0,0,0,0,80.300003,19.700001,0,0,0,0,,,,,,,9.4799995,28260.92,2979.8501,.79,.86,0,4.57,4.57,.34,.57,.89999998,.82999998,.82999998,.050000001,.93000001,.01,.05,.62,.47,.03,.36,1,0
2013,20450,20450-2013,Ver. Bas.ond. Op Ger. Grondsl. te Aagtekerke,4363,1,177,1,184.2,1,0,0,0,0,0,0,0,0,,11.7,1,8.8999996,0,1.8,0,19.9,,7,1.9,0,0,0,0,79.099998,20.9,0,0,0,0,,,,,,,8.9099998,26945.48,3024.6599,.84,.91,.08,7.07,7.07,.4,.64,.81,.75999999,.82999998,.050000001,.94,.01,.05,.6800000000000001,.55,.01,.43,1,0
2014,20450,20450-2014,Ver. Bas.ond. Op Ger. Grondsl. te Aagtekerke,4363,1,178,1,184.89999,1,0,0,0,0,0,0,0,0,,11,1,8,0,2,0,22.200001,,6.0999999,1.9,0,0,0,0,76.5,23.5,0,0,0,0,58,40,2,0,0,0,8,24837.289,3103.1499,.8100000000000001,.87,.06,5.47,5.47,.5,.72,.86000001,.77999997,.81999999,.059999999,.89999998,.01,.05,.82,.62,.01,.51,1,0
2015,20450,20450-2015,Ver. Bas.ond. Op Ger. Grondsl. te Aagtekerke,4363,1,174,1,179.7,1,0,0,0,0,0,0,0,0,,11.4,1,8.1000004,0,2.3,0,21.4,,6.3000002,1.8,0,0,0,0,77.300003,22.700001,0,0,0,0,,,,,,,8.1199999,25864.279,3186.28,.8100000000000001,.89,.04,6.78,6.78,.52,.71,.85000002,.77999997,.81,.07,.92000002,.01,.07,.82,.62,.02,.55,1,0
2016,20450,20450-2016,Ver. Bas.ond. Op Ger. Grondsl. te Aagtekerke,4363,1,167,1,172.39999,1,0,0,0,0,0,0,0,0,,13.2,1.5,8.1999998,0,3.5,0,20.299999,,6.5999999,1.6,0,0,0,0,80.300003,19.700001,0,0,0,0,,,,,,,8.21,27762.859,3382.54,.8100000000000001,.86,-.01,5.27,5.27,.53,.73,.86000001,.81999999,.81,.039999999,.94999999,.01,.06,.85,.64,.02,.55,1,0
2017,20450,20450-2017,Ver. Bas.ond. Op Ger. Grondsl. te Aagtekerke,4363,1,169,1,173.2,1,0,0,0,0,0,0,0,0,,13.2,1.5,8.1000004,0,3.5999999,0,20.799999,,6.5,1.6,0,0,0,0,80.099998,19.9,0,0,0,0,,,,,,,8.1400003,27787.279,3414.05,,,,,,,,,,,,,,,,,,,1,0
2012,20671,20671-2012,Westlandse Stichting Katholiek Onderwijs (WSKO),2685,0,4525,3,4784.7998,1.1,0,0,0,0,0,0,0,0,,254.89999,24.700001,220.60001,0,9.6999998,0,20.5,,186.39999,33.400002,.69999999,0,0,0,84.5,15.1,.30000001,0,0,0,,,,,,,220.57001,673279.38,3052.48,.66,.71,0,1,1,.14,.28,.92000002,.86000001,.83999997,.02,.93000001,.03,.06,.41,.16,.01,0,15,1.2203141
2013,20671,20671-2013,Westlandse Stichting Katholiek Onderwijs (WSKO),2685,0,4453,3,4692.3999,1.1,0,0,0,0,0,0,0,0,,247.3,24.799999,213.2,0,9.1999998,0,20.9,,170.10001,42.099998,1,0,0,0,79.800003,19.799999,.5,0,0,0,,,,,,,213.22,660445.88,3097.47,.66,.6800000000000001,.04,1.29,1.29,.18,.3,.86000001,.80000001,.82999998,.0099999998,.93000001,.03,.05,.45,.16,.01,.04,15,1.2969034
2014,20671,20671-2014,Westlandse Stichting Katholiek Onderwijs (WSKO),2685,0,4418,3,4653.2002,1.1,0,0,0,0,0,0,0,0,,246.8,21.200001,216.60001,0,9,0,20.4,,151.3,62.5,2.8,0,0,0,69.900002,28.9,1.3,0,0,0,58,40,2,0,0,0,216.56,681788.5,3148.24,.69,.72,0,1.36,1.36,.19,.32,.88999999,.83999997,.82999998,.0099999998,.94999999,.02,.07,.45,.16,.01,.05,15,2.4015274
2015,20671,20671-2015,Westlandse Stichting Katholiek Onderwijs (WSKO),2685,0,4389,3,4583.7002,1,0,0,0,0,0,0,0,0,,248.2,20.299999,217.5,0,10.3,0,20.200001,,142.89999,73,1.6,0,0,0,65.699997,33.599998,.69999999,0,0,0,,,,,,,217.53999,697800.81,3207.6201,.64,.7,0,1.42,1.42,.19,.31,.86000001,.81,.81,.029999999,.94,.01,.09,.48,.15,.01,.06,15,2.795167
