Bevoegd Gezag,Sector,Groepering,Naam,Jaar,Key,Lonen en salarissen,Sociale lasten,Pensioenlasten,Lasten personeel niet in loondienst,Personeelslasten,Lonen en salarissen/totaal personeel,Sociale lasten/totaal personeel,Pensioenlasten/totaal personeel,Lasten personeel niet in loondienst/totaal personeel,Afschrijvingen op materiÔle vaste activa,Afschrijvingen,Huurlasten,Onderhoudslasten (klein onderhoud),Lasten voor energie en water,Schoonmaakkosten,Belastingen en heffingen,Overige (overige huisvestingslasten),Huisvestingslasten,Administratie- en beheerslasten,Inventaris en apparatuur,Overige (overige overige lasten),Overige lasten,Accountantshonoraria inzake het onderzoek van de jaarrekening,Accountantshonoraria
57969,PO,BO1,Ver.  Chr. Ond. Ref. Grondslag,2014,57969-2014,631681,122957,88023,,840861,0.75,0.15,0.10,0.00,37138,37138,233,5811,16399,24811,2498,2485,194237,59835,1782,57697,119314,2426,2426
57969,PO,BO1,Ver.  Chr. Ond. Ref. Grondslag,2015,57969-2015,683073,139433,80259,0,932787,0.73,0.15,0.09,0.00,38146,38146,239,3903,10867,25549,2639,1039,72236,54409,1766,11935,117951,3811,3811
57969,PO,BO1,Ver.  Chr. Ond. Ref. Grondslag,2016,57969-2016,730579,145806,81722,0,971953,0.75,0.15,0.08,0.00,42560,42560,241,8159,15518,25332,355,3800,81405,28636,1961,43242,124212,3085,3085
58761,PO,BO5,Stg. Kathol. Onderw. Enschede,2012,58761-2012,15816944,3443569,2180600,143402,21205705,0.75,0.16,0.10,0.01,612582,612582,64922,93561,396891,534877,25740,47126,1513117,629965,507621,947929,2085515,7750,7750
58761,PO,BO5,Stg. Kathol. Onderw. Enschede,2013,58761-2013,15317376,3309729,2285216,212707,20950920,0.73,0.16,0.11,0.01,661830,661830,51622,81793,433638,534690,25566,48255,1525564,619274,370565,868306,1858145,6255,6255
58761,PO,BO5,Stg. Kathol. Onderw. Enschede,2014,58761-2014,15168654,3483195,2215830,87047,20402618,0.74,0.17,0.11,0.00,672892,672892,40285,64438,424255,463170,27142,42225,1411515,595948,398010,860011,1853969,6563,6563
58761,PO,BO5,Stg. Kathol. Onderw. Enschede,2015,58761-2015,15219400,3387584,1904633,474624,20583329,0.74,0.16,0.09,0.02,650836,650836,42014,61684,382185,478556,24229,43009,1719526,600259,400809,347812,1708673,6662,6662
58761,PO,BO5,Stg. Kathol. Onderw. Enschede,2016,58761-2016,15321410,2627300,1797000,787190,21208120,0.72,0.12,0.08,0.04,661970,661970,19740,69580,401940,477440,27960,28290,1707000,567740,406290,365600,1693350,6945,6945
58826,PO,BO1,Schoolvereniging Peetersschool,2012,58826-2012,826466,169148,111674,,1056972,0.78,0.16,0.11,0.00,33456,33456,2619,2632,22875,30348,2289,3494,84257,41854,40895,49923,132672,3265,3265
58826,PO,BO1,Schoolvereniging Peetersschool,2013,58826-2013,769570,158162,110105,2920,1044860,0.74,0.15,0.11,0.00,25367,25367,1460,7727,31692,31815,,8415,101109,40937,62560,95671,199168,3267,3267
58826,PO,BO1,Schoolvereniging Peetersschool,2014,58826-2014,786565,179592,109209,,1062699,0.74,0.17,0.10,0.00,28863,28863,1,3972,34384,30348,2244,6175,92124,44454,56914,245653,347021,3570,3570
58826,PO,BO1,Schoolvereniging Peetersschool,2015,58826-2015,811569,183586,96564,850,1054593,0.77,0.17,0.09,0.00,29193,29193,0,7951,20895,31813,2001,8717,81377,35571,0,108421,209659,3267,3267
58826,PO,BO1,Schoolvereniging Peetersschool,2016,58826-2016,894316,111545,90654,12522,1090146,0.82,0.10,0.08,0.01,39600,39600,,11605,20684,32673,1402,9783,112147,38177,,69726,161445,5748,5748
59451,PO,BO1,Stg. Basisschool De Ridderslag,2012,59451-2012,620521,133351,85771,45121,892905,0.69,0.15,0.10,0.05,25814,25814,,12542,20168,32628,3376,594,94308,54034,19453,46950,120437,2273,2273
59451,PO,BO1,Stg. Basisschool De Ridderslag,2013,59451-2013,632432,137627,91731,51386,919893,0.69,0.15,0.10,0.06,26446,26446,,9698,23996,36155,9354,1165,115368,47953,38054,39588,125595,2502,2502
59451,PO,BO1,Stg. Basisschool De Ridderslag,2014,59451-2014,655914,156741,96281,29552,931382,0.70,0.17,0.10,0.03,29283,29283,,5655,18278,36215,2218,2555,84921,68565,42763,55346,166674,2520,2520
59451,PO,BO1,Stg. Basisschool De Ridderslag,2015,59451-2015,686555,155938,86526,37188,952575,0.72,0.16,0.09,0.04,26760,26760,,,15037,38179,2196,1089,89410,70281,21584,56353,170743,2541,2541
59451,PO,BO1,Stg. Basisschool De Ridderslag,2016,59451-2016,699443,154089,83954,34696,956690,0.73,0.16,0.09,0.04,25096,25096,,,18299,36880,10279,10476,100635,45124,20378,66399,157130,2616,2616
59516,PO,BO1,Chr. Onderw. Reform. Grondslag,2012,59516-2012,293808,64104,37677,67535,465294,0.63,0.14,0.08,0.15,17289,17289,,4217,10710,2992,941,949,36309,24080,30433,6805,61318,2803,2803
59516,PO,BO1,Chr. Onderw. Reform. Grondslag,2013,59516-2013,306429,65871,40660,80037,494061,0.62,0.13,0.08,0.16,18567,18567,,2797,14450,2744,473,1999,39463,28713,33753,8657,71123,1983,1983
59516,PO,BO1,Chr. Onderw. Reform. Grondslag,2014,59516-2014,295699,57980,39613,67954,465926,0.63,0.12,0.09,0.15,17236,17236,,2075,11131,2465,1079,2553,36303,23460,25316,6918,55694,2426,2426
59516,PO,BO1,Chr. Onderw. Reform. Grondslag,2015,59516-2015,292022,59315,33317,63163,463871,0.63,0.13,0.07,0.14,22068,22068,,4126,11937,1829,2735,1534,42161,28431,1448,9914,65412,4302,4302
59516,PO,BO1,Chr. Onderw. Reform. Grondslag,2016,59516-2016,291232,59014,31198,67279,447838,0.65,0.13,0.07,0.15,24343,24343,0,4866,11915,2007,2451,1066,42305,20870,1426,12309,64800,3691,3691
59555,PO,BO3,Ver. PC Bas.ond. Albrandswaard,2012,59555-2012,3105407,658084,417888,27001,4154814,0.75,0.16,0.10,0.01,123571,123571,30580,57109,71633,122184,15091,4356,315953,93490,199061,197589,490140,4379,4379
59555,PO,BO3,Ver. PC Bas.ond. Albrandswaard,2013,59555-2013,3079182,658581,447228,47903,4223708,0.73,0.16,0.11,0.01,128949,128949,35335,43357,84738,137873,13838,8280,351550,91023,229242,225944,546209,2420,2420
59555,PO,BO3,Ver. PC Bas.ond. Albrandswaard,2014,59555-2014,3090734,728346,441352,,4204009,0.74,0.17,0.10,0.00,133449,133449,32513,45943,64732,149860,15088,8815,346952,84066,237514,269253,590833,4731,4731
59555,PO,BO3,Ver. PC Bas.ond. Albrandswaard,2015,59555-2015,3138954,711308,385578,19448,4219113,0.74,0.17,0.09,0.00,166227,166227,31715,37098,60545,143792,10750,,383900,79834,40,217380,511796,4931,4931
59555,PO,BO3,Ver. PC Bas.ond. Albrandswaard,2016,59555-2016,3104767,521045,359634,0,4076293,0.76,0.13,0.09,0.00,158518,158518,53988,18808,55872,131866,9887,14357,394778,81975,740,214362,509323,5203,5203
59750,PO,BO1,Stg. ter bev. van het n.b.o.,2012,59750-2012,217810,49356,29332,,301308,0.72,0.16,0.10,0.00,9985,9985,11825,233,,15627,3026,1782,32493,22650,17818,4033,44501,2500,2500
59750,PO,BO1,Stg. ter bev. van het n.b.o.,2013,59750-2013,227802,51324,32854,,317662,0.72,0.16,0.10,0.00,8563,8563,12097,-4975,,17660,-1091,34,23725,46132,27618,10344,84094,2500,2500
59750,PO,BO1,Stg. ter bev. van het n.b.o.,2014,59750-2014,262577,62412,35619,33824,384652,0.68,0.16,0.09,0.09,7977,7977,12451,1556,319,22070,,260,36656,56318,24864,14668,95850,,
59750,PO,BO1,Stg. ter bev. van het n.b.o.,2015,59750-2015,270875,61678,31585,611,357902,0.76,0.17,0.09,0.00,6819,6819,15820,1764,-242,15734,174,,33250,55618,26419,6439,88476,3000,3000
59750,PO,BO1,Stg. ter bev. van het n.b.o.,2016,59750-2016,264419,61275,30035,13274,359127,0.74,0.17,0.08,0.04,8563,8563,22102,160,,-906,-154,389,21591,43210,19081,26335,88626,8800,8800
59919,PO,BO1,Stg. Vrije School De Vuurvogel,2012,59919-2012,603442,129224,79786,20475,791645,0.76,0.16,0.10,0.03,20903,21503,,10569,13709,24012,2254,1983,64527,61388,27907,19298,108593,2273,2273
59919,PO,BO1,Stg. Vrije School De Vuurvogel,2013,59919-2013,608174,134173,88076,24983,792087,0.77,0.17,0.11,0.03,16923,17643,,12738,17222,25181,930,1503,69574,49964,36648,30914,117526,2599,2599
59919,PO,BO1,Stg. Vrije School De Vuurvogel,2014,59919-2014,628875,144614,93281,19478,767865,0.82,0.19,0.12,0.03,20911,20911,,9720,12913,23588,1175,2348,61744,33956,7786,62297,104039,1872,1872
59919,PO,BO1,Stg. Vrije School De Vuurvogel,2015,59919-2015,634384,147828,74941,22180,862417,0.74,0.17,0.09,0.03,21342,21342,,9334,14493,24491,1876,1685,86742,36814,15050,26367,110482,1900,1900
59919,PO,BO1,Stg. Vrije School De Vuurvogel,2016,59919-2016,678310,154330,73560,9160,905860,0.75,0.17,0.08,0.01,21060,21060,,9880,12870,24810,960,2890,86270,31010,12100,43270,125350,1950,1950
59984,PO,BO1,Stichting Vrije School Breda,2012,59984-2012,888125,169722,117085,16521,1107775,0.80,0.15,0.11,0.01,18584,18584,,10085,20615,12931,1819,1816,47266,59838,13168,27154,100160,2273,3096
59984,PO,BO1,Stichting Vrije School Breda,2013,59984-2013,736061,153277,106281,16305,993161,0.74,0.15,0.11,0.02,22076,22076,,25296,24801,13564,271,1561,65493,68263,14154,33209,115626,2599,2599
59984,PO,BO1,Stichting Vrije School Breda,2014,59984-2014,761783,159222,103532,47277,1022195,0.75,0.16,0.10,0.05,20729,20729,9066,18478,19445,12349,2876,2125,64339,45278,33359,28725,107362,1502,1502
59984,PO,BO1,Stichting Vrije School Breda,2015,59984-2015,822516,177601,100931,9122,1055785,0.78,0.17,0.10,0.01,25087,25087,15572,30209,18287,11130,2820,8720,86738,30409,13199,53781,114334,3507,3507
59984,PO,BO1,Stichting Vrije School Breda,2016,59984-2016,828414,174604,93276,12241,1047678,0.79,0.17,0.09,0.01,27837,27837,11104,59246,17212,12845,2866,2998,106271,24977,,50548,115207,5947,5947
60061,PO,BO1,Stichting S.P.H. Bernadette,2012,60061-2012,1669370,338889,223978,58060,2212508,0.75,0.15,0.10,0.03,49082,49082,,35921,31089,44648,4183,312797,428638,39799,67746,32084,139629,,
60061,PO,BO1,Stichting S.P.H. Bernadette,2013,60061-2013,1561445,321730,225160,83218,2161386,0.72,0.15,0.10,0.04,42596,42596,,31131,39520,11338,3713,87898,173600,37550,64370,27964,129884,,
60061,PO,BO1,Stichting S.P.H. Bernadette,2014,60061-2014,1609934,377527,227792,22523,2173557,0.74,0.17,0.10,0.01,46527,46527,,11422,34275,7109,4380,3216,70402,48506,78141,51490,178137,3146,3146
60061,PO,BO1,Stichting S.P.H. Bernadette,2015,60061-2015,2062087,,,25147,2060145,1.00,0.00,0.00,0.01,37562,37562,,8949,32487,5441,3032,3618,85472,48633,41804,42422,160833,3134,3134
60061,PO,BO1,Stichting S.P.H. Bernadette,2016,60061-2016,1510944,337533,169817,32152,2055016,0.74,0.16,0.08,0.02,32080,32080,,29056,29754,8404,2072,2099,111385,48159,49431,36179,151452,5043,5043
60204,PO,BO3,Sticht. Kathol. Onderw. Haaren,2012,60204-2012,3090436,631917,422522,175593,4037421,0.77,0.16,0.10,0.04,221467,221467,,9679,89249,88276,7040,17121,253866,97759,214107,107027,418893,,
60204,PO,BO3,Sticht. Kathol. Onderw. Haaren,2013,60204-2013,2981824,511818,431355,225118,3901140,0.76,0.13,0.11,0.06,191256,191256,,58886,99832,87340,8335,5611,260004,108229,191526,109899,409654,,
60204,PO,BO3,Sticht. Kathol. Onderw. Haaren,2014,60204-2014,2806314,622799,388757,298036,3901988,0.72,0.16,0.10,0.08,168662,168662,,10944,89078,81428,7361,14381,237568,159850,178668,102732,441250,5778,5778
60204,PO,BO3,Sticht. Kathol. Onderw. Haaren,2015,60204-2015,2827856,375098,336135,92814,3705094,0.76,0.10,0.09,0.03,244422,244422,,8199,-2381,93742,5672,35696,186471,147359,122777,56253,375909,11145,11145
60204,PO,BO3,Sticht. Kathol. Onderw. Haaren,2016,60204-2016,2594283,372772,304717,304045,3785564,0.69,0.10,0.08,0.08,121222,121222,,85371,71862,76904,5058,35919,327035,107225,126683,69522,356736,11361,11361
60322,PO,BO1,VCOR grondslg in O-F. Drachten,2012,60322-2012,329090,68521,43135,,407064,0.81,0.17,0.11,0.00,13817,13817,,3477,9652,1621,2160,1942,29352,30048,28198,5663,63909,,
60322,PO,BO1,VCOR grondslg in O-F. Drachten,2013,60322-2013,352619,67508,50509,,457891,0.77,0.15,0.11,0.00,14298,14298,,3170,12099,1580,1434,2554,28637,27683,35268,7480,70431,2378,2378
60322,PO,BO1,VCOR grondslg in O-F. Drachten,2014,60322-2014,363977,65895,51012,,496655,0.73,0.13,0.10,0.00,17437,17437,,8447,10101,1251,2472,1724,34495,28247,39437,10044,77728,1820,1820
60322,PO,BO1,VCOR grondslg in O-F. Drachten,2015,60322-2015,391154,74422,46838,0,527010,0.74,0.14,0.09,0.00,17662,17662,0,2875,9343,1027,1121,6767,41133,30790,928,10852,80824,2479,2479
60322,PO,BO1,VCOR grondslg in O-F. Drachten,2016,60322-2016,364047,63925,40357,39803,524796,0.69,0.12,0.08,0.08,18254,18254,0,3347,10263,1380,2381,1672,27043,24498,372,9933,60169,2329,2329
60439,PO,BO1,Ver. Prot.-Chr. Basisonderwijs,2012,60439-2012,1073061,120719,147546,16827,1430162,0.75,0.08,0.10,0.01,45857,45857,,23215,15408,33196,4105,4264,80188,51158,69030,36316,156504,1886,1886
60439,PO,BO1,Ver. Prot.-Chr. Basisonderwijs,2013,60439-2013,1091882,133841,153487,17036,1478052,0.74,0.09,0.10,0.01,53097,53097,,5656,17601,38634,4933,6703,73527,53126,80899,48264,182289,1863,1863
60439,PO,BO1,Ver. Prot.-Chr. Basisonderwijs,2014,60439-2014,1024287,231199,142376,24713,1376614,0.74,0.17,0.10,0.02,54728,54728,,29218,17974,38075,5213,7152,97632,40448,84472,49582,174502,1919,1919
60439,PO,BO1,Ver. Prot.-Chr. Basisonderwijs,2015,60439-2015,1048111,235378,126569,17588,1383337,0.76,0.17,0.09,0.01,49051,49051,,15848,18339,39001,4402,3970,90376,45400,32528,48303,179452,2032,2032
60439,PO,BO1,Ver. Prot.-Chr. Basisonderwijs,2016,60439-2016,1017891,228526,,214249,1551118,0.66,0.15,0.00,0.14,53920,53920,,15660,12460,38973,4810,7131,93554,62918,19166,27931,159925,6129,6129
60673,PO,BO1,Ver. Verstr. BO Ger. Grondslag,2012,60673-2012,648010,139684,79649,,865567,0.75,0.16,0.09,0.00,18961,18961,,6584,17823,10969,3287,5370,63033,26754,39894,47063,113711,3267,3267
60673,PO,BO1,Ver. Verstr. BO Ger. Grondslag,2013,60673-2013,673653,125830,93756,600,897706,0.75,0.14,0.10,0.00,23638,23638,,8771,20790,10898,3294,4385,69368,33350,29192,39443,101985,3267,3267
60673,PO,BO1,Ver. Verstr. BO Ger. Grondslag,2014,60673-2014,687350,139925,92374,,932629,0.74,0.15,0.10,0.00,28355,28355,6119,4934,16209,12353,2258,5067,71683,45648,54787,22028,122463,2729,2729
60673,PO,BO1,Ver. Verstr. BO Ger. Grondslag,2015,60673-2015,746108,150750,85028,8518,980911,0.76,0.15,0.09,0.01,28426,28426,6119,4870,17107,12353,1897,6004,77850,43410,639,27570,133994,3388,3388
60673,PO,BO1,Ver. Verstr. BO Ger. Grondslag,2016,60673-2016,756519,151931,82158,45680,1032537,0.73,0.15,0.08,0.04,32521,32521,6119,8903,16000,13434,1817,5281,81054,31206,1439,27257,119032,3085,3085
60686,PO,BO1,Stg. Samenw.sch. Kranenburg eo,2012,60686-2012,390236,78538,51203,50123,539658,0.72,0.15,0.09,0.09,22069,22069,,20316,9083,684,1171,2657,33911,22106,28660,10226,60992,2829,2829
60686,PO,BO1,Stg. Samenw.sch. Kranenburg eo,2013,60686-2013,375274,85323,55534,63451,579623,0.65,0.15,0.10,0.11,19432,19432,,19584,10415,1504,918,1999,34420,19673,25319,18350,63342,2955,2955
60686,PO,BO1,Stg. Samenw.sch. Kranenburg eo,2014,60686-2014,419462,94705,57223,96640,674578,0.62,0.14,0.08,0.14,21415,21415,,1244,9600,848,1426,2740,16176,16554,36595,16945,70094,3000,3000
60686,PO,BO1,Stg. Samenw.sch. Kranenburg eo,2015,60686-2015,432224,83562,50873,15599,517129,0.84,0.16,0.10,0.03,22154,22154,,6880,10193,805,2337,116,39331,13716,28001,24128,65845,2795,2795
60686,PO,BO1,Stg. Samenw.sch. Kranenburg eo,2016,60686-2016,357944,77625,39459,20889,460740,0.78,0.17,0.09,0.05,22968,22968,,3101,11170,1253,821,579,24924,14401,5086,13340,51107,2360,2360
60790,PO,BO1,Ver. Geref. Onderwijs M. Brab.,2012,60790-2012,418201,48087,49981,,508056,0.82,0.09,0.10,0.00,28051,28051,,4091,9433,17786,2264,,33574,22962,31178,120374,174514,,4527
60790,PO,BO1,Ver. Geref. Onderwijs M. Brab.,2013,60790-2013,425617,47669,54834,,532798,0.80,0.09,0.10,0.00,27321,27321,753,5522,14464,17769,2557,,41065,22061,28782,70357,121200,,3908
60790,PO,BO1,Ver. Geref. Onderwijs M. Brab.,2014,60790-2014,426102,50936,53866,,511845,0.83,0.10,0.11,0.00,28006,28006,,4223,11819,17556,2666,,36264,28572,24433,75071,128076,1696,1696
60790,PO,BO1,Ver. Geref. Onderwijs M. Brab.,2015,60790-2015,378268,44902,41534,17147,498736,0.76,0.09,0.08,0.03,26972,26972,,8716,12092,17885,4658,,43351,24255,6418,71472,120479,2408,2408
60790,PO,BO1,Ver. Geref. Onderwijs M. Brab.,2016,60790-2016,317176,46180,34679,85477,488533,0.65,0.09,0.07,0.17,31796,31796,,7231,9283,18428,2072,,37014,26794,6218,59938,115663,2904,2904
60803,PO,BO1,Stg Verstr Ond Reform Grondsl,2012,60803-2012,763107,165630,98153,,1032025,0.74,0.16,0.10,0.00,16219,16219,4519,2400,10552,1697,1699,1165,22032,92160,32903,7772,132835,2280,2280
60803,PO,BO1,Stg Verstr Ond Reform Grondsl,2013,60803-2013,805584,153933,112384,287,1064907,0.76,0.14,0.11,0.00,17418,17418,6054,4850,13423,1844,1842,1011,29024,99494,37169,12540,149203,2378,2378
60803,PO,BO1,Stg Verstr Ond Reform Grondsl,2014,60803-2014,860306,167706,110968,4685,1182555,0.73,0.14,0.09,0.00,24148,24148,7958,4676,10486,3256,2689,888,29953,103978,39432,21697,165107,605,605
60803,PO,BO1,Stg Verstr Ond Reform Grondsl,2015,60803-2015,967881,190398,110148,39106,1351292,0.72,0.14,0.08,0.03,28463,28463,13871,9802,15781,3827,1405,1706,48892,105557,2233,35084,184141,2426,2426
60803,PO,BO1,Stg Verstr Ond Reform Grondsl,2016,60803-2016,1115833,200577,110839,322504,1553518,0.72,0.13,0.07,0.21,34389,34389,13740,8054,6858,5212,2075,1721,55660,131601,1492,30683,207658,4749,4749
60829,PO,BO1,V.P.C.O. Alteveer/Kerkenveld,2012,60829-2012,490330,104633,64349,14129,628434,0.78,0.17,0.10,0.02,22737,22737,,16235,12460,1448,906,662,31711,12427,39684,41268,93379,2208,2208
60829,PO,BO1,V.P.C.O. Alteveer/Kerkenveld,2013,60829-2013,421116,86527,60026,56361,614239,0.69,0.14,0.10,0.09,22599,22599,,5658,10115,1374,950,672,18769,11686,17718,39356,68760,2435,2435
60829,PO,BO1,V.P.C.O. Alteveer/Kerkenveld,2014,60829-2014,434859,99774,62112,6779,559864,0.78,0.18,0.11,0.01,13241,13241,,4308,9506,2154,946,1827,18741,12102,27444,32781,72327,2723,2723
60829,PO,BO1,V.P.C.O. Alteveer/Kerkenveld,2015,60829-2015,406615,52335,50671,,543665,0.75,0.10,0.09,0.00,12242,12242,,11367,8046,685,967,832,21897,21882,39285,10789,71956,2783,2783
60829,PO,BO1,V.P.C.O. Alteveer/Kerkenveld,2016,60829-2016,402248,53690,47658,1638,537073,0.75,0.10,0.09,0.00,12817,12817,,5513,9360,818,679,1186,17556,17089,36937,12549,66575,2896,2896
60985,PO,BO4,SCPO Lelystad,2012,60985-2012,6673317,455688,772150,,7719869,0.86,0.06,0.10,0.00,159566,159566,187010,38817,92678,130992,22880,9648,482025,243852,321082,206344,771278,10000,10000
60985,PO,BO4,SCPO Lelystad,2013,60985-2013,6309294,370706,794460,1540,7221715,0.87,0.05,0.11,0.00,150026,150026,225531,44723,140514,126638,20108,14940,572454,277345,335409,240437,853191,10000,10000
60985,PO,BO4,SCPO Lelystad,2014,60985-2014,5228874,1216400,757534,334651,7222053,0.72,0.17,0.10,0.05,150923,150923,212532,46991,110298,120460,12607,10435,513325,359634,257349,167684,784667,4763,4763
60985,PO,BO4,SCPO Lelystad,2015,60985-2015,4948230,1124973,616352,362425,6898651,0.72,0.16,0.09,0.05,142516,142516,259833,50985,95071,122482,9816,6110,682797,319489,,221222,782986,5602,6963
60985,PO,BO4,SCPO Lelystad,2016,60985-2016,5024629,1136406,585912,285493,6783665,0.74,0.17,0.09,0.04,134096,134096,233582,32070,96097,121631,12710,9445,650035,329016,,255302,801618,5770,5770
60997,PO,BO5,Stg. Alkmaarse Kath. Scholen,2012,60997-2012,13653068,2987127,1880839,,18869183,0.72,0.16,0.10,0.00,696352,696352,301204,378631,335252,502487,25909,23136,1566619,283024,548971,10110,1580733,34030,34030
60997,PO,BO5,Stg. Alkmaarse Kath. Scholen,2013,60997-2013,12840561,2805715,1910615,357826,17940309,0.72,0.16,0.11,0.02,551511,551511,290715,422504,301536,484348,22329,13573,1552267,469442,526034,444677,1440153,23595,23595
60997,PO,BO5,Stg. Alkmaarse Kath. Scholen,2014,60997-2014,12428789,3062492,1773140,337093,17136740,0.73,0.18,0.10,0.02,592604,592604,266934,136738,372313,472442,25940,22576,1610351,960896,661480,734277,2356653,21158,21158
60997,PO,BO5,Stg. Alkmaarse Kath. Scholen,2015,60997-2015,12167773,2901425,1500380,871655,17326884,0.70,0.17,0.09,0.05,578389,578389,370588,140798,336005,487003,19419,47449,1914735,867373,14404,427106,2139049,18634,22869
60997,PO,BO5,Stg. Alkmaarse Kath. Scholen,2016,60997-2016,11810914,2826262,1386935,1004955,17539541,0.67,0.16,0.08,0.06,602136,602136,306077,118261,237106,470590,29510,38920,1718841,904234,17788,652044,2335493,33199,35378
61284,PO,BO5,Stg. Prim. Onderw. De Liemers,2012,61284-2012,9938452,1221626,1298353,786939,13088597,0.76,0.09,0.10,0.06,418915,418915,53479,86402,301332,249142,26779,2801,890038,166210,706756,260581,1133547,5203,5203
61284,PO,BO5,Stg. Prim. Onderw. De Liemers,2013,61284-2013,8937011,1815415,1341238,727097,12672924,0.71,0.14,0.11,0.06,401717,401717,32070,61143,372406,265846,11770,2478,916063,162135,662404,322865,1147404,5572,6202
61284,PO,BO5,Stg. Prim. Onderw. De Liemers,2014,61284-2014,9409858,2154582,1362223,505521,12720781,0.74,0.17,0.11,0.04,390245,390245,32735,78455,237083,269113,21503,5203,815752,158685,689720,310821,1159226,5870,6853
61284,PO,BO5,Stg. Prim. Onderw. De Liemers,2015,61284-2015,9542624,1173460,1194889,474671,12645247,0.75,0.09,0.09,0.04,398631,398631,37633,56786,304615,261651,19214,3974,943673,159004,201653,257756,1122348,5971,6968
61284,PO,BO5,Stg. Prim. Onderw. De Liemers,2016,61284-2016,9533707,2011049,1108777,447067,12657140,0.75,0.16,0.09,0.04,406265,406265,45122,50699,293258,263603,27704,1572,919758,169199,107071,237352,1020625,7078,8228
61661,PO,BO1,Ned. Geref. Schoolvereniging,2012,61661-2012,434020,48149,52953,,587912,0.74,0.08,0.09,0.00,23250,23250,,10164,20292,18491,916,,49863,19266,31145,14087,64498,,2901
61661,PO,BO1,Ned. Geref. Schoolvereniging,2013,61661-2013,471746,51053,61144,,611229,0.77,0.08,0.10,0.00,22991,22991,,16258,23944,18839,1650,,60691,18219,33258,17121,68598,,2595
61661,PO,BO1,Ned. Geref. Schoolvereniging,2014,61661-2014,477622,56051,63658,,596649,0.80,0.09,0.11,0.00,26433,26433,,14802,13864,15990,1521,,46177,22561,27417,10518,60496,1695,1695
61661,PO,BO1,Ned. Geref. Schoolvereniging,2015,61661-2015,509482,60405,55594,1305,616208,0.83,0.10,0.09,0.00,27698,27698,,21126,16498,18099,2273,,57996,23722,8030,11719,69594,2541,2541
61661,PO,BO1,Ned. Geref. Schoolvereniging,2016,61661-2016,502584,62913,52529,31700,691014,0.73,0.09,0.08,0.05,32034,32034,,15248,15491,16565,2333,,49637,25796,7375,10684,74376,2904,2904
61751,PO,BO5,Stg. Chr.Onderw. Twenterand eo,2012,61751-2012,7945645,949205,935021,208652,9737232,0.82,0.10,0.10,0.02,251806,251806,42387,400060,201842,307076,24549,59751,1041665,267383,559614,91837,918834,12978,12978
61751,PO,BO5,Stg. Chr.Onderw. Twenterand eo,2013,61751-2013,7585285,1021476,1049593,422919,9831892,0.77,0.10,0.11,0.04,350065,350065,42609,655255,258016,301071,24320,123163,1407434,252011,575459,137570,965040,8953,8953
61751,PO,BO5,Stg. Chr.Onderw. Twenterand eo,2014,61751-2014,6990965,1638198,1003008,408881,9773629,0.72,0.17,0.10,0.04,247427,331005,44261,361931,210816,313115,26640,16396,954194,257855,641904,56923,956682,1872,1872
61751,PO,BO5,Stg. Chr.Onderw. Twenterand eo,2015,61751-2015,6835165,1547642,845342,543178,9629411,0.71,0.16,0.09,0.06,332919,332919,43882,472324,212071,292156,28670,19303,1068406,275626,267243,86471,947456,8431,8431
61751,PO,BO5,Stg. Chr.Onderw. Twenterand eo,2016,61751-2016,6943100,1189460,799060,650710,9723690,0.71,0.12,0.08,0.07,379960,379960,44900,783650,211380,331820,28300,19900,1419950,223670,198950,56740,808820,12650,12650
61752,PO,BO1,Stg. Vrije School Amstelveen,2012,61752-2012,643798,132014,87751,82242,926963,0.69,0.14,0.09,0.09,20964,20964,162,9362,13401,36089,,227,59241,46013,20843,21010,87866,2300,2300
61752,PO,BO1,Stg. Vrije School Amstelveen,2013,61752-2013,685137,138740,96244,81617,971211,0.71,0.14,0.10,0.08,33688,33688,394,7097,13533,33583,,7948,62555,33237,27427,21209,81873,2502,2502
61752,PO,BO1,Stg. Vrije School Amstelveen,2014,61752-2014,660081,148424,89234,187542,1009928,0.65,0.15,0.09,0.19,35628,35628,486,9862,13916,25191,,3735,53190,33327,40187,19660,93174,2420,2420
61752,PO,BO1,Stg. Vrije School Amstelveen,2015,61752-2015,710856,156184,79243,223767,1139638,0.62,0.14,0.07,0.20,23854,23854,10765,,14141,24249,2260,230,58700,40032,10429,28428,108492,2547,2547
61752,PO,BO1,Stg. Vrije School Amstelveen,2016,61752-2016,751565,168833,84525,97662,1138715,0.66,0.15,0.07,0.09,28672,28672,11044,11448,12573,27480,4664,2383,69592,54638,24392,18578,125961,6335,6335
61778,PO,SBO,St. Sch. Spec. Onderw. Dronten,2012,61778-2012,779046,167736,109204,,1069007,0.73,0.16,0.10,0.00,17127,17127,,12110,14331,1135,3712,2297,33585,12168,33365,33209,78742,2210,2210
61778,PO,SBO,St. Sch. Spec. Onderw. Dronten,2013,61778-2013,854808,171988,122914,10410,1100224,0.78,0.16,0.11,0.01,18917,18917,,8708,18211,1163,6756,,34838,13572,29150,38498,81220,2435,2435
61778,PO,SBO,St. Sch. Spec. Onderw. Dronten,2014,61778-2014,684720,164322,102685,122994,1073469,0.64,0.15,0.10,0.11,19918,19918,,8979,13091,848,7174,,30092,14314,30246,36445,81005,,
