Bevoegd Gezag,Sector,Groepering,Naam,Jaar,Key,Lonen en salarissen,Sociale lasten,Pensioenlasten,Lasten personeel niet in loondienst,Personeelslasten,Lonen en salarissen/totaal personeel,Sociale lasten/totaal personeel,Pensioenlasten/totaal personeel,Lasten personeel niet in loondienst/totaal personeel,Afschrijvingen op materiÔle vaste activa,Afschrijvingen,Huurlasten,Onderhoudslasten (klein onderhoud),Lasten voor energie en water,Schoonmaakkosten,Belastingen en heffingen,Overige (overige huisvestingslasten),Huisvestingslasten,Administratie- en beheerslasten,Inventaris en apparatuur,Overige (overige overige lasten),Overige lasten,Accountantshonoraria inzake het onderzoek van de jaarrekening,Accountantshonoraria
38650,PO,BO1,Ver. Stg. Scholen Bijbel,2012,38650-2012,836198,175448,110775,,1122016,0.75,0.16,0.10,0.00,43356,43356,76,10042,16041,29907,4666,1767,82499,64052,58953,22959,145964,,
38650,PO,BO1,Ver. Stg. Scholen Bijbel,2013,38650-2013,834371,159011,116677,,1077072,0.77,0.15,0.11,0.00,37056,37056,,7795,23391,31282,5811,12883,96162,56800,53588,18810,129198,2378,2378
38650,PO,BO1,Ver. Stg. Scholen Bijbel,2014,38650-2014,832390,164815,113123,6796,1091276,0.76,0.15,0.10,0.01,48561,48561,,9266,17442,31780,6296,1680,89464,39928,56409,16873,113210,1820,1820
38650,PO,BO1,Ver. Stg. Scholen Bijbel,2015,38650-2015,841574,172279,96322,6026,1137531,0.74,0.15,0.08,0.01,50271,50271,0,10350,20137,32388,5100,203,107178,46501,0,19835,125664,3085,3085
38650,PO,BO1,Ver. Stg. Scholen Bijbel,2016,38650-2016,874355,174115,94949,9324,1170713,0.75,0.15,0.08,0.01,50099,50099,0,9814,14574,32545,6413,0,110346,34862,921,17060,115214,3539,3539
38819,PO,BO2,Ver. Stg. Chr. Sch. Doornspijk,2012,38819-2012,832925,175825,109200,560,1074644,0.78,0.16,0.10,0.00,49215,49215,,2166,30022,3827,1553,7687,51255,71957,69271,18197,159425,4560,4560
38819,PO,BO2,Ver. Stg. Chr. Sch. Doornspijk,2013,38819-2013,820429,160048,116171,2586,1094946,0.75,0.15,0.11,0.00,44824,44824,,84,32412,2801,1648,9695,46640,58950,76544,14109,149603,4755,4755
38819,PO,BO2,Ver. Stg. Chr. Sch. Doornspijk,2014,38819-2014,840836,165058,115549,,1140793,0.74,0.14,0.10,0.00,39602,39602,,286,36037,2386,1338,9680,49727,52472,73229,21713,147414,4834,4834
38819,PO,BO2,Ver. Stg. Chr. Sch. Doornspijk,2015,38819-2015,948720,190607,110443,14299,1261991,0.75,0.15,0.09,0.01,68537,68537,0,7402,37349,2646,1365,9019,112781,58739,1912,21883,157003,6462,6462
38819,PO,BO2,Ver. Stg. Chr. Sch. Doornspijk,2016,38819-2016,1001306,196936,110822,53336,1354451,0.74,0.15,0.08,0.04,70952,70952,,5509,33133,4110,1335,5621,102708,46087,3937,38899,172132,3393,3393
38872,PO,BO1,Ver. BSO Ref. Grondslag H'sum,2012,38872-2012,309278,66809,41692,,428825,0.72,0.16,0.10,0.00,18585,18585,,29,8501,7887,734,2184,36140,105108,21045,18461,144614,,
38872,PO,BO1,Ver. BSO Ref. Grondslag H'sum,2013,38872-2013,300930,57459,43446,,409775,0.73,0.14,0.11,0.00,16863,16863,,535,7782,8236,1008,438,34804,108686,21992,6578,137256,2378,2378
38872,PO,BO1,Ver. BSO Ref. Grondslag H'sum,2014,38872-2014,305206,59684,43189,,419662,0.73,0.14,0.10,0.00,18473,18473,,567,6224,7776,727,610,32709,105851,18267,7492,131610,2426,2426
38872,PO,BO1,Ver. BSO Ref. Grondslag H'sum,2015,38872-2015,355196,71810,41914,74460,471332,0.75,0.15,0.09,0.16,18810,18810,,102,7954,8372,146,805,41292,94589,,11198,123341,2480,2480
38872,PO,BO1,Ver. BSO Ref. Grondslag H'sum,2016,38872-2016,321009,65135,38422,89982,435666,0.74,0.15,0.09,0.21,18256,18256,0,429,6713,8564,934,496,40550,20064,0,102070,138513,3086,3086
38910,PO,BO3,Ver. tot het Verstr. van OGG,2012,38910-2012,1736632,379537,211095,,2410314,0.72,0.16,0.09,0.00,83022,83022,,22922,128791,63920,4817,10003,268669,51449,95427,149259,296135,6000,6000
38910,PO,BO3,Ver. tot het Verstr. van OGG,2013,38910-2013,1666452,325803,235137,,2410906,0.69,0.14,0.10,0.00,82380,82380,,38743,116528,62092,5099,10812,283079,71457,97977,130996,300430,3680,3983
38910,PO,BO3,Ver. tot het Verstr. van OGG,2014,38910-2014,1713142,352038,231249,,2305467,0.74,0.15,0.10,0.00,80257,80257,,49063,117027,56699,5048,10556,283025,73122,115482,126245,314849,4840,4840
38910,PO,BO3,Ver. tot het Verstr. van OGG,2015,38910-2015,1726129,287032,200349,,2317581,0.74,0.12,0.09,0.00,87416,87416,,16635,56191,56050,7380,9535,246140,93047,130691,126537,350275,5748,9076
38910,PO,BO3,Ver. tot het Verstr. van OGG,2016,38910-2016,1874243,365136,201061,,2497780,0.75,0.15,0.08,0.00,89354,89354,,24433,51219,56891,5151,5219,183953,37270,148983,167118,353371,6322,6322
39001,PO,BO1,Chr. Basisschool 'De Bornput',2012,39001-2012,258617,56469,34206,2271,369683,0.70,0.15,0.09,0.01,14416,14416,,7646,7996,1552,1717,,-17026,1283,2443,31868,35594,2279,2279
39001,PO,BO1,Chr. Basisschool 'De Bornput',2013,39001-2013,245686,48346,34899,1071,357087,0.69,0.14,0.10,0.00,18697,18697,,2013,10916,900,1696,,20525,16013,23428,6040,45481,,
39001,PO,BO1,Chr. Basisschool 'De Bornput',2014,39001-2014,254638,50410,35499,1447,377550,0.67,0.13,0.09,0.00,18402,18402,,3235,7699,807,2303,,19044,18839,808,29140,48787,2426,2426
39001,PO,BO1,Chr. Basisschool 'De Bornput',2015,39001-2015,283920,58204,33476,1549,398257,0.71,0.15,0.08,0.00,19025,19025,,4672,9804,1062,2040,,33578,17179,556,6643,47229,3085,3085
39001,PO,BO1,Chr. Basisschool 'De Bornput',2016,39001-2016,292282,57591,32435,1977,408262,0.72,0.14,0.08,0.00,24496,24496,,4476,9028,1428,1876,,32808,18634,817,8303,57347,2329,2329
39275,PO,BO1,Ver. Verstr. Bas.ond. Ger. Gr.,2012,39275-2012,1526021,324533,203593,,2079156,0.73,0.16,0.10,0.00,59476,59476,,4125,32830,41376,2640,5983,102954,46234,83685,56687,186606,2280,2280
39275,PO,BO1,Ver. Verstr. Bas.ond. Ger. Gr.,2013,39275-2013,1592515,303905,229665,,2180081,0.73,0.14,0.11,0.00,61520,61520,,6942,31142,41925,1182,47529,162720,51252,94697,67257,213206,40350,40350
39275,PO,BO1,Ver. Verstr. Bas.ond. Ger. Gr.,2014,39275-2014,1659150,328332,233016,,2205584,0.75,0.15,0.11,0.00,74341,74341,,2259,27897,44787,3371,14226,126540,52614,97461,66440,216515,2426,2426
39275,PO,BO1,Ver. Verstr. Bas.ond. Ger. Gr.,2015,39275-2015,1735632,354117,206299,0,2237672,0.78,0.16,0.09,0.00,87497,87497,0,6243,25339,44432,3403,3310,122227,54429,2251,60373,209829,2269,2269
39275,PO,BO1,Ver. Verstr. Bas.ond. Ger. Gr.,2016,39275-2016,1749959,350917,197172,0,2363372,0.74,0.15,0.08,0.00,100966,100966,0,5368,29338,44780,3440,5226,127652,52812,2439,47303,218648,2329,2329
39352,PO,BO3,Stichting Nutsscholen Geldrop,2012,39352-2012,2838099,598214,363102,47039,3706220,0.77,0.16,0.10,0.01,124738,124738,4848,20187,70729,60970,12464,20213,189411,86678,191453,60460,338591,,
39352,PO,BO3,Stichting Nutsscholen Geldrop,2013,39352-2013,2811851,599608,407799,52226,3703941,0.76,0.16,0.11,0.01,122018,122018,4906,21489,91058,45974,12510,9244,233677,74762,145149,71108,291019,4100,4100
39352,PO,BO3,Stichting Nutsscholen Geldrop,2014,39352-2014,2684268,627917,392735,152213,3763319,0.71,0.17,0.10,0.04,136904,136904,5232,24355,83444,47796,14550,4759,242636,78030,184832,82939,345801,7233,7233
39352,PO,BO3,Stichting Nutsscholen Geldrop,2015,39352-2015,2831208,650408,354281,91168,3814414,0.74,0.17,0.09,0.02,150676,150676,-2669,43061,89723,53387,14236,6880,396818,69840,,106269,363208,4733,5505
39352,PO,BO3,Stichting Nutsscholen Geldrop,2016,39352-2016,3163393,695436,368206,63108,4009427,0.79,0.17,0.09,0.02,152064,152064,,33943,80065,50862,16333,4969,286172,79407,,104960,391832,5042,5496
39534,PO,BO1,Stichting Kruislandse Scholen,2012,39534-2012,483705,103364,65662,,692861,0.70,0.15,0.09,0.00,28488,28488,90,14322,13678,5191,872,2302,36455,18600,44828,18306,81734,1736,1736
39534,PO,BO1,Stichting Kruislandse Scholen,2013,39534-2013,477113,100354,68930,,660869,0.72,0.15,0.10,0.00,26110,26110,90,4715,15590,4668,884,2943,40890,25641,47803,21539,94983,1791,1791
39534,PO,BO1,Stichting Kruislandse Scholen,2014,39534-2014,480533,113353,68189,,663028,0.72,0.17,0.10,0.00,23310,23310,90,5409,8185,5036,1445,17432,49597,23698,51684,36949,112331,,
39534,PO,BO1,Stichting Kruislandse Scholen,2015,39534-2015,503662,112834,61190,,694886,0.72,0.16,0.09,0.00,23076,23076,91,4710,7254,5007,3848,4217,50127,27174,34297,38252,99723,3783,3783
39534,PO,BO1,Stichting Kruislandse Scholen,2016,39534-2016,525209,117637,59141,,706508,0.74,0.17,0.08,0.00,24577,24577,,8915,9000,5675,-1053,5044,57581,38329,39653,51742,129724,2408,2408
39600,PO,BO4,Stg. KPC BO Vught Leijestroom,2012,39600-2012,5991469,1296251,800135,199571,8110796,0.74,0.16,0.10,0.02,229900,229900,6214,97249,128310,179933,19538,,431244,254163,405116,99351,758630,,
39600,PO,BO4,Stg. KPC BO Vught Leijestroom,2013,39600-2013,5985324,1297846,876722,198570,8119526,0.74,0.16,0.11,0.02,200213,200213,32351,53819,194375,175246,21641,,570760,240851,429442,108977,779270,,
39600,PO,BO4,Stg. KPC BO Vught Leijestroom,2014,39600-2014,5980631,1486707,853428,326003,8216409,0.73,0.18,0.10,0.04,212452,212452,38427,103789,185009,161818,26959,,567502,391743,385156,115734,892633,6837,6837
39600,PO,BO4,Stg. KPC BO Vught Leijestroom,2015,39600-2015,6111656,1316514,750620,345665,8308299,0.74,0.16,0.09,0.04,234568,234568,170386,69850,123447,134066,21578,,646682,441276,217851,148914,1014824,10435,11282
39600,PO,BO4,Stg. KPC BO Vught Leijestroom,2016,39600-2016,6380872,935077,753688,152817,8690940,0.73,0.11,0.09,0.02,209733,209733,182535,86357,121765,146839,23696,,612692,472407,218044,123500,1047416,11703,11703
39859,PO,BO1,Ver. Nutsschool Wassenaar,2012,39859-2012,717602,151710,94364,,964260,0.74,0.16,0.10,0.00,19114,19114,719,3806,11266,25396,360,1578,74115,29872,48661,74311,152844,3265,3265
39859,PO,BO1,Ver. Nutsschool Wassenaar,2013,39859-2013,729511,155291,104290,,994100,0.73,0.16,0.10,0.00,17730,17730,457,6684,13355,28070,579,2453,71598,29044,48569,75919,153532,3267,3267
39859,PO,BO1,Ver. Nutsschool Wassenaar,2014,39859-2014,738283,174355,104067,,1027069,0.72,0.17,0.10,0.00,18731,18731,457,16893,12133,28759,213,6578,65033,29479,48846,88949,167274,3570,3570
39859,PO,BO1,Ver. Nutsschool Wassenaar,2015,39859-2015,768605,174081,91374,,1047633,0.73,0.17,0.09,0.00,25537,25537,457,9591,9372,27954,2260,5963,2780,26850,58854,83011,168715,3267,3267
39859,PO,BO1,Ver. Nutsschool Wassenaar,2016,39859-2016,805533,109706,88192,,1049489,0.77,0.10,0.08,0.00,28407,28407,457,7038,9988,29409,3419,9826,60137,30148,71722,83681,185551,5506,5506
39912,PO,BO1,Stg. Onderw.gem.schap De Hoeve,2012,39912-2012,973913,120890,126427,3235,1211019,0.80,0.10,0.10,0.00,67000,67000,,3614,19429,5732,1297,68,45140,22532,55827,15959,94318,1513,1513
39912,PO,BO1,Stg. Onderw.gem.schap De Hoeve,2013,39912-2013,893184,179190,128927,2850,1194798,0.75,0.15,0.11,0.00,68602,68602,,5703,22221,4196,1406,15,53541,19283,67964,13351,100598,1561,1561
39912,PO,BO1,Stg. Onderw.gem.schap De Hoeve,2014,39912-2014,907514,204157,129369,15900,1219619,0.74,0.17,0.11,0.01,69636,69636,,5891,18479,4553,1452,1750,62125,22263,62291,13072,97626,1924,1924
39912,PO,BO1,Stg. Onderw.gem.schap De Hoeve,2015,39912-2015,921328,125876,110658,7967,1249892,0.74,0.10,0.09,0.01,63171,63171,,5184,18285,4059,1553,1520,115258,19867,13419,16702,103784,1389,1389
39912,PO,BO1,Stg. Onderw.gem.schap De Hoeve,2016,39912-2016,988822,226147,114112,6959,1342382,0.74,0.17,0.09,0.01,72277,72277,,4390,16560,5783,1163,,77896,20821,16579,11822,114994,2239,2239
40020,PO,BO5,Stg. Onderwijsgr. Amstelland,2012,40020-2012,10685183,2304215,1474467,,14450183,0.74,0.16,0.10,0.00,432935,432935,438054,107880,207584,409527,16562,80685,1428759,280386,519986,612166,1412538,17612,22029
40020,PO,BO5,Stg. Onderwijsgr. Amstelland,2013,40020-2013,10758880,2323672,1605646,,14832163,0.73,0.16,0.11,0.00,461896,461896,481009,126870,270650,414361,13104,62509,1514836,253326,522945,576454,1352725,19481,20994
40020,PO,BO5,Stg. Onderwijsgr. Amstelland,2014,40020-2014,10909638,2651021,1585714,68756,15533528,0.70,0.17,0.10,0.00,474861,474861,562429,138054,274673,410192,16819,63101,2118835,257211,508562,529231,1295004,11798,12007
40020,PO,BO5,Stg. Onderwijsgr. Amstelland,2015,40020-2015,10964941,1576484,1986275,300116,16098185,0.68,0.10,0.12,0.02,494129,494129,637341,162000,235332,448768,12229,134575,2037954,261665,195099,545701,1391464,12100,15908
40020,PO,BO5,Stg. Onderwijsgr. Amstelland,2016,40020-2016,11402461,1749701,1901489,321361,17046903,0.67,0.10,0.11,0.02,608700,608700,642194,228159,264832,482410,16961,137471,2232527,289782,609745,454001,1353528,12584,13654
40048,PO,BO1,Sticht. Islam. Basisscholen,2012,40048-2012,419519,62588,53963,15023,538440,0.78,0.12,0.10,0.03,13868,13868,,7274,12917,13423,1490,,65104,19470,23370,23015,65855,,
40048,PO,BO1,Sticht. Islam. Basisscholen,2013,40048-2013,436274,66741,60755,19350,575066,0.76,0.12,0.11,0.03,16403,16403,,9412,12333,13467,1761,,56973,23118,25795,19976,68889,3823,3823
40048,PO,BO1,Sticht. Islam. Basisscholen,2014,40048-2014,457997,76708,63359,22654,597131,0.77,0.13,0.11,0.04,21389,21389,,8287,12078,14397,1316,,56078,28090,25996,3403,57489,2476,2476
40048,PO,BO1,Sticht. Islam. Basisscholen,2015,40048-2015,413187,72404,49611,28812,555321,0.74,0.13,0.09,0.05,27002,27002,,6643,10174,14227,1519,,73063,29383,9206,7585,65798,2655,2655
40048,PO,BO1,Sticht. Islam. Basisscholen,2016,40048-2016,409952,66096,43387,80681,582462,0.70,0.11,0.07,0.14,17110,17110,,5609,12456,14151,1300,,71016,101975,11091,10313,141748,3962,3962
40077,PO,BO3,Stichting Noor,2012,40077-2012,2333361,514461,297225,,3125455,0.75,0.16,0.10,0.00,97054,97054,91490,10883,31368,64677,8264,14956,221638,173090,130823,114985,418898,29069,29069
40077,PO,BO3,Stichting Noor,2013,40077-2013,2139522,462882,290333,1226,2869987,0.75,0.16,0.10,0.00,74451,74451,87523,163541,102281,60297,25776,8307,447725,160439,132638,92717,385794,16408,16408
40077,PO,BO3,Stichting Noor,2014,40077-2014,2319537,578350,308265,4800,3365224,0.69,0.17,0.09,0.00,49766,49766,99269,65366,68415,69987,2319,6329,311685,118273,228111,95797,442181,15561,15561
40077,PO,BO3,Stichting Noor,2015,40077-2015,2607161,625270,294633,1250,3651566,0.71,0.17,0.08,0.00,62293,62293,123346,57576,63846,76018,7512,6168,379466,169642,190840,148607,549089,13740,23421
40077,PO,BO3,Stichting Noor,2016,40077-2016,2915210,695836,311689,26424,4308622,0.68,0.16,0.07,0.01,91607,91607,128716,74688,59330,78648,13192,16365,415939,174033,223579,204891,602503,23559,23559
40114,PO,BO5,Stichting Prisma,2012,40114-2012,16977965,1271636,2695257,,20767250,0.82,0.06,0.13,0.00,389404,389404,537779,159466,299346,404778,35815,51248,1723832,453000,1051350,797215,2301565,20290,20290
40114,PO,BO5,Stichting Prisma,2013,40114-2013,17176252,637885,2130688,,20834528,0.82,0.03,0.10,0.00,414792,414792,514696,156336,344128,446048,56923,78111,1956860,446272,1009302,622025,2077599,25713,25713
40114,PO,BO5,Stichting Prisma,2014,40114-2014,17359710,1495169,2115332,,21284254,0.82,0.07,0.10,0.00,423604,423604,432614,169435,286378,449252,36737,104553,1772469,464270,902772,526993,1894035,22809,22809
40114,PO,BO5,Stichting Prisma,2015,40114-2015,21101360,,,,21169669,1.00,0.00,0.00,0.00,542915,542915,495455,211116,323278,492035,42480,50009,2168900,443609,947237,562652,1953498,15741,15741
40114,PO,BO5,Stichting Prisma,2016,40114-2016,20102103,,,,21453522,0.94,0.00,0.00,0.00,637872,637872,505724,140265,305772,467943,46479,48333,2034016,422629,924126,667439,2014194,24067,24067
40144,PO,BO1,Stg. Mont.school De Triangel,2012,40144-2012,774550,110426,98480,3497,989749,0.78,0.11,0.10,0.00,14703,14703,20576,3795,19674,22813,2084,,94742,18212,36839,25168,80219,1909,1909
40144,PO,BO1,Stg. Mont.school De Triangel,2013,40144-2013,755290,161027,110465,2650,1002375,0.75,0.16,0.11,0.00,15423,15423,20834,2319,19070,23563,2553,,89839,17701,33541,27445,78687,1936,1936
40144,PO,BO1,Stg. Mont.school De Triangel,2014,40144-2014,750533,175708,108891,7020,1048180,0.72,0.17,0.10,0.01,17030,17030,20834,4683,17463,23767,2563,,81310,17704,38094,28811,84609,1994,1994
40144,PO,BO1,Stg. Mont.school De Triangel,2015,40144-2015,790399,105740,95749,41516,1080770,0.73,0.10,0.09,0.04,,20114,21235,1824,11250,23956,2326,,107933,17616,8269,28238,74123,2000,2000
40144,PO,BO1,Stg. Mont.school De Triangel,2016,40144-2016,708865,93394,79291,92241,1064865,0.67,0.09,0.07,0.09,,21643,20777,3621,13118,23929,2882,,87235,17779,8566,29490,78152,2000,2000
40189,PO,BO1,Ver Sch EBG Amsterdam,2012,40189-2012,1358217,286396,179056,,1918936,0.71,0.15,0.09,0.00,60924,60924,26400,27592,,37896,,66698,158586,82664,94305,61689,238658,2818,2818
40189,PO,BO1,Ver Sch EBG Amsterdam,2013,40189-2013,1257647,261790,179693,350,1736941,0.72,0.15,0.10,0.00,68952,68952,18000,34508,,40438,315,65080,158341,54716,85759,63750,204225,2328,3635
40189,PO,BO1,Ver Sch EBG Amsterdam,2014,40189-2014,1172601,284329,165358,,1634480,0.72,0.17,0.10,0.00,62508,62508,18000,25000,,38943,,63180,145123,54756,81989,51265,188010,3746,4424
40189,PO,BO1,Ver Sch EBG Amsterdam,2015,40189-2015,1217834,164863,149530,,1677242,0.73,0.10,0.09,0.00,76299,76299,18000,41548,,42444,288,73178,175458,48909,66736,116136,231781,2417,3143
40189,PO,BO1,Ver Sch EBG Amsterdam,2016,40189-2016,1262349,173375,144260,2155,1755224,0.72,0.10,0.08,0.00,85243,85243,9450,39503,,41214,756,63963,154886,49230,45865,87556,182651,3378,3378
40207,PO,BO1,Stg. Montess.sch. Veenendaal,2012,40207-2012,766870,161311,98017,,1041189,0.74,0.15,0.09,0.00,41289,41289,,14822,22084,36107,525,1318,94818,26771,31595,65625,123991,3267,3267
40207,PO,BO1,Stg. Montess.sch. Veenendaal,2013,40207-2013,759867,165075,110672,,1022922,0.74,0.16,0.11,0.00,37739,37739,,14014,19984,33655,480,17,91397,28788,29481,65393,123662,2317,2317
40207,PO,BO1,Stg. Montess.sch. Veenendaal,2014,40207-2014,763903,179233,106701,,1019726,0.75,0.18,0.10,0.00,41336,41336,,13514,25081,34576,506,,96924,30861,31874,65347,128082,2317,2317
40207,PO,BO1,Stg. Montess.sch. Veenendaal,2015,40207-2015,779240,102914,94795,,1019003,0.76,0.10,0.09,0.00,43122,43122,,13097,15337,33521,536,,77491,30088,27731,70454,128273,2317,2317
40207,PO,BO1,Stg. Montess.sch. Veenendaal,2016,40207-2016,813490,108975,91831,,1060248,0.77,0.10,0.09,0.00,49192,49192,,15169,23767,32625,787,,112673,25861,33011,73753,132625,2426,2426
40237,PO,BO4,Stichting 5xO,2012,40237-2012,4968110,1699126,,107392,6654649,0.75,0.26,0.00,0.02,235282,235282,18500,,185350,193373,35835,138402,652960,157233,290315,1496972,1944520,11305,21286
40237,PO,BO4,Stichting 5xO,2013,40237-2013,4914851,1120305,698874,85484,6584155,0.75,0.17,0.11,0.01,199910,199910,30292,60192,198010,195786,48578,16574,629432,160464,407036,948841,1516341,13828,13828
40237,PO,BO4,Stichting 5xO,2014,40237-2014,4941414,1178086,690046,102123,6758034,0.73,0.17,0.10,0.02,207523,207523,16572,97621,186310,202234,34793,27528,365952,202358,283024,605873,1091255,24521,24521
40237,PO,BO4,Stichting 5xO,2015,40237-2015,4791212,1068666,583477,168073,6515261,0.74,0.16,0.09,0.03,188557,188557,36440,73389,146648,235906,32768,15533,540684,203060,,1164180,1687242,53000,91632
40237,PO,BO4,Stichting 5xO,2016,40237-2016,4524351,1025100,534895,287352,6351106,0.71,0.16,0.08,0.05,169309,169309,122003,83148,177722,191763,22120,12152,608908,233908,,869901,1345555,78113,82046
40257,PO,BO4,Sticht. Atlant Basisonderwijs,2012,40257-2012,8462084,937637,1061865,,10307947,0.82,0.09,0.10,0.00,351406,351406,40663,85305,153713,287727,25658,,593066,279205,515522,159607,954334,,71364
40257,PO,BO4,Sticht. Atlant Basisonderwijs,2013,40257-2013,8074445,871058,1090007,,9881092,0.82,0.09,0.11,0.00,356061,356061,30156,86576,175552,277102,27343,,596729,288866,417514,134196,840576,,65204
40257,PO,BO4,Sticht. Atlant Basisonderwijs,2014,40257-2014,8286113,1005902,1108109,,10218437,0.81,0.10,0.11,0.00,350900,350900,31684,103847,165394,275850,27266,,604041,293102,450954,40594,784650,10959,12774
40257,PO,BO4,Sticht. Atlant Basisonderwijs,2015,40257-2015,8202463,1019981,922921,271686,10464742,0.78,0.10,0.09,0.03,368513,368513,31501,287686,146562,289842,29606,,785197,283846,111655,122587,905089,5901,5901
40257,PO,BO4,Sticht. Atlant Basisonderwijs,2016,40257-2016,8156606,1081189,917642,210210,10727539,0.76,0.10,0.09,0.02,436731,436731,32980,158119,127482,289634,34125,,979092,280190,115163,108598,949824,8044,8044
40269,PO,BO1,Stg. Interconf. BO R'dam eo,2012,40269-2012,1116307,233379,153366,40290,1581158,0.71,0.15,0.10,0.03,40389,40389,,14131,21281,29778,2395,1482,69067,35234,56264,93653,185151,6799,10215
40269,PO,BO1,Stg. Interconf. BO R'dam eo,2013,40269-2013,1069123,243908,156140,60643,1565298,0.68,0.16,0.10,0.04,35919,35919,,8978,22515,26197,2411,34921,95022,33773,62014,33742,129529,6607,10463
40269,PO,BO1,Stg. Interconf. BO R'dam eo,2014,40269-2014,972044,202083,133494,102084,1440086,0.67,0.14,0.09,0.07,42012,42012,,16519,17748,28507,2301,111058,176133,29701,56894,56267,142862,6776,9378
40269,PO,BO1,Stg. Interconf. BO R'dam eo,2015,40269-2015,869618,173187,102881,126971,1287447,0.68,0.13,0.08,0.10,40523,40523,,-4241,19785,28095,2624,,96263,30404,,109550,199874,6958,9560
40269,PO,BO1,Stg. Interconf. BO R'dam eo,2016,40269-2016,933381,188501,106264,135613,1410164,0.66,0.13,0.08,0.10,41317,41317,,7960,21152,32978,2015,,114105,32238,,89347,207310,7260,10225
40272,PO,BO1,ISNO Yunus Emre Den Haag,2012,40272-2012,1600604,324546,198719,,2227342,0.72,0.15,0.09,0.00,67087,67087,769,49050,45546,72503,2406,1199,184973,172621,77924,111738,362283,5191,7188
40272,PO,BO1,ISNO Yunus Emre Den Haag,2013,40272-2013,1619243,339593,225526,,2236053,0.72,0.15,0.10,0.00,63610,63610,1631,31993,50757,57449,2673,3739,171992,151171,102770,159621,413562,5191,6855
40272,PO,BO1,ISNO Yunus Emre Den Haag,2014,40272-2014,1786211,426162,243618,,2535208,0.70,0.17,0.10,0.00,94399,94399,19266,67167,43797,82401,2694,833,240158,244990,107343,159498,511831,5191,7309
40272,PO,BO1,ISNO Yunus Emre Den Haag,2015,40272-2015,2186378,292867,244560,3161,3050725,0.72,0.10,0.08,0.00,124315,124315,46836,157655,60241,121686,2839,6819,420076,343428,225113,199299,767840,7708,7708
40272,PO,BO1,ISNO Yunus Emre Den Haag,2016,40272-2016,2879454,391722,301515,,3855595,0.75,0.10,0.08,0.00,159726,159726,88616,120008,109060,150171,8890,3848,504593,180018,326931,290102,797051,8289,8289
40278,PO,BO6,Stichting Delta Onderwijs,2012,40278-2012,16762754,3345006,2267574,42485,21769446,0.77,0.15,0.10,0.00,594029,594029,104630,193923,508634,440352,108411,85361,2132771,706551,855184,578630,2140365,25050,25050
40278,PO,BO6,Stichting Delta Onderwijs,2013,40278-2013,15864067,3074286,2341838,41200,20963217,0.76,0.15,0.11,0.00,601264,601264,95029,87179,576052,442352,66904,44797,1824019,699599,855513,471903,2027015,25544,25544
40278,PO,BO6,Stichting Delta Onderwijs,2014,40278-2014,15284021,3360344,2197620,43453,21100093,0.72,0.16,0.10,0.00,595086,595086,118168,216223,514263,418552,81596,35628,2239604,671583,863920,515758,2051261,26544,26544
40278,PO,BO6,Stichting Delta Onderwijs,2015,40278-2015,16251754,992082,1865341,128898,21254780,0.76,0.05,0.09,0.01,682386,682386,127276,70379,486869,410798,100919,38794,2099833,705652,846973,587075,2139700,24378,24378
40278,PO,BO6,Stichting Delta Onderwijs,2016,40278-2016,16075280,2072251,1846785,85733,21248180,0.76,0.10,0.09,0.00,705351,705351,130318,101583,520678,434623,107116,76258,2371358,627346,889249,546967,2063562,27213,36530
40281,PO,BO1,Stg. Jenapl. B.s. Vlinderbos,2012,40281-2012,594253,127329,78981,,767457,0.77,0.17,0.10,0.00,21379,21379,,1797,11377,27026,2198,1284,58682,30179,29341,25197,84717,3565,3565
40281,PO,BO1,Stg. Jenapl. B.s. Vlinderbos,2013,40281-2013,569091,120516,83519,,767254,0.74,0.16,0.11,0.00,17582,17582,,2215,14228,28045,-126,1811,61173,29368,28368,31344,89080,3210,3210
40281,PO,BO1,Stg. Jenapl. B.s. Vlinderbos,2014,40281-2014,575042,136956,82051,,781958,0.74,0.18,0.10,0.00,15912,15912,426,5368,12764,28687,1411,1505,65161,34685,37273,40865,112823,4000,4000
40281,PO,BO1,Stg. Jenapl. B.s. Vlinderbos,2015,40281-2015,623634,80965,76370,,837012,0.75,0.10,0.09,0.00,25112,25112,,2923,10325,30613,1350,16207,83326,21696,37508,41851,101055,1869,1869
40281,PO,BO1,Stg. Jenapl. B.s. Vlinderbos,2016,40281-2016,696600,92633,79931,,889359,0.78,0.10,0.09,0.00,31987,31987,,4017,13060,31589,1521,11306,76493,31589,38377,60648,130614,4118,4118
40284,PO,BO1,Stg. Bas.sch. Icarus Heemstede,2012,40284-2012,687991,98983,85164,28028,863945,0.80,0.11,0.10,0.03,28501,28501,,10146,18891,17770,2326,,72133,26277,38429,49239,113945,,
40284,PO,BO1,Stg. Bas.sch. Icarus Heemstede,2013,40284-2013,676171,102876,91185,21880,874465,0.77,0.12,0.10,0.03,29782,29782,,15042,22041,23027,1931,,85041,29527,36276,60836,126639,2300,2300
40284,PO,BO1,Stg. Bas.sch. Icarus Heemstede,2014,40284-2014,680355,113017,91902,30786,872947,0.78,0.13,0.11,0.04,29874,29874,,9693,20665,20587,2118,,76063,35519,51845,31832,119196,2637,2637
