bevoegdgezag,sector,groepering,naam,year,bestuur_key,lonenensalarissen,socialelasten,pensioenlasten,lastenpersoneelnietinloondienst,personeelslasten,lonenensalarissentotaalpersoneel,socialelastentotaalpersoneel,pensioenlastentotaalpersoneel,lastenpersoneelnietinloondienstt,afschrijvingenopmateriãlevasteac,afschrijvingen,huurlasten,onderhoudslastenkleinonderhoud,lastenvoorenergieenwater,schoonmaakkosten,belastingenenheffingen,overigeoverigehuisvestingslasten,huisvestingslasten,administratieenbeheerslasten,inventarisenapparatuur,overigeoverigeoverigelasten,overigelasten,accountantshonorariainzakehetond,accountantshonoraria,bevoegd_gezagnummer,bevoegd_gezagnaam,postcode_bevoegd_gezag,eenpitter,aantal_leerlingen,categorie_bestuuromvang,aantal_gewichtleerlingen,gemiddeld_leerlinggewicht,aandeel_apcg_leerlingen,aandeel_lwoo_leerlingen,aantal_voltijdleerlingen,aantal_deeltijdleerlingen,aantal_leerlingen_vbo_groen,aantal_bol_leerlingen,aantal_bol_deeltijdleerlingen,aantal_bbl_leerlingen,aandeel_leerlingen_randstad,omvang_formatie_totaal,omvang_formatie_manager,omvang_formatie_op,omvang_formatie_lio,omvang_formatie_oop_obp,omvang_formatie_onbekend,leerling_leraar_ratio,gewogen_deelnemer_leraar_ratio,omvang_formatie_op_la,omvang_formatie_op_lb,omvang_formatie_op_lc,omvang_formatie_op_ld,omvang_formatie_op_le,omvang_formatie_op_overig,aandeel_formatie_op_la,aandeel_formatie_op_lb,aandeel_formatie_op_lc,aandeel_formatie_op_ld,aandeel_formatie_op_le,aandeel_formatie_op_overig,streefpercentage_formatie_op_la,streefpercentage_formatie_op_lb,streefpercentage_formatie_op_lc,streefpercentage_formatie_op_ld,streefpercentage_formatie_op_le,streefpercentage_formatie_op_ove,omvang_formatie_op_brutsal,loonsom_op_brutsal,gemiddelde_loonsom_op_brutsal,solvabiliteiti,solvabiliteitii,rentabiliteit,liquiditeitcurrentratio,liquiditeitquickratio,weerstandsvermogenexclusiefmater,weerstandsvermogen,personeelslastenrijksbijdragen,personeelslastentotaalbatenplusf,personeelslastentotaallastenplus,voorzieningentotaalbatenplusfina,rijksbijdragentotaalbatenplusfin,overigeoverheidsbijdragenensubsi,huisvestingsratio,kapitalisatiefactor,algemenereservetotaalbatenplusfi,investeringeninventarisenapparat,nettowerkkapitaal,aantalinstellingen,variatieinlb,_merge
85321,PO,SBO,Stichting CSBO-Sneek,2013,85321-2013,2815337,373207,385565,17261,3643604,0.77,0.10,0.11,0.00,128232,128232,,82286,46419,38462,6173,,173340,88664,124285,50026,262975,1863,1863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
85321,PO,SBO,Stichting CSBO-Sneek,2014,85321-2014,2484105,572290,359145,46130,3431357,0.72,0.17,0.10,0.01,161709,161709,,65161,44260,46468,6545,2564,164998,86410,93678,79005,259093,2948,2948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
85321,PO,SBO,Stichting CSBO-Sneek,2015,85321-2015,2435359,495129,302997,46061,3277056,0.74,0.15,0.09,0.01,147194,147194,,42012,29322,45108,5735,1872,124049,87304,26136,61921,238435,4063,4063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
85321,PO,SBO,Stichting CSBO-Sneek,2016,85321-2016,2467911,411436,284759,13500,3224983,0.77,0.13,0.09,0.00,131089,131089,,45325,41390,43760,5406,6857,142738,85145,1323,119807,248730,3104,3104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
85476,PO,BO5,Stg. C.O. Harderwijk-Hierden,2012,85476-2012,7723830,1682779,1059041,,10662990,0.72,0.16,0.10,0.00,392306,392306,2372,29580,238296,40695,19845,22703,552991,194820,332195,323877,850892,14548,15948,85476,Stg. voor Christelijk Onderw. Harderwijk-Hierden,3843,0,2718,3,2868.3,1.1,0,0,0,0,0,0,0,0,,146,13.4,118.4,0,14.2,0,23,,89.300003,29,.1,0,0,0,75.400002,24.5,.1,0,0,0,,,,,,,118.41,363420.69,3069.27,0.67,0.81,0.05,3.00,3.00,0.15,0.32,0.90,0.82,0.86,0.06,0.91,0.01,0.05,0.45,0.08,0.01,0.19,11,1.0357255,matched (3)
85476,PO,BO5,Stg. C.O. Harderwijk-Hierden,2013,85476-2013,7917085,1699669,1151738,,11124924,0.71,0.15,0.10,0.00,407898,407898,1547,31021,282496,46853,20355,20485,702757,216700,367137,284800,868637,15047,17247,85476,Stg. voor Christelijk Onderw. Harderwijk-Hierden,3843,0,2727,3,2889.8999,1.1,0,0,0,0,0,0,0,0,,168.7,12.9,137.39999,0,18.5,0,19.9,,95.599998,41.799999,0,0,0,0,69.599998,30.4,0,0,0,0,,,,,,,137.35001,426861.69,3107.73,0.69,0.81,0.05,3.04,3.04,0.17,0.35,0.88,0.81,0.85,0.06,0.92,0.02,0.05,0.48,0.06,0.04,0.20,11,.90774447,matched (3)
85476,PO,BO5,Stg. C.O. Harderwijk-Hierden,2014,85476-2014,7993498,1963924,1158726,,11537960,0.69,0.17,0.10,0.00,453236,453236,11446,29736,252623,41349,22821,21667,1302642,223131,362801,298047,883979,15350,30363,85476,Stg. voor Christelijk Onderw. Harderwijk-Hierden,3843,0,2725,3,2875,1.1,0,0,0,0,0,0,0,0,,172.89999,13.2,140.89999,0,18.799999,0,19.299999,,85.300003,55.599998,0,0,0,0,60.5,39.5,0,0,0,0,58,40,2,0,0,0,140.88,445407.22,3161.6699,0.59,0.80,-0.06,2.83,2.83,0.10,0.30,0.92,0.86,0.81,0.10,0.94,0.02,0.09,0.48,0.06,0.02,0.19,11,1.2871392,matched (3)
85476,PO,BO5,Stg. C.O. Harderwijk-Hierden,2015,85476-2015,8267314,1241012,1026562,13056,11410965,0.72,0.11,0.09,0.00,473523,473523,18014,53172,210217,44969,24987,25480,818749,217674,232498,338660,996340,15135,19742,85476,Stg. voor Christelijk Onderw. Harderwijk-Hierden,3843,0,2750,3,2897,1.1,0,0,0,0,0,0,0,0,,169.60001,12.5,136.5,0,20.6,0,20.200001,,79.5,56.900002,0,0,0,0,58.299999,41.700001,0,0,0,0,,,,,,,136.45,440020.16,3224.6799,0.67,0.81,0.02,2.68,2.68,0.10,0.31,0.87,0.82,0.83,0.07,0.94,0.02,0.06,0.44,0.06,0.04,0.15,11,1.7814703,matched (3)
85476,PO,BO5,Stg. C.O. Harderwijk-Hierden,2016,85476-2016,8660425,1460267,1006632,13248,11423617,0.76,0.13,0.09,0.00,522608,522608,10854,26063,278957,47592,27240,66279,1165226,206554,205809,320297,987665,15488,18676,85476,Stg. voor Christelijk Onderw. Harderwijk-Hierden,3843,0,2756,3,2896.7,1.1,0,0,0,0,0,0,0,0,,179.39999,12.9,145.10001,0,21.4,0,19,,91,54.200001,0,0,0,0,62.700001,37.299999,0,0,0,0,,,,,,,145.14999,482584.13,3324.74,0.67,0.84,0.03,3.20,3.20,0.11,0.33,0.82,0.79,0.81,0.08,0.96,0.02,0.08,0.47,0.04,0.03,0.18,11,1.6650963,matched (3)
85502,PO,BO1,Ver. SmdB Tot Stg. I.h. v. SCO,2012,85502-2012,684332,145626,90825,,907636,0.75,0.16,0.10,0.00,36925,36925,,9994,19930,2900,2854,569,36247,20192,43500,42123,105815,2239,2239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
85502,PO,BO1,Ver. SmdB Tot Stg. I.h. v. SCO,2013,85502-2013,678749,146394,99027,,923777,0.73,0.16,0.11,0.00,36784,36784,,6778,23000,3173,3111,542,36604,21312,40653,104750,166715,2239,2239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
85502,PO,BO1,Ver. SmdB Tot Stg. I.h. v. SCO,2014,85502-2014,657797,153374,92204,,941414,0.70,0.16,0.10,0.00,36118,36118,,4482,20821,2578,3194,193,31268,21248,46183,56549,123980,2299,2299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
85502,PO,BO1,Ver. SmdB Tot Stg. I.h. v. SCO,2015,85502-2015,634625,147257,76184,,882083,0.72,0.17,0.09,0.00,34358,34358,,6375,19663,3438,2914,,-27168,25149,,37590,105861,3631,3631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
85502,PO,BO1,Ver. SmdB Tot Stg. I.h. v. SCO,2016,85502-2016,622535,144106,71806,22916,853094,0.73,0.17,0.08,0.03,30051,30051,0,4022,19682,2345,3363,-33311,-3899,25102,259,53059,124898,3924,3924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
85581,PO,SPEC,Onderwijsstichting De Wijnberg,2012,85581-2012,1520680,314075,204161,50014,2145477,0.71,0.15,0.10,0.02,30320,30320,73068,5588,29811,26132,462,81963,217024,166020,140420,32112,338552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
85581,PO,SPEC,Onderwijsstichting De Wijnberg,2013,85581-2013,1746245,361037,236544,93753,2608940,0.67,0.14,0.09,0.04,25641,25641,90305,31092,30483,34373,522,4606,191381,190274,136978,53290,380542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
85581,PO,SPEC,Onderwijsstichting De Wijnberg,2014,85581-2014,2213101,481238,272767,364081,3368331,0.66,0.14,0.08,0.11,65130,65130,109642,40998,32065,54773,392,72100,309970,184636,197338,41314,423288,1818,1818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
85581,PO,SPEC,Onderwijsstichting De Wijnberg,2015,85581-2015,2369921,503786,249764,238834,3303278,0.72,0.15,0.08,0.07,75781,75781,124608,29062,34106,67066,1813,76299,332954,234097,4932,,699513,4420,4420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
85581,PO,SPEC,Onderwijsstichting De Wijnberg,2016,85581-2016,2427297,529593,251221,106996,3445466,0.70,0.15,0.07,0.03,94771,94771,181001,26119,33666,89851,0,77442,408079,322985,419,124685,786772,3597,3597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
85600,PO,BO5,Stg. 'Ieder kind telt' C.P.O.,2012,85600-2012,7714857,855981,970043,70042,9101505,0.85,0.09,0.11,0.01,214441,214441,24937,349061,193586,244103,27571,3527,842785,235580,495377,43948,774905,9223,9223,85600,Stichting 'Ieder kind telt' Chr. Prim. Onderw. Hellendoorn,7442,0,1986,2,2041.8,1,0,0,0,0,0,0,0,0,,122.3,20.6,93.5,0,8.1999998,0,21.299999,,75.599998,17.799999,0,0,0,0,80.900002,19.1,0,0,0,0,,,,,,,39.639999,114526.05,2889.47,0.55,0.59,0.02,1.67,1.67,0.11,0.19,0.88,0.83,0.83,0.02,0.94,0.01,0.08,0.34,0.05,0.02,0.09,10,1.7560285,matched (3)
85600,PO,BO5,Stg. 'Ieder kind telt' C.P.O.,2013,85600-2013,7548378,953468,1044152,77828,9076684,0.83,0.11,0.12,0.01,235606,235606,27440,320125,260750,238446,26144,,872905,222549,524650,26852,774051,5639,5639,85600,Stichting 'Ieder kind telt' Chr. Prim. Onderw. Hellendoorn,7442,0,1908,2,1955.7,1,0,0,0,0,0,0,0,0,,125.4,20.6,97.099998,0,7.8000002,0,19.700001,,78,19.1,0,0,0,0,80.400002,19.6,0,0,0,0,,,,,,,97.059998,303708.44,3129.0901,0.59,0.63,0.03,1.90,1.90,0.13,0.21,0.85,0.81,0.83,0.01,0.95,0.01,0.08,0.35,0.09,0.01,0.12,10,1.4098356,matched (3)
85600,PO,BO5,Stg. 'Ieder kind telt' C.P.O.,2014,85600-2014,6682466,1506775,969628,64181,8783921,0.76,0.17,0.11,0.01,147931,202894,29889,253094,201623,234040,25565,7563,751774,217924,478027,29958,725909,,,85600,Stichting 'Ieder kind telt' Chr. Prim. Onderw. Hellendoorn,7442,0,1798,2,1831.6,1,0,0,0,0,0,0,0,0,,109.4,19,83.800003,0,6.5999999,0,21.5,,66.599998,17.200001,0,0,0,0,79.5,20.5,0,0,0,0,58,40,2,0,0,0,83.779999,268850.09,3209.1001,0.58,0.62,0.00,1.81,1.81,0.14,0.22,0.88,0.84,0.84,0.02,0.96,0.01,0.07,0.39,0.09,0.02,0.12,10,1.7342539,matched (3)
85600,PO,BO5,Stg. 'Ieder kind telt' C.P.O.,2015,85600-2015,6293018,1385628,783137,259238,8547492,0.74,0.16,0.09,0.03,217274,217274,21204,944953,196951,224738,26337,,1414183,176126,150207,50677,657876,9000,9000,85600,Stichting 'Ieder kind telt' Chr. Prim. Onderw. Hellendoorn,7442,0,1749,2,1774.5,1,0,0,0,0,0,0,0,0,,102.3,14.3,81.199997,0,6.8000002,0,21.5,,64.400002,16.799999,0,0,0,0,79.300003,20.700001,0,0,0,0,,,,,,,81.199997,266948.63,3287.3601,0.62,0.67,-0.02,2.02,2.02,0.11,0.20,0.83,0.80,0.79,0.01,0.97,0.03,0.13,0.32,0.09,0.02,0.11,10,1.6745691,matched (3)
85600,PO,BO5,Stg. 'Ieder kind telt' C.P.O.,2016,85600-2016,6138650,1351430,730780,440840,8415930,0.73,0.16,0.09,0.05,217770,217770,21290,284160,178260,246930,24310,0,754950,166950,172350,91950,700210,12490,12490,85600,Stichting 'Ieder kind telt' Chr. Prim. Onderw. Hellendoorn,7442,0,1671,2,1694.7,1,0,0,0,0,0,0,0,0,,110.8,16.6,84,0,10.2,0,19.9,,67.699997,16.299999,0,0,0,0,80.599998,19.4,0,0,0,0,,,,,,,83.959999,283809.5,3380.1201,0.63,0.65,0.02,2.15,2.15,0.15,0.23,0.83,0.82,0.83,0.01,0.98,0.00,0.07,0.37,0.11,0.00,0.15,10,1.5311909,matched (3)
85775,PO,SPEC,Stg. Epilepsie Instell. Ned.,2012,85775-2012,4333604,929061,603531,80354,6108150,0.71,0.15,0.10,0.01,123396,123396,17637,79981,37138,67795,22469,12807,237827,127760,76753,165698,370211,16166,16166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
85775,PO,SPEC,Stg. Epilepsie Instell. Ned.,2013,85775-2013,4337348,924610,654374,116608,5914755,0.73,0.16,0.11,0.02,138675,138675,15423,91841,41170,84543,25174,19062,277213,244377,68132,163832,476341,16166,16166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
85775,PO,SPEC,Stg. Epilepsie Instell. Ned.,2014,85775-2014,4155955,976100,618948,188175,5987145,0.69,0.16,0.10,0.03,131451,131451,12825,72377,36961,83102,25120,21424,251809,180933,97955,171041,449929,14520,15851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
85775,PO,SPEC,Stg. Epilepsie Instell. Ned.,2015,85775-2015,4102292,507670,518206,244608,5982701,0.69,0.08,0.09,0.04,124612,124612,5873,29851,30919,70974,21404,16471,175492,156815,3558,158460,399060,6353,7200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
85775,PO,SPEC,Stg. Epilepsie Instell. Ned.,2016,85775-2016,4043424,520160,486005,287726,5701886,0.71,0.09,0.09,0.05,135782,135782,5227,48186,31832,68984,27152,15933,197314,188394,16882,144999,416559,6353,6353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
86035,PO,BO2,Votum Nostrum,2012,86035-2012,404483,84646,55526,24088,532658,0.76,0.16,0.10,0.05,19612,19612,,4354,7026,1810,938,653,14780,28175,19534,14306,62016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
86035,PO,BO2,Votum Nostrum,2013,86035-2013,352131,77271,51612,92943,568568,0.62,0.14,0.09,0.16,20936,20936,,7491,8755,2057,891,70,19265,29662,19632,19986,69279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
86035,PO,BO2,Votum Nostrum,2014,86035-2014,373828,88597,53135,52659,577948,0.65,0.15,0.09,0.09,23769,23769,,1226,4720,1997,944,260,14147,25680,25087,19450,70217,736,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
86035,PO,BO2,Votum Nostrum,2015,86035-2015,388342,89263,47564,14012,534725,0.73,0.17,0.09,0.03,25833,25833,,3153,5908,5203,680,,30644,23747,,26830,66740,1575,1575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
86035,PO,BO2,Votum Nostrum,2016,86035-2016,375904,88046,44320,17893,526458,0.71,0.17,0.08,0.03,27872,27872,,3623,6476,1834,1524,,29107,42957,,39668,99905,1622,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
86464,PO,BO1,Ver. v PCO 'Het Mosterdzaadje',2012,86464-2012,290750,63233,39638,,375223,0.77,0.17,0.11,0.00,15273,15273,,1107,7172,1966,1297,,23097,12541,20205,20683,53429,3677,3677,86464,Ver. voor Prot.-Chr. Onderwijs 'Het Mosterdzaadje',4221,1,78,1,78.300003,1,0,0,0,0,0,0,0,0,,5.8000002,1,4,0,.80000001,0,19.4,,4,0,0,0,0,0,100,0,0,0,0,0,,,,,,,4.02,12271.67,3050.0701,0.79,0.92,0.01,11.13,11.13,0.87,0.98,0.87,0.81,0.80,0.16,0.93,0.00,0.05,1.24,0.64,0.02,0.98,1,0,matched (3)
86464,PO,BO1,Ver. v PCO 'Het Mosterdzaadje',2013,86464-2013,280144,61938,40654,,379365,0.74,0.16,0.11,0.00,14926,14926,,1539,10095,1946,1359,,26494,11981,22925,21282,56188,2360,2360,86464,Ver. voor Prot.-Chr. Onderwijs 'Het Mosterdzaadje',4221,1,81,1,81,1,0,0,0,0,0,0,0,0,,6.0999999,1,4.3000002,0,.80000001,0,18.9,,4.3000002,0,0,0,0,0,100,0,0,0,0,0,,,,,,,4.29,13136.15,3060.6799,0.79,0.92,0.05,11.49,11.49,0.90,0.96,0.83,0.76,0.80,0.17,0.91,0.01,0.06,1.23,0.64,0.02,0.99,1,0,matched (3)
86464,PO,BO1,Ver. v PCO 'Het Mosterdzaadje',2014,86464-2014,293643,70669,41780,,402104,0.73,0.18,0.10,0.00,15207,15207,,1617,7831,1753,2156,,24912,11985,26089,18898,56972,2595,2595,86464,Ver. voor Prot.-Chr. Onderwijs 'Het Mosterdzaadje',4221,1,81,1,81,1,0,0,0,0,0,0,0,0,,6.8000002,1,5,0,.80000001,0,16.299999,,5,0,0,0,0,0,100,0,0,0,0,0,58,40,2,0,0,0,4.98,15004.95,3014.49,0.77,0.93,-0.01,12.74,12.74,0.88,0.97,0.87,0.82,0.81,0.20,0.94,0.01,0.05,1.25,0.63,0.04,1.01,1,0,matched (3)
86464,PO,BO1,Ver. v PCO 'Het Mosterdzaadje',2015,86464-2015,314780,72430,39079,,413977,0.76,0.17,0.09,0.00,15848,15848,,1608,9263,1989,1381,128,24369,16047,0,19577,64006,2692,2692,86464,Ver. voor Prot.-Chr. Onderwijs 'Het Mosterdzaadje',4221,1,78,1,78,1,0,0,0,0,0,0,0,0,,6.5999999,1,4.5,0,1.1,0,17.299999,,4.5,0,0,0,0,0,100,0,0,0,0,0,,,,,,,4.52,14250.3,3154.8799,0.76,0.92,0.02,11.72,11.72,0.85,0.92,0.83,0.78,0.80,0.20,0.95,0.02,0.05,1.21,0.60,0.01,0.99,1,0,matched (3)
86464,PO,BO1,Ver. v PCO 'Het Mosterdzaadje',2016,86464-2016,312723,71109,36343,0,425300,0.74,0.17,0.09,0.00,17067,17067,0,2586,8026,1921,772,106,27571,16972,0,20229,66469,2750,2750,86464,Ver. voor Prot.-Chr. Onderwijs 'Het Mosterdzaadje',4221,1,79,1,79,1,0,0,0,0,0,0,0,0,,6.5,1,4.5999999,0,.89999998,0,17.200001,,4.5999999,0,0,0,0,0,100,0,0,0,0,0,,,,,,,4.5799999,15365.46,3353.51,0.74,0.93,-0.03,12.30,12.30,0.78,0.90,0.86,0.82,0.79,0.23,0.95,0.01,0.05,1.22,0.58,0.08,0.96,1,0,matched (3)
86724,PO,BO1,Stg. Onderw. Kerkgenootsch.,2012,86724-2012,673051,139372,88187,1550,966348,0.70,0.14,0.09,0.00,55010,55010,10266,12977,19237,24172,7200,4411,111463,40074,30241,81915,152230,2582,2582,86724,Stg. voor Onderwijs van het Kerkgenootsch. Zev.-Dags Adv.,3712,1,270,1,271.5,1,0,0,0,0,0,0,0,0,,15.3,1,12.3,0,2,0,22,,8.8999996,3.4000001,0,0,0,0,72.199997,27.799999,0,0,0,0,,,,,,,10.23,27372.84,2675.22,0.49,0.64,0.03,2.15,2.15,-0.08,0.32,0.91,0.73,0.75,0.10,0.81,0.00,0.10,0.44,0.12,0.01,0.15,1,0,matched (3)
86724,PO,BO1,Stg. Onderw. Kerkgenootsch.,2013,86724-2013,638227,133794,90378,,914580,0.70,0.15,0.10,0.00,51549,51549,10187,9212,18580,22237,5851,5617,81684,28803,23144,63955,115902,3296,3296,86724,Stg. voor Onderwijs van het Kerkgenootsch. Zev.-Dags Adv.,3712,1,266,1,268.39999,1,0,0,0,0,0,0,0,0,,16,1,13.1,0,1.9,0,20.200001,,9.6999998,3.4000001,0,0,0,0,74,26,0,0,0,0,,,,,,,13.14,36840.672,2804.3899,0.54,0.67,0.09,2.74,2.74,0.03,0.42,0.82,0.71,0.79,0.11,0.87,0.01,0.08,0.57,0.22,0.02,0.25,1,0,matched (3)
86724,PO,BO1,Stg. Onderw. Kerkgenootsch.,2014,86724-2014,658270,155727,91855,,954669,0.69,0.16,0.10,0.00,56320,56320,13241,12725,21884,31539,5935,3241,113565,32738,27663,67044,127445,2222,2222,86724,Stg. voor Onderwijs van het Kerkgenootsch. Zev.-Dags Adv.,3712,1,259,1,261.10001,1,0,0,0,0,0,0,0,0,,15.4,1,12.5,0,1.9,0,20.700001,,6.3000002,6.1999998,0,0,0,0,50.299999,49.700001,0,0,0,0,58,40,2,0,0,0,12.51,37031.91,2959.6399,0.70,0.84,0.10,3.16,3.16,0.18,0.49,0.88,0.68,0.76,0.10,0.78,0.00,0.10,0.50,0.20,0.02,0.24,1,0,matched (3)
86724,PO,BO1,Stg. Onderw. Kerkgenootsch.,2015,86724-2015,682731,157739,81414,,948497,0.72,0.17,0.09,0.00,49774,49774,3576,6478,18756,26792,6362,6739,128992,32252,32578,44325,109155,2152,2152,86724,Stg. voor Onderwijs van het Kerkgenootsch. Zev.-Dags Adv.,3712,1,252,1,255.3,1,0,0,0,0,0,0,0,0,,14.5,1,11.6,0,1.9,0,21.6,,5.5999999,6,0,0,0,0,48.299999,51.700001,0,0,0,0,,,,,,,11.65,35190.73,3021.49,0.71,0.88,0.03,4.34,4.34,0.22,0.57,0.83,0.74,0.77,0.13,0.90,0.00,0.12,0.59,0.34,0.00,0.33,1,0,matched (3)
86724,PO,BO1,Stg. Onderw. Kerkgenootsch.,2016,86724-2016,730430,98207,81911,,968976,0.75,0.10,0.08,0.00,48553,48553,,10366,18982,28392,11344,8269,111353,39224,36499,53642,129365,3328,3328,86724,Stg. voor Onderwijs van het Kerkgenootsch. Zev.-Dags Adv.,3712,1,256,1,258.10001,1,0,0,0,0,0,0,0,0,,16.200001,1,13.3,0,1.9,0,19.299999,,6.5,6.8000002,0,0,0,0,48.599998,51.400002,0,0,0,0,,,,,,,13.28,41993.66,3162.51,0.74,0.90,0.01,5.59,5.59,0.27,0.58,0.85,0.76,0.77,0.13,0.89,0.00,0.10,0.59,0.35,0.00,0.37,1,0,matched (3)
86802,PO,BO1,Ver. Basisond. te Hulshorst,2012,86802-2012,441406,89185,58720,,575210,0.77,0.16,0.10,0.00,26555,26555,,4667,9570,1800,1598,,17635,20142,24531,15017,59690,2723,2723,86802,Ver. v. Prot.-Chr. Basisond. te Hulshorst,8077,1,135,1,139.5,1,0,0,0,0,0,0,0,0,,9.5,2,6.5999999,0,.89999998,0,20.4,,6.5999999,0,0,0,0,0,100,0,0,0,0,0,,,,,,,6.5999999,19837.66,3003.9299,0.24,0.31,-0.05,0.80,0.80,-0.08,0.06,0.94,0.89,0.85,0.02,0.94,0.00,0.03,0.25,-0.02,0.00,-0.03,1,0,matched (3)
86802,PO,BO1,Ver. Basisond. te Hulshorst,2013,86802-2013,464061,53406,63534,,554490,0.84,0.10,0.11,0.00,26609,26609,,4039,11137,1288,1521,,17985,18894,34540,18294,71728,,1467,86802,Ver. v. Prot.-Chr. Basisond. te Hulshorst,8077,1,132,1,137.39999,1,0,0,0,0,0,0,0,0,,8.6000004,2,6,0,.5,0,21.9,,5,1,0,0,0,0,83.400002,16.6,0,0,0,0,,,,,,,6.04,18887.93,3129.0601,0.30,0.36,0.00,1.08,1.08,-0.04,0.07,0.87,0.83,0.83,0.01,0.95,0.00,0.03,0.22,0.01,0.01,0.01,1,0,matched (3)
86802,PO,BO1,Ver. Basisond. te Hulshorst,2014,86802-2014,491257,56090,62971,,592759,0.83,0.09,0.11,0.00,26719,26719,,2333,9513,1913,1024,,14783,21457,32004,9227,62688,2301,2301,86802,Ver. v. Prot.-Chr. Basisond. te Hulshorst,8077,1,115,1,118.3,1,0,0,0,0,0,0,0,0,,8.6000004,2,6.0999999,0,.5,0,18.799999,,4.5999999,1.5,0,0,0,0,74.699997,25.299999,0,0,0,0,58,40,2,0,0,0,6.1100001,19640.98,3217.0901,0.14,0.17,-0.04,0.84,0.84,-0.06,0.02,0.95,0.88,0.85,0.01,0.93,0.00,0.02,0.18,-0.01,0.01,-0.02,1,0,matched (3)
86802,PO,BO1,Ver. Basisond. te Hulshorst,2015,86802-2015,419057,53773,47275,,497437,0.84,0.11,0.10,0.00,27872,27872,,9302,6984,1733,1189,,19208,19585,6515,,57206,2541,2541,86802,Ver. v. Prot.-Chr. Basisond. te Hulshorst,8077,1,107,1,110.9,1,0,0,0,0,0,0,0,0,,9,3,5.4000001,0,.5,0,19.700001,,4.4000001,1,0,0,0,0,81.599998,18.4,0,0,0,0,,,,,,,5.4499998,18112.359,3326.3,0.53,0.55,0.11,1.85,1.85,0.05,0.13,0.77,0.73,0.82,0.00,0.95,0.00,0.03,0.22,0.09,0.01,0.08,1,0,matched (3)
