BEVOEGD_GEZAGNUMMER,JAAR,Key,BEVOEGD_GEZAGNAAM,POSTCODE_BEVOEGD_GEZAG,EENPITTER,AANTAL_LEERLINGEN,CATEGORIE_BESTUUROMVANG,AANTAL_GEWICHTLEERLINGEN,GEMIDDELD_LEERLINGGEWICHT,AANDEEL_APCG_LEERLINGEN,AANDEEL_LWOO_LEERLINGEN,AANTAL_VOLTIJDLEERLINGEN,AANTAL_DEELTIJDLEERLINGEN,AANTAL_LEERLINGEN_VBO_GROEN,AANTAL_BOL_LEERLINGEN,AANTAL_BOL_DEELTIJDLEERLINGEN,AANTAL_BBL_LEERLINGEN,AANDEEL_LEERLINGEN_RANDSTAD,OMVANG_FORMATIE_TOTAAL,OMVANG_FORMATIE_MANAGER,OMVANG_FORMATIE_OP,OMVANG_FORMATIE_LIO,OMVANG_FORMATIE_OOP_OBP,OMVANG_FORMATIE_ONBEKEND,LEERLING_LERAAR_RATIO,GEWOGEN_DEELNEMER_LERAAR_RATIO,OMVANG_FORMATIE_OP_LA,OMVANG_FORMATIE_OP_LB,OMVANG_FORMATIE_OP_LC,OMVANG_FORMATIE_OP_LD,OMVANG_FORMATIE_OP_LE,OMVANG_FORMATIE_OP_OVERIG,AANDEEL_FORMATIE_OP_LA,AANDEEL_FORMATIE_OP_LB,AANDEEL_FORMATIE_OP_LC,AANDEEL_FORMATIE_OP_LD,AANDEEL_FORMATIE_OP_LE,AANDEEL_FORMATIE_OP_OVERIG,STREEFPERCENTAGE_FORMATIE_OP_LA,STREEFPERCENTAGE_FORMATIE_OP_LB,STREEFPERCENTAGE_FORMATIE_OP_LC,STREEFPERCENTAGE_FORMATIE_OP_LD,STREEFPERCENTAGE_FORMATIE_OP_LE,STREEFPERCENTAGE_FORMATIE_OP_OVERIG,OMVANG_FORMATIE_OP_BRUTSAL,LOONSOM_OP_BRUTSAL,GEMIDDELDE_LOONSOM_OP_BRUTSAL,Solvabiliteit I(%),Solvabiliteit II(%),Rentabiliteit(%),Liquiditeit (current ratio)(%),Liquiditeit (quick ratio)(%),Weerstandsvermogen exclusief materi‘le vaste activa(%),Weerstandsvermogen(%),Personeelslasten / rijksbijdragen(%),Personeelslasten / totaal baten plus financi‘le baten(%),Personeelslasten / totaal lasten plus financi‘le lasten(%),Voorzieningen / totaal baten plus financi‘le baten(%),Rijksbijdragen / totaal baten plus financi‘le baten(%),Overige overheidsbijdragen en -subsidies / totaal baten plus financi‘le baten(%),Huisvestingsratio(%),Kapitalisatiefactor(%),Algemene reserve / totaal baten plus financi‘le baten,Investeringen inventaris en apparatuur / totaal baten plus financi‘le baten(%),Netto werkkapitaal(%),Aantal instellingen,Variatie in LB,Lonen en salarissen,Sociale lasten,Pensioenlasten,Lasten personeel niet in loondienst,Personeelslasten,Lonen en salarissen/totaal personeel,Sociale lasten/totaal personeel,Pensioenlasten/totaal personeel,Lasten personeel niet in loondienst/totaal personeel,Afschrijvingen op materiÔle vaste activa,Afschrijvingen,Huurlasten,Onderhoudslasten (klein onderhoud),Lasten voor energie en water,Schoonmaakkosten,Belastingen en heffingen,Overige (overige huisvestingslasten),Huisvestingslasten,Administratie- en beheerslasten,Inventaris en apparatuur,Overige (overige overige lasten),Overige lasten,Accountantshonoraria inzake het onderzoek van de jaarrekening,Accountantshonoraria
70085,2014,70085-2014,Stichting Hervormde Scholen voor Basisonderwijs,3905,0,1144,2,1237.3,1.1,0,0,0,0,0,0,0,0,,73.9,5.2,66.7,0,2,0,17.1,,46.6,20.1,0,0,0,0,69.8,30.2,0,0,0,0,58,40,2,0,0,0,66.71,209982.36,3147.7,0.66,0.77,-0.04,1.9,1.9,0.06,0.28,0.87,0.87,0.83,0.05,0.99,0,0.06,0.4,0.28,0.02,0.09,3,5.632051136,3531395,828969,502658,0,4708671,0.75,0.18,0.11,0,173302,173302,0,35709,77321,141058,5261,19324,328673,238775,123048,72039,433862,5435,5435
70085,2015,70085-2015,Stichting Hervormde Scholen voor Basisonderwijs,3905,0,1129,2,1213.6,1.1,0,0,0,0,0,0,0,0,,74,5.1,66.9,0,2,0,16.9,,47.7,19.2,0,0,0,0,71.3,28.7,0,0,0,0,,,,,,,66.85,212951.48,3185.33,0.61,0.78,-0.01,2.34,2.34,0.06,0.25,0.85,0.81,0.81,0.07,0.95,0.01,0.08,0.39,0.25,0.01,0.12,3,4.757099957,3649009,473690,447899,0,4767986,0.77,0.1,0.09,0,174016,174016,0,42826,83199,138451,2862,20287,467270,240445,75811,65178,479281,4592,4592
70085,2016,70085-2016,Stichting Hervormde Scholen voor Basisonderwijs,3905,0,1120,2,1202.8,1.1,0,0,0,0,0,0,0,0,,75.7,5.1,67.5,0,3.2,0,16.6,,47.9,19.6,0,0,0,0,71,29,0,0,0,0,,,,,,,67.48,225353.79,3339.47,0.61,0.78,0.02,2.57,2.57,0.09,0.26,0.85,0.81,0.82,0.07,0.95,0,0.07,0.41,0.26,0,0.15,3,4.735328218,3762153,506352,437913,0,4833867,0.78,0.1,0.09,0,185894,185894,0,52901,76412,142088,5816,47693,381659,274662,79922,39832,492980,10260,10260
70176,2012,70176-2012,Stichting Christel. Onderwijs Haaglanden,2517,0,8808,3,10543.5,1.2,0,0,0,0,0,0,0,0,,628.7,49.7,508.4,0.5,70.1,0,17.3,,381.5,127,0,0,0,0,75,25,0,0,0,0,,,,,,,322.86,912336.57,2825.79,0.78,0.8,0.05,2.8,2.8,0.42,0.45,0.95,0.8,0.83,0.01,0.84,0.09,0.06,0.58,0.24,0.02,0.2,29,4.248139484,42111233,4823266,5324877,898362,55745129,0.76,0.09,0.1,0.02,1363642,1363642,218143,496112,865733,1360762,103717,1122819,4167286,1262765,2082955,2378884,5724604,26400,51900
70176,2013,70176-2013,Stichting Christel. Onderwijs Haaglanden,2517,0,8752,3,10330.6,1.2,0,0,0,0,0,0,0,0,,627.6,49.6,513.5,0,64.5,0,17,,369.4,144.1,0,0,0,0,71.9,28.1,0,0,0,0,,,,,,,513.48,1552099.36,3022.68,0.75,0.77,0.06,2.7,2.7,0.46,0.49,0.94,0.79,0.83,0.02,0.83,0.11,0.07,0.64,0.28,0.02,0.24,29,4.175132464,40103543,6131528,5698051,2216469,57927544,0.69,0.11,0.1,0.04,1427395,1427395,256867,532887,1292097,1259858,83709,921591,5169287,1366727,1865571,2309611,5541909,33820,63284
70176,2014,70176-2014,Stichting Christel. Onderwijs Haaglanden,2517,0,8906,3,10363.1,1.2,0,0,0,0,0,0,0,0,,635,49.4,521.7,0.8,63.1,0,17.1,,374.3,147.5,0,0,0,0,71.7,28.3,0,0,0,0,58,40,2,0,0,0,521.26,1598655.26,3066.89,0.8,0.82,0,3.13,3.13,0.46,0.5,0.99,0.82,0.81,0.01,0.83,0.11,0.09,0.62,0.29,0.03,0.23,29,4.281682698,40176931,6632773,5569196,2430490,58989643,0.68,0.11,0.09,0.04,1609924,1609924,249116,677698,1104832,1385093,103963,2189304,6536398,1389041,2213421,2477328,6079790,33820,63284
70176,2015,70176-2015,Stichting Christel. Onderwijs Haaglanden,2517,0,9052,3,10311.4,1.1,0,0,0,0,0,0,0,0,,623.4,47.5,512.3,0,63.6,0,17.7,,362.3,149.9,0,0,0,0,70.7,29.3,0,0,0,0,,,,,,,512.25,1607856.41,3138.81,0.79,0.82,0.03,2.89,2.89,0.48,0.52,0.98,0.81,0.83,0.02,0.82,0.13,0.07,0.66,0.3,0.03,0.22,29,4.457649454,38237000,7041000,4577000,2843000,57624000,0.66,0.12,0.08,0.05,1567000,1567000,427000,375000,772000,1345000,121000,661000,4655000,583000,853000,1623000,5469000,26000,32000
70176,2016,70176-2016,Stichting Christel. Onderwijs Haaglanden,2517,0,8989,3,10085.8,1.1,0,0,0,0,0,0,0,0,,615.4,47.1,506.5,0,61.8,0,17.7,,350.4,156.1,0,0,0,0,69.2,30.8,0,0,0,0,,,,,,,506.52,1661975.89,3281.19,0.74,0.78,-0.01,2.61,2.61,0.46,0.51,1.01,0.84,0.83,0.03,0.84,0.11,0.07,0.68,0.23,0.02,0.23,29,4.891096352,39988000,6759000,4525000,3681000,59561000,0.67,0.11,0.08,0.06,1662000,1662000,415000,391000,970000,1375000,108000,927000,5146000,630000,246000,2235000,5239000,88000,105000
70280,2012,70280-2012,Ver. v. Prot.-Chr. Basisond.,3471,1,147,1,148.5,1,0,0,0,0,0,0,0,0,,10.3,0.8,8,0,1.5,0,18.4,,6.9,1,0,0,0,0,87.2,12.8,0,0,0,0,,,,,,,7.97,22253.04,2791.93,0.83,0.95,0.02,16.21,16.21,1.28,1.39,0.87,0.79,0.78,0.2,0.9,0.03,0.06,1.68,0.42,0.06,1.36,1,0,447820,86574,53532,0,543462,0.82,0.16,0.1,0,21485,21485,0,3303,14438,4170,1967,1719,40021,21782,16414,54374,92570,2293,2596
70280,2013,70280-2013,Ver. v. Prot.-Chr. Basisond.,3471,1,138,1,140.1,1,0,0,0,0,0,0,0,0,,8.6,0.8,7.2,0,0.6,0,19.2,,5.3,1.9,0,0,0,0,74.2,25.8,0,0,0,0,,,,,,,7.17,20548.39,2866.28,0.81,0.94,0,14.52,14.52,1.24,1.35,0.85,0.78,0.77,0.23,0.92,0.04,0.08,1.68,0.36,0.02,1.36,1,0,413483,89067,58707,0,551832,0.75,0.16,0.11,0,26654,26654,0,4736,15773,7619,2059,1759,57787,23588,19988,41122,84698,2316,2316
70280,2014,70280-2014,Ver. v. Prot.-Chr. Basisond.,3471,1,129,1,131.4,1,0,0,0,0,0,0,0,0,,9,0.8,7.5,0,0.6,0,17.2,,5.3,2.2,0,0,0,0,70.7,29.3,0,0,0,0,58,40,2,0,0,0,7.49,22129.08,2953.02,0.84,0.95,0.01,18.25,18.25,1.34,1.43,0.84,0.78,0.77,0.19,0.93,0.01,0.07,1.7,0.36,0,1.44,1,0,385122,92785,53209,0,522210,0.74,0.18,0.1,0,27154,27154,0,6503,13419,9476,2264,0,44662,16080,36585,32718,85383,2503,2503
70280,2015,70280-2015,Ver. v. Prot.-Chr. Basisond.,3471,1,136,1,138.1,1,0,0,0,0,0,0,0,0,,7.9,0.8,6.4,0,0.6,0,21.3,,4.6,1.8,0,0,0,0,71.7,28.3,0,0,0,0,,,,,,,6.38,18748.08,2936.82,0.84,0.95,0.05,18.58,18.58,1.35,1.42,0.78,0.74,0.78,0.19,0.95,0.01,0.04,1.69,0.38,0.01,1.46,1,0,388047,90082,45948,0,520446,0.75,0.17,0.09,0,25032,25032,0,3165,13096,3885,1489,2652,24287,9877,0,51604,93350,2000,2000
70280,2016,70280-2016,Ver. v. Prot.-Chr. Basisond.,3471,1,129,1,130.5,1,0,0,0,0,0,0,0,0,,9.5,0.8,7.1,0,1.5,0,18.1,,4.7,2.4,0,0,0,0,65.6,34.4,0,0,0,0,,,,,,,7.12,21845.09,3069.98,0.84,0.95,-0.02,17.91,17.91,1.32,1.42,0.83,0.8,0.79,0.19,0.96,0,0.04,1.69,0.39,0.03,1.46,1,0,407329,92868,45278,0,557162,0.73,0.17,0.08,0,22565,22565,0,4968,13034,3474,1693,2026,25195,30100,15,29643,100050,2333,2333
70358,2012,70358-2012,"Stg. th Verstr. C.o. op G.G., uitgaande van de Geref. G.i.N.",4461,1,100,1,103,1,0,0,0,0,0,0,0,0,,7.8,1,4.6,0,2.2,0,21.7,,4.6,0,0,0,0,0,100,0,0,0,0,0,,,,,,,3.61,9832.66,2721.62,0.84,0.89,0.08,6.59,6.59,0.53,0.68,0.79,0.73,0.79,0.04,0.93,0.03,0.07,0.74,0.23,0.01,0.5,1,0,313343,36879,37180,0,409903,0.76,0.09,0.09,0,16046,16046,176,2365,10277,3467,2513,2289,34987,20232,19145,21041,60418,3267,3267
70358,2013,70358-2013,"Stg. th Verstr. C.o. op G.G., uitgaande van de Geref. G.i.N.",4461,1,104,1,106.1,1,0,0,0,0,0,0,0,0,,8.2,1,4.6,0,2.6,0,22.4,,4.6,0,0,0,0,0,100,0,0,0,0,0,,,,,,,4.64,13444.53,2899.15,0.85,0.91,0.13,7.74,7.74,0.53,0.77,0.73,0.7,0.8,0.06,0.96,0,0.07,0.85,0.44,0.11,0.53,1,0,303312,38014,40834,0,411278,0.74,0.09,0.1,0,19163,19163,180,3593,10961,2427,2917,770,34278,15284,26759,9851,51894,2378,2378
70358,2014,70358-2014,"Stg. th Verstr. C.o. op G.G., uitgaande van de Geref. G.i.N.",4461,1,109,1,110.2,1,0,0,0,0,0,0,0,0,,8.6,1,5.3,0,2.3,0,20.6,,5.3,0,0,0,0,0,100,0,0,0,0,0,58,40,2,0,0,0,5.28,15378.12,2912.19,0.85,0.91,0.07,7.78,7.78,0.61,0.83,0.78,0.75,0.79,0.06,0.96,0,0.05,0.92,0.49,0.02,0.61,1,0,324927,42762,43344,0,442518,0.73,0.1,0.1,0,20500,20500,184,2044,11728,3963,3020,2532,27690,17225,32475,17399,67099,2426,2426
70358,2015,70358-2015,"Stg. th Verstr. C.o. op G.G., uitgaande van de Geref. G.i.N.",4461,1,113,1,113.9,1,0,0,0,0,0,0,0,0,,8.7,1,5.4,0,2.3,0,20.9,,5.4,0,0,0,0,0,100,0,0,0,0,0,,,,,,,5.39,16083.52,2981.8,0.88,0.9,0.08,7.37,7.37,0.67,0.86,0.8,0.79,0.86,0.02,0.98,0,0,0.93,0.53,0.01,0.64,1,0,364975,48377,41355,4925,498459,0.73,0.1,0.08,0.01,21623,21623,186,5003,9157,3164,3435,1082,755,18536,600,8986,60764,4907,4907
70358,2016,70358-2016,"Stg. th Verstr. C.o. op G.G., uitgaande van de Geref. G.i.N.",4461,1,123,1,123.3,1,0,0,0,0,0,0,0,0,,8.8,1,5.8,0,2,0,21.2,,5.8,0,0,0,0,0,100,0,0,0,0,0,,,,,,,5.8,17801.2,3070.76,0.87,0.9,-0.04,6.17,6.17,0.5,0.8,0.85,0.84,0.81,0.03,0.99,0,0.07,0.76,0.46,0,0.49,1,0,394213,54449,42070,14893,547864,0.72,0.1,0.08,0.03,18405,18405,187,4252,7635,4440,4768,2930,43500,15761,3674,13494,65065,2329,2329
70644,2012,70644-2012,R.K. Onderwijsstichting Giesbeek-Lathum,6987,1,298,1,301,1,0,0,0,0,0,0,0,0,,20.2,1,18.2,0,1,0,16.4,,12.2,6,0,0,0,0,67,33,0,0,0,0,,,,,,,18.18,53642.44,2951.07,0.71,0.87,-0.03,5.87,5.87,0.45,0.63,0.91,0.88,0.84,0.14,0.97,0,0.05,0.89,0.61,0.01,0.57,1,0,945086,128530,127630,7898,1191051,0.79,0.11,0.11,0.01,43583,43583,436,2305,24050,35500,1771,56,64118,17761,56910,37742,112413,1513,1513
70644,2013,70644-2013,R.K. Onderwijsstichting Giesbeek-Lathum,6987,1,289,1,291.1,1,0,0,0,0,0,0,0,0,,18.3,1,16.4,0,0.9,0,17.7,,10.4,6,0,0,0,0,63.3,36.7,0,0,0,0,,,,,,,16.35,48307.67,2953.95,0.69,0.85,-0.07,4.68,4.68,0.32,0.56,0.91,0.88,0.81,0.13,0.97,0,0.06,0.81,0.54,0.05,0.44,1,0,881008,184744,125993,20184,1186029,0.74,0.16,0.11,0.02,50747,50747,777,3131,12785,41279,1858,33117,92947,17959,72608,35528,126095,1561,1561
70644,2014,70644-2014,R.K. Onderwijsstichting Giesbeek-Lathum,6987,1,272,1,272.6,1,0,0,0,0,0,0,0,0,,16.1,1,14.2,0,0.9,0,19.2,,8.9,5.3,0,0,0,0,62.9,37.1,0,0,0,0,58,40,2,0,0,0,14.2,43259.47,3046.51,0.7,0.89,-0.08,5.82,5.82,0.26,0.53,0.92,0.89,0.82,0.15,0.96,0.01,0.06,0.71,0.51,0,0.4,1,0,806426,180903,109462,25483,1094234,0.74,0.17,0.1,0.02,55028,55028,0,3862,0,36489,950,30997,72298,17089,68984,32164,118237,1924,1924
70644,2015,70644-2015,R.K. Onderwijsstichting Giesbeek-Lathum,6987,1,240,1,240.3,1,0,0,0,0,0,0,0,0,,13.3,0,12.3,0,0.9,0,19.5,,7.1,5.3,0,0,0,0,57.3,42.7,0,0,0,0,,,,,,,12.32,38383.42,3114.93,0.68,0.87,-0.01,5.06,5.06,0.26,0.51,0.86,0.84,0.82,0.14,0.98,0,0.05,0.71,0.49,0.02,0.39,1,0,745783,95241,89454,52718,1029070,0.72,0.09,0.09,0.05,54599,54599,0,2320,15000,34363,979,1748,54410,15721,7946,31153,111212,2238,2238
70644,2016,70644-2016,R.K. Onderwijsstichting Giesbeek-Lathum,6987,1,229,1,229.3,1,0,0,0,0,0,0,0,0,,13.8,0.9,12,0,0.9,0,19.2,,6.7,5.3,0,0,0,0,56,44,0,0,0,0,,,,,,,11.95,39429.03,3298.34,0.71,0.87,0.07,5.61,5.61,0.38,0.62,0.78,0.77,0.83,0.14,0.98,0,0.05,0.83,0.59,0,0.52,1,0,684973,142659,78875,38359,892153,0.77,0.16,0.09,0.04,42195,42195,0,3966,11650,34216,1004,441,51277,16433,8644,18897,95320,3449,3449
71008,2012,71008-2012,Stichting Leerrijk!,5144,0,3359,3,3526.4,1,0,0,0,0,0,0,0,0,,196.9,20.3,168.4,0,8.2,0,19.9,,132.1,36.3,0,0,0,0,78.4,21.6,0,0,0,0,,,,,,,164.02,510087.83,3109.96,0.63,0.75,0,2.86,2.86,0.13,0.24,0.89,0.83,0.83,0.05,0.94,0,0.07,0.37,0.19,0,0.17,14,3.512589602,11664360,2408894,1579384,7763,15269888,0.76,0.16,0.1,0,421553,421553,100020,238583,322574,304478,34530,9508,1261456,515142,466522,517384,1499048,18755,18755
71008,2013,71008-2013,Stichting Leerrijk!,5144,0,3174,3,3350.7,1.1,0,0,0,0,0,0,0,0,,196.5,19.5,169.1,0,7.9,0,18.8,,125.9,43.1,0,0,0,0,74.5,25.5,0,0,0,0,,,,,,,169.05,526903.62,3116.78,0.65,0.76,0.03,3.08,3.08,0.17,0.26,0.84,0.79,0.81,0.05,0.94,0,0.07,0.41,0.23,0.01,0.21,14,3.304037934,11050138,2272583,1622765,0,14590207,0.76,0.16,0.11,0,404745,404745,60500,259461,350243,321245,37223,22272,1330944,617633,458815,587924,1664372,18755,18755
71008,2014,71008-2014,Stichting Leerrijk!,5144,0,3044,3,3221.6,1.1,0,0,0,0,0,0,0,0,,182.5,19.5,156.4,0,6.6,0,19.5,,112.9,43.5,0,0,0,0,72.2,27.8,0,0,0,0,58,40,2,0,0,0,156.41,497329.16,3179.72,0.68,0.79,0.01,3.42,3.42,0.19,0.29,0.86,0.82,0.82,0.05,0.95,0.01,0.08,0.42,0.26,0.02,0.22,14,2.830244815,10548546,2451310,1529424,2207,14249557,0.74,0.17,0.11,0,380782,380782,62374,300764,299414,335088,37592,41035,1326268,465754,410652,490605,1367011,18755,18755
71008,2015,71008-2015,Stichting Leerrijk!,5144,0,2944,3,3106.9,1.1,0,0,0,0,0,0,0,0,,172.7,16.4,149.7,0,6.6,0,19.7,,97.9,51.9,0,0,0,0,65.4,34.6,0,0,0,0,,,,,,,149.71,488629.03,3263.92,0.71,0.79,0.02,3.49,3.49,0.2,0.3,0.86,0.8,0.82,0.04,0.93,0.02,0.08,0.43,0.25,0.02,0.22,14,2.38892285,10288684,2353609,1290395,28713,14264283,0.72,0.17,0.09,0,402245,402245,65380,239850,283004,333218,40803,31929,1331952,479288,444717,487151,1411156,19663,19663
71008,2016,71008-2016,Stichting Leerrijk!,5144,0,2897,3,3058.4,1.1,0,0,0,0,0,0,0,0,,182.8,17.1,154.4,0,11.3,0,18.8,,105.5,48.9,0,0,0,0,68.3,31.7,0,0,0,0,,,,,,,154.38,510286.24,3305.37,0.7,0.78,-0.01,2.96,2.96,0.16,0.3,0.85,0.82,0.81,0.04,0.96,0.02,0.08,0.43,0.25,0.05,0.18,14,3.187654758,10198918,2454584,1203602,971961,14450194,0.71,0.17,0.08,0.07,384434,384434,122546,192282,322251,407695,12613,16143,1446935,256568,539314,737798,1533680,21076,24706
71242,2012,71242-2012,Deventer Leerschool,7411,1,233,1,233,1,0,0,0,0,0,0,0,0,,12.8,1,10,0,1.8,0,23.3,,7.8,2.2,0,0,0,0,77.8,22.2,0,0,0,0,,,,,,,10.01,31008.31,3098.69,0.69,0.75,0.04,3.86,3.86,0.24,0.33,0.85,0.75,0.78,0.03,0.89,0,0.08,0.45,0.2,0.01,0.27,1,0,629294,88429,78086,57727,836734,0.75,0.11,0.09,0.07,23917,23917,0,7305,14560,33403,1244,0,81512,15051,40936,78010,133997,1513,1513
71242,2013,71242-2013,Deventer Leerschool,7411,1,228,1,228,1,0,0,0,0,0,0,0,0,,15.2,1,11,1,2.2,0,20.8,,8.4,2.6,0,0,0,0,76.5,23.5,0,0,0,0,,,,,,,10.99,34172.1,3110.26,0.67,0.74,0.05,3.64,3.64,0.28,0.38,0.82,0.74,0.78,0.04,0.9,0,0.08,0.54,0.24,0.01,0.32,1,0,587132,123822,84862,51967,839505,0.7,0.15,0.1,0.06,23814,23814,0,6571,30038,26320,1432,0,89361,15340,37294,72729,125363,1561,1561
71242,2014,71242-2014,Deventer Leerschool,7411,1,229,1,229,1,0,0,0,0,0,0,0,0,,15,1.2,11.5,0,2.4,0,20,,8.2,3.3,0,0,0,0,71.4,28.6,0,0,0,0,58,40,2,0,0,0,11.47,36271.78,3161.21,0.59,0.67,-0.11,2.27,2.27,0.13,0.29,0.93,0.86,0.77,0.04,0.92,0,0.07,0.44,0.18,0.03,0.18,1,0,623770,143530,89149,84474,915358,0.68,0.16,0.1,0.09,25446,25446,0,2992,25217,35393,1301,0,84903,14927,42751,99949,157627,1670,1670
71242,2015,71242-2015,Deventer Leerschool,7411,1,230,1,230,1,0,0,0,0,0,0,0,0,,14.4,1,10.9,0,2.5,0,21.1,,7.6,3.3,0,0,0,0,69.9,30.1,0,0,0,0,,,,,,,10.9,35103.98,3219.43,0.59,0.73,0.02,3.15,3.15,0.15,0.28,0.83,0.77,0.79,0.07,0.93,0,0.09,0.44,0.23,0,0.23,1,0,639190,135005,78699,28854,894967,0.71,0.15,0.09,0.03,27778,27778,0,2394,22434,32048,1401,0,100964,14695,38376,56428,109499,1347,1347
71242,2016,71242-2016,Deventer Leerschool,7411,1,217,1,217.3,1,0,0,0,0,0,0,0,0,,14.4,1,11.3,0,2.1,0,19.2,,7.9,3.4,0,0,0,0,69.8,30.2,0,0,0,0,,,,,,,11.29,37572.26,3327.92,0.65,0.78,0.05,3.41,3.41,0.21,0.34,0.81,0.76,0.8,0.07,0.95,0,0.07,0.48,0.29,0.02,0.27,1,0,650454,85446,74147,41650,874091,0.74,0.1,0.08,0.05,27659,27659,0,3394,18608,33471,1541,0,77014,15645,34170,59593,109408,2239,2239
71463,2012,71463-2012,Ver. Alg. Bijz. Basisonderwijs 'De Opbouw',8701,1,81,1,83.1,1,0,0,0,0,0,0,0,0,,5.7,1,4.1,0,0.6,0,19.9,,4.1,0,0,0,0,0,100,0,0,0,0,0,,,,,,,4.06,13294.08,3274,0.63,0.78,0.09,3.37,3.37,0.2,0.31,0.8,0.73,0.8,0.07,0.91,0.04,0.07,0.48,0.24,0.01,0.25,1,0,262551,53116,37901,5294,343761,0.76,0.15,0.11,0.02,9045,9045,0,3471,11764,10770,2109,1363,29477,22778,6614,15773,45165,0,0
71463,2013,71463-2013,Ver. Alg. Bijz. Basisonderwijs 'De Opbouw',8701,1,88,1,89.8,1,0,0,0,0,0,0,0,0,,4.8,1,3.1,0,0.6,0,28.2,,3.1,0,0,0,0,0,100,0,0,0,0,0,,,,,,,3.12,10226.67,3274,0.62,0.77,-0.02,3.12,3.12,0.16,0.28,0.88,0.82,0.81,0.07,0.94,0.03,0.06,0.45,0.21,0.03,0.22,1,0,255177,52736,39808,77943,399219,0.64,0.13,0.1,0.2,10104,10105,0,3006,11047,11352,1528,974,27909,31417,11623,14089,57131,0,0
71463,2014,71463-2014,Ver. Alg. Bijz. Basisonderwijs 'De Opbouw',8701,1,103,1,106,1,0,0,0,0,0,0,0,0,,5.8,1,4.4,0,0.3,0,23.2,,4.4,0,0,0,0,0,100,0,0,0,0,0,58,40,2,0,0,0,4.43,14554.18,3282.03,0.62,0.76,0,2.65,2.65,0.1,0.25,0.86,0.82,0.82,0.06,0.96,0.03,0.06,0.4,0.18,0.05,0.16,1,0,258801,61507,39627,88264,441800,0.59,0.14,0.09,0.2,11140,11140,0,2468,11394,11647,2640,1080,34229,28068,11057,13149,52275,736,736
71463,2015,71463-2015,Ver. Alg. Bijz. Basisonderwijs 'De Opbouw',8701,1,111,1,115.5,1,0,0,0,0,0,0,0,0,,7.3,1,5.3,0,1,0,20.8,,5.3,0,0,0,0,0,100,0,0,0,0,0,,,,,,,5.33,17388.56,3261.78,0.6,0.79,0,2.54,2.54,0.05,0.21,0.81,0.77,0.77,0.07,0.95,0.02,0.09,0.35,0.15,0.06,0.11,1,0,316675,73115,40305,42447,481316,0.66,0.15,0.08,0.09,14186,14186,0,6175,14087,11696,1543,1500,57758,33624,0,28284,71927,1575,1575
71463,2016,71463-2016,Ver. Alg. Bijz. Basisonderwijs 'De Opbouw',8701,1,98,1,101.6,1,0,0,0,0,0,0,0,0,,7.7,1,5.7,0,1,0,17.1,,4.7,1,0,0,0,0,82.6,17.4,0,0,0,0,,,,,,,5.73,19352.89,3376.88,0.62,0.8,0.08,3.4,3.4,0.15,0.28,0.74,0.71,0.78,0.08,0.96,0.02,0.09,0.45,0.22,0.01,0.22,1,0,384416,86926,45748,212,485667,0.79,0.18,0.09,0,17198,17198,0,3288,15317,14521,894,2197,53267,36208,0,15479,67929,1622,1622
71488,2012,71488-2012,Stg. v. Kath. Primair Onderw. Amersfoort en Omstreken,3812,0,5338,3,5504.5,1,0,0,0,0,0,0,0,0,,345.5,38.6,280.2,0,26.7,0,19.1,,235.5,44.7,0,0,0,0,84,16,0,0,0,0,,,,,,,280.19,838791.31,2993.65,0.56,0.72,0,2.15,2.15,0.06,0.19,0.88,0.84,0.84,0.05,0.95,0.01,0.07,0.33,0.13,0.01,0.11,16,3.580968212,17748554,3606908,2575356,108882,24054498,0.74,0.15,0.11,0,652026,652026,241264,335762,394292,428813,86043,39947,2108471,262558,866535,768204,1897297,14091,14091
71488,2013,71488-2013,Stg. v. Kath. Primair Onderw. Amersfoort en Omstreken,3812,0,5263,3,5408.8,1,0,0,0,0,0,0,0,0,,350.6,39.8,283.1,0,27.7,0,18.6,,228.8,54.3,0,0,0,0,80.8,19.2,0,0,0,0,,,,,,,283.12,851041.87,3005.92,0.57,0.7,0.05,2.3,2.3,0.11,0.23,0.84,0.81,0.85,0.05,0.96,0.01,0.07,0.4,0.17,0.02,0.16,16,3.489221499,17990747,3602871,2826326,174869,23984797,0.75,0.15,0.12,0.01,656226,656226,200414,235480,451405,408420,77621,12657,1870997,233871,829629,745279,1808779,18742,19533
71488,2014,71488-2014,Stg. v. Kath. Primair Onderw. Amersfoort en Omstreken,3812,0,5103,3,5227.5,1,0,0,0,0,0,0,0,0,,343,42.3,274.6,0,26.1,0,18.6,,219.1,55.5,0,0,0,0,79.8,20.2,0,0,0,0,58,40,2,0,0,0,274.59,842140.49,3066.87,0.56,0.7,-0.01,2.27,2.27,0.1,0.23,0.88,0.84,0.82,0.06,0.95,0.01,0.06,0.4,0.18,0.02,0.16,16,3.303325345,18111501,4149347,2719843,203583,23818557,0.76,0.17,0.11,0.01,834498,834498,208026,219130,334511,569832,72138,140344,1968981,408043,884683,991025,2283751,18033,18837
