bevoegdgezag,year,bestuur_key,sector,groepering,naam,lonenensalarissen,socialelasten,pensioenlasten,lastenpersoneelnietinloondienst,personeelslasten,lonenensalarissentotaalpersoneel,socialelastentotaalpersoneel,pensioenlastentotaalpersoneel,lastenpersoneelnietinloondienstt,afschrijvingenopmateriãlevasteac,afschrijvingen,huurlasten,onderhoudslastenkleinonderhoud,lastenvoorenergieenwater,schoonmaakkosten,belastingenenheffingen,overigeoverigehuisvestingslasten,huisvestingslasten,administratieenbeheerslasten,inventarisenapparatuur,overigeoverigeoverigelasten,overigelasten,accountantshonorariainzakehetond,accountantshonoraria,bevoegd_gezagnaam,postcode_bevoegd_gezag,eenpitter,aantal_leerlingen,categorie_bestuuromvang,aantal_gewichtleerlingen,gemiddeld_leerlinggewicht,aandeel_apcg_leerlingen,aandeel_lwoo_leerlingen,aantal_voltijdleerlingen,aantal_deeltijdleerlingen,aantal_leerlingen_vbo_groen,aantal_bol_leerlingen,aantal_bol_deeltijdleerlingen,aantal_bbl_leerlingen,aandeel_leerlingen_randstad,omvang_formatie_totaal,omvang_formatie_manager,omvang_formatie_op,omvang_formatie_lio,omvang_formatie_oop_obp,omvang_formatie_onbekend,leerling_leraar_ratio,gewogen_deelnemer_leraar_ratio,omvang_formatie_op_la,omvang_formatie_op_lb,omvang_formatie_op_lc,omvang_formatie_op_ld,omvang_formatie_op_le,omvang_formatie_op_overig,aandeel_formatie_op_la,aandeel_formatie_op_lb,aandeel_formatie_op_lc,aandeel_formatie_op_ld,aandeel_formatie_op_le,aandeel_formatie_op_overig,streefpercentage_formatie_op_la,streefpercentage_formatie_op_lb,streefpercentage_formatie_op_lc,streefpercentage_formatie_op_ld,streefpercentage_formatie_op_le,streefpercentage_formatie_op_ove,omvang_formatie_op_brutsal,loonsom_op_brutsal,gemiddelde_loonsom_op_brutsal,solvabiliteiti,solvabiliteitii,rentabiliteit,liquiditeitcurrentratio,liquiditeitquickratio,weerstandsvermogenexclusiefmater,weerstandsvermogen,personeelslastenrijksbijdragen,personeelslastentotaalbatenplusf,personeelslastentotaallastenplus,voorzieningentotaalbatenplusfina,rijksbijdragentotaalbatenplusfin,overigeoverheidsbijdragenensubsi,huisvestingsratio,kapitalisatiefactor,algemenereservetotaalbatenplusfi,investeringeninventarisenapparat,nettowerkkapitaal,aantalinstellingen,variatieinlb,merge_bestuurs_kenmerk_fin
38559,2014,38559-2014,PO,BO1,Kerkr der Geref Gemeente,1319647,260973,178407,53175,1799846,.73000002,.14,.1,.029999999,71793,71793,,14691,33065,74494,2451,7951,150652,65569,134302,26743,226614,2426,2426,Kerkenraad der Gereformeerde Gemeente Tricht-Geldermalsen,4181,1,551,2,597.79999,1.1,0,0,0,0,0,0,0,0,,34.299999,1,30.5,0,2.8,0,18.1,,24.200001,4.1999998,2,0,0,0,79.5,13.9,6.5999999,0,0,0,58,40,2,0,0,0,30.459999,87134.938,2860.8401,.8100000000000001,.89,.01,4.52,4.52,.42,.69,.83999997,.80000001,.80000001,.07,.94999999,0,.07,.76,.46,.03,.33,1,0,matched (3)
38559,2015,38559-2015,PO,BO1,Kerkr der Geref Gemeente,1459714,291710,168463,15374,1950933,.75,.15000001,.090000004,.0099999998,75283,75283,0,21913,34728,73383,3982,1397,153403,76361,12003,28122,252674,3570,3570,Kerkenraad der Gereformeerde Gemeente Tricht-Geldermalsen,4181,1,565,2,613.90002,1.1,0,0,0,0,0,0,0,0,,33.099998,1,29.299999,0,2.8,0,19.299999,,20.4,6.8000002,2,0,0,0,69.900002,23.299999,6.8000002,0,0,0,,,,,,,29.25,86502.391,2957,.82,.89,.03,4.91,4.91,.42,.65,.81,.77999997,.80000001,.050000001,.97000003,0,.06,.75,.44,.04,.34,1,0,matched (3)
38559,2016,38559-2016,PO,BO1,Kerkr der Geref Gemeente,1520106,296709,167216,18688,1968391,.76999998,.15000001,.079999998,.0099999998,86549,86549,0,20636,35063,74983,3430,3337,247449,84990,5952,31160,273921,5505,5505,Kerkenraad der Gereformeerde Gemeente Tricht-Geldermalsen,4181,1,568,2,616.59998,1.1,0,0,0,0,0,0,0,0,,33.599998,1,29.6,0,2.9000001,0,19.200001,,21.200001,6.4000001,2,0,0,0,71.5,21.700001,6.6999998,0,0,0,,,,,,,29.629999,92018.844,3105.22,.78,.89,0,5.33,5.33,.42,.63,.79000002,.75999999,.75999999,.090000004,.97000003,0,.1,.77,.42,.01,.37,1,0,matched (3)
38650,2012,38650-2012,PO,BO1,Ver. Stg. Scholen Bijbel,836198,175448,110775,,1122016,.75,.16,.1,0,43356,43356,76,10042,16041,29907,4666,1767,82499,64052,58953,22959,145964,,,Ver. Stg. Instandh. van Schol. met de Bijb.te Hark. e.o.,6732,1,309,1,347.70001,1.1,0,0,0,0,0,0,0,0,,20.5,1,17.299999,0,2.2,0,17.9,,15,2.3,0,0,0,0,86.599998,13.4,0,0,0,0,,,,,,,16.82,47687.789,2834.5901,.74,.86,.01,4.89,4.89,.28,.45,.83999997,.80000001,.81,.07,.94999999,.01,.06,.6,.43,.01,.34,1,0,matched (3)
38650,2013,38650-2013,PO,BO1,Ver. Stg. Scholen Bijbel,834371,159011,116677,,1077072,.76999998,.15000001,.11,0,37056,37056,,7795,23391,31282,5811,12883,96162,56800,53588,18810,129198,2378,2378,Ver. Stg. Instandh. van Schol. met de Bijb.te Hark. e.o.,6732,1,315,1,353.70001,1.1,0,0,0,0,0,0,0,0,,20,1,16.799999,0,2.2,0,18.700001,,14.5,2.3,0,0,0,0,86.199997,13.8,0,0,0,0,,,,,,,16.799999,46770.309,2783.6799,.74,.86,.07,4.96,4.96,.33,.51,.80000001,.75,.80000001,.079999998,.94,.02,.07,.6800000000000001,.5,.03,.39,1,0,matched (3)
38650,2014,38650-2014,PO,BO1,Ver. Stg. Scholen Bijbel,832390,164815,113123,6796,1091276,.75999999,.15000001,.1,.0099999998,48561,48561,,9266,17442,31780,6296,1680,89464,39928,56409,16873,113210,1820,1820,Ver. Stg. Instandh. van Schol. met de Bijb.te Hark. e.o.,6732,1,317,1,355.39999,1.1,0,0,0,0,0,0,0,0,,20.200001,1,16.5,0,2.7,0,19.200001,,14.2,2.3,0,0,0,0,85.900002,14.1,0,0,0,0,58,40,2,0,0,0,16.5,45945.172,2784.25,.77,.9,.06,6.92,6.92,.39,.57,.82999998,.76999998,.81,.090000004,.92000002,.02,.07,.73,.57,.04,.45,1,0,matched (3)
38650,2015,38650-2015,PO,BO1,Ver. Stg. Scholen Bijbel,841574,172279,96322,6026,1137531,.74000001,.15000001,.079999998,.0099999998,50271,50271,0,10350,20137,32388,5100,203,107178,46501,0,19835,125664,3085,3085,Ver. Stg. Instandh. van Schol. met de Bijb.te Hark. e.o.,6732,1,302,1,338,1.1,0,0,0,0,0,0,0,0,,20.1,1,17.299999,0,1.8,0,17.5,,14,3.3,0,0,0,0,80.900002,19.1,0,0,0,0,,,,,,,17.309999,49553.57,2863.46,.8,.9,.05,7.75,7.75,.45,.6,.81,.75999999,.80000001,.079999998,.93000001,.02,.08,.74,.59,0,.5,1,0,matched (3)
38650,2016,38650-2016,PO,BO1,Ver. Stg. Scholen Bijbel,874355,174115,94949,9324,1170713,.75,.15000001,.079999998,.0099999998,50099,50099,0,9814,14574,32545,6413,0,110346,34862,921,17060,115214,3539,3539,Ver. Stg. Instandh. van Schol. met de Bijb.te Hark. e.o.,6732,1,297,1,328.79999,1.1,0,0,0,0,0,0,0,0,,20.5,1,17.1,0,2.4000001,0,17.4,,13.8,3.3,0,0,0,0,80.699997,19.299999,0,0,0,0,,,,,,,17.120001,51273.871,2995.3701,.78,.91,.02,8.35,8.35,.49,.63,.83999997,.79000002,.81,.1,.94999999,.02,.08,.8100000000000001,.62,0,.5600000000000001,1,0,matched (3)
38819,2012,38819-2012,PO,BO2,Ver. Stg. Chr. Sch. Doornspijk,832925,175825,109200,560,1074644,.77999997,.16,.1,0,49215,49215,,2166,30022,3827,1553,7687,51255,71957,69271,18197,159425,4560,4560,De Ver. Stg. en Instandhouding Christ. Scholen te Doornspijk,8085,0,296,1,309.5,1,0,0,0,0,0,0,0,0,,16.9,1.1,12.3,0,3.5,0,24,,10.4,1.9,0,0,0,0,84.300003,15.7,0,0,0,0,,,,,,,11.61,35843.871,3086.6399,.8,.88,.08,3.59,3.59,.23,.57,.77999997,.74000001,.81,.050000001,.94999999,.01,.04,.49,.37,0,.23,2,.070710681,matched (3)
38819,2013,38819-2013,PO,BO2,Ver. Stg. Chr. Sch. Doornspijk,820429,160048,116171,2586,1094946,.75,.15000001,.11,0,44824,44824,,84,32412,2801,1648,9695,46640,58950,76544,14109,149603,4755,4755,De Ver. Stg. en Instandhouding Christ. Scholen te Doornspijk,8085,0,284,1,296.89999,1,0,0,0,0,0,0,0,0,,18.4,1,14,0,3.3,0,20.200001,,12.1,2,0,0,0,0,85.900002,14.1,0,0,0,0,,,,,,,14.04,42719.621,3042.6599,.87,.92,.24,9.16,9.16,.62,.72,.76999998,.63,.81999999,.039999999,.81999999,.01,-.01,.71,.41,.01,.52,2,.070710681,matched (3)
38819,2014,38819-2014,PO,BO2,Ver. Stg. Chr. Sch. Doornspijk,840836,165058,115549,,1140793,.74000001,.14,.1,0,39602,39602,,286,36037,2386,1338,9680,49727,52472,73229,21713,147414,4834,4834,De Ver. Stg. en Instandhouding Christ. Scholen te Doornspijk,8085,0,303,1,315.89999,1,0,0,0,0,0,0,0,0,,19,1,14.1,0,3.9000001,0,21.5,,12.2,1.9,0,0,0,0,86.300003,13.7,0,0,0,0,58,40,2,0,0,0,14.09,43736.281,3104.02,.83,.84,.04,3.76,3.76,.53,.91,.85000002,.80000001,.82999998,.0099999998,.94999999,.01,.04,.96,.54,0,.48,2,.070710681,matched (3)
38819,2015,38819-2015,PO,BO2,Ver. Stg. Chr. Sch. Doornspijk,948720,190607,110443,14299,1261991,.75,.15000001,.090000004,.0099999998,68537,68537,0,7402,37349,2646,1365,9019,112781,58739,1912,21883,157003,6462,6462,De Ver. Stg. en Instandhouding Christ. Scholen te Doornspijk,8085,0,315,1,327.29999,1,0,0,0,0,0,0,0,0,,22.200001,1,15.6,0,5.5999999,0,20.200001,,13.6,1.9,0,0,0,0,87.5,12.5,0,0,0,0,,,,,,,15.56,48318.012,3105.9099,.85,.9,-.02,5.25,5.25,.43,.8,.83999997,.80000001,.79000002,.039999999,.95999998,0,.07,.83,.47,.08,.42,2,.070710681,matched (3)
38819,2016,38819-2016,PO,BO2,Ver. Stg. Chr. Sch. Doornspijk,1001306,196936,110822,53336,1354451,.74000001,.15000001,.079999998,.039999999,70952,70952,,5509,33133,4110,1335,5621,102708,46087,3937,38899,172132,3393,3393,De Ver. Stg. en Instandhouding Christ. Scholen te Doornspijk,8085,0,320,1,331.10001,1,0,0,0,0,0,0,0,0,,23,1,17.5,0,4.5,0,18.200001,,15.6,1.9,0,0,0,0,89,11,0,0,0,0,,,,,,,17.540001,55995.691,3192.6001,.82,.89,-.04,5.05,5.05,.36,.73,.86000001,.82999998,.80000001,.07,.97000003,0,.06,.79,.42,.02,.39,2,.070710681,matched (3)
38872,2012,38872-2012,PO,BO1,Ver. BSO Ref. Grondslag H'sum,309278,66809,41692,,428825,.72000003,.16,.1,0,18585,18585,,29,8501,7887,734,2184,36140,105108,21045,18461,144614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
38872,2013,38872-2013,PO,BO1,Ver. BSO Ref. Grondslag H'sum,300930,57459,43446,,409775,.73000002,.14,.11,0,16863,16863,,535,7782,8236,1008,438,34804,108686,21992,6578,137256,2378,2378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
38872,2014,38872-2014,PO,BO1,Ver. BSO Ref. Grondslag H'sum,305206,59684,43189,,419662,.73000002,.14,.1,0,18473,18473,,567,6224,7776,727,610,32709,105851,18267,7492,131610,2426,2426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
38872,2015,38872-2015,PO,BO1,Ver. BSO Ref. Grondslag H'sum,355196,71810,41914,74460,471332,.75,.15000001,.090000004,.16,18810,18810,,102,7954,8372,146,805,41292,94589,,11198,123341,2480,2480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
38872,2016,38872-2016,PO,BO1,Ver. BSO Ref. Grondslag H'sum,321009,65135,38422,89982,435666,.74000001,.15000001,.090000004,.20999999,18256,18256,0,429,6713,8564,934,496,40550,20064,0,102070,138513,3086,3086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
38910,2012,38910-2012,PO,BO3,Ver. tot het Verstr. van OGG,1736632,379537,211095,,2410314,.72000003,.16,.090000004,0,83022,83022,,22922,128791,63920,4817,10003,268669,51449,95427,149259,296135,6000,6000,Vereniging tot het Verstrekken van Onderw. op Ger. Grondslag,3341,0,673,2,689.20001,1,0,0,0,0,0,0,0,0,,39,2.2,31.799999,0,5,0,21.1,,26.5,5.4000001,0,0,0,0,83.199997,16.799999,0,0,0,0,,,,,,,24.93,67956.25,2725.9399,.46,.73,-.02,2.77,2.77,.07,.22,.88,.81,.79000002,.13,.91000003,0,.09,.48,.16,.04,.21,2,1.8384776,matched (3)
38910,2013,38910-2013,PO,BO3,Ver. tot het Verstr. van OGG,1666452,325803,235137,,2410906,.69,.14,.1,0,82380,82380,,38743,116528,62092,5099,10812,283079,71457,97977,130996,300430,3680,3983,Vereniging tot het Verstrekken van Onderw. op Ger. Grondslag,3341,0,660,2,675,1,0,0,0,0,0,0,0,0,,38,3.2,30.9,0,3.9000001,0,21.299999,,27.4,3.5,0,0,0,0,88.5,11.5,0,0,0,0,,,,,,,30.940001,88061.352,2846.6399,.46,.78,.03,3.64,3.64,.11,.24,.83999997,.76999998,.77999997,.16,.92000002,0,.09,.51,.18,0,.27,2,1.767767,matched (3)
38910,2014,38910-2014,PO,BO3,Ver. tot het Verstr. van OGG,1713142,352038,231249,,2305467,.74000001,.15000001,.1,0,80257,80257,,49063,117027,56699,5048,10556,283025,73122,115482,126245,314849,4840,4840,Vereniging tot het Verstrekken van Onderw. op Ger. Grondslag,3341,0,649,2,663.09998,1,0,0,0,0,0,0,0,0,,40.200001,3.2,32.599998,0,4.5,0,19.9,,26.5,6,0,0,0,0,81.400002,18.6,0,0,0,0,58,40,2,0,0,0,32.560001,94753.992,2910.48,.47,.76,.03,3.31,3.31,.14,.27,.82999998,.75999999,.76999998,.16,.92000002,0,.1,.57,.2,.01,.3,2,.70710677,matched (3)
38910,2015,38910-2015,PO,BO3,Ver. tot het Verstr. van OGG,1726129,287032,200349,,2317581,.74000001,.12,.090000004,0,87416,87416,,16635,56191,56050,7380,9535,246140,93047,130691,126537,350275,5748,9076,Vereniging tot het Verstrekken van Onderw. op Ger. Grondslag,3341,0,678,2,691.5,1,0,0,0,0,0,0,0,0,,40.299999,2.5999999,31.700001,0,6,0,21.4,,26.700001,5,0,0,0,0,84.099998,15.9,0,0,0,0,,,,,,,31.73,93117.141,2934.27,.54,.84,.04,4.8,4.8,.18,.3,.79000002,.74000001,.76999998,.17,.94,0,.08,.5600000000000001,.23,.01,.34,2,0,matched (3)
38910,2016,38910-2016,PO,BO3,Ver. tot het Verstr. van OGG,1874243,365136,201061,,2497780,.75,.15000001,.079999998,0,89354,89354,,24433,51219,56891,5151,5219,183953,37270,148983,167118,353371,6322,6322,Vereniging tot het Verstrekken van Onderw. op Ger. Grondslag,3341,0,690,2,701.40002,1,0,0,0,0,0,0,0,0,,44.400002,2.5999999,35.400002,0,6.4000001,0,19.5,,29.299999,6.0999999,0,0,0,0,82.699997,17.299999,0,0,0,0,,,,,,,35.400002,107263.96,3030.4299,.53,.76,.05,3.47,3.47,.23,.34,.81999999,.75999999,.80000001,.15000001,.93000001,0,.06,.63,.27,.02,.37,2,.63639611,matched (3)
39001,2012,39001-2012,PO,BO1,Chr. Basisschool 'De Bornput',258617,56469,34206,2271,369683,.69999999,.15000001,.090000004,.0099999998,14416,14416,,7646,7996,1552,1717,,-17026,1283,2443,31868,35594,2279,2279,Ver. Verstr. v. Basisond. op Geref.Grondsl. BS 'De Bornput',4415,1,76,1,82.599998,1.1,0,0,0,0,0,0,0,0,,5.9000001,1,4.3000002,0,.60000002,0,17.799999,,3.5999999,.69999999,0,0,0,0,83.400002,16.6,0,0,0,0,,,,,,,3.96,10943.31,2763.6699,.9,.91,.08,7.79,7.79,.7,1,.89999998,.86000001,.92000002,.0099999998,.94999999,0,-.04,1.11,.54,.19,.6800000000000001,1,0,matched (3)
39001,2013,39001-2013,PO,BO1,Chr. Basisschool 'De Bornput',245686,48346,34899,1071,357087,.69,.14,.1,0,18697,18697,,2013,10916,900,1696,,20525,16013,23428,6040,45481,,,Ver. Verstr. v. Basisond. op Geref.Grondsl. BS 'De Bornput',4415,1,86,1,92,1.1,0,0,0,0,0,0,0,0,,5.5,1,4.1999998,0,.30000001,0,20.5,,3.5999999,.60000002,0,0,0,0,85.099998,14.9,0,0,0,0,,,,,,,4.1900001,11891.59,2839.6499,.91,.9300000000000001,.02,9.710000000000001,9.710000000000001,.71,.98,.83999997,.81,.81,.02,.95999998,0,.05,1.08,.53,-.05,.7,1,0,matched (3)
39001,2014,39001-2014,PO,BO1,Chr. Basisschool 'De Bornput',254638,50410,35499,1447,377550,.67000002,.13,.090000004,0,18402,18402,,3235,7699,807,2303,,19044,18839,808,29140,48787,2426,2426,Ver. Verstr. v. Basisond. op Geref.Grondsl. BS 'De Bornput',4415,1,84,1,89.699997,1.1,0,0,0,0,0,0,0,0,,6.1999998,1,4.1999998,0,1,0,20.1,,3.5999999,.60000002,0,0,0,0,85.099998,14.9,0,0,0,0,58,40,2,0,0,0,4.1799998,12125.46,2898.3301,.91,.9300000000000001,.01,10.61,10.61,.67,.95,.85000002,.81,.81,.029999999,.95999998,0,.04,1.05,.51,.06,.67,1,0,matched (3)
39001,2015,39001-2015,PO,BO1,Chr. Basisschool 'De Bornput',283920,58204,33476,1549,398257,.70999998,.15000001,.079999998,0,19025,19025,,4672,9804,1062,2040,,33578,17179,556,6643,47229,3085,3085,Ver. Verstr. v. Basisond. op Geref.Grondsl. BS 'De Bornput',4415,1,87,1,93.599998,1.1,0,0,0,0,0,0,0,0,,6.5999999,1,4.1999998,0,1.4,0,20.799999,,3.5999999,.60000002,0,0,0,0,85.099998,14.9,0,0,0,0,,,,,,,4.1799998,12527.83,2997.8,.86,.91,.01,8.67,8.67,.65,.89,.81,.79000002,.80000001,.059999999,.97000003,0,.07,1.04,.48,.01,.69,1,0,matched (3)
39001,2016,39001-2016,PO,BO1,Chr. Basisschool 'De Bornput',292282,57591,32435,1977,408262,.72000003,.14,.079999998,0,24496,24496,,4476,9028,1428,1876,,32808,18634,817,8303,57347,2329,2329,Ver. Verstr. v. Basisond. op Geref.Grondsl. BS 'De Bornput',4415,1,90,1,96.599998,1.1,0,0,0,0,0,0,0,0,,6.4000001,1,4.1999998,0,1.1,0,21.200001,,3.5999999,.60000002,0,0,0,0,85.300003,14.7,0,0,0,0,,,,,,,4.25,13411.76,3158.53,.84,.92,-.01,10.23,10.23,.66,.85,.81,.79000002,.77999997,.090000004,.98000002,0,.06,1.02,.46,.01,.73,1,0,matched (3)
39275,2012,39275-2012,PO,BO1,Ver. Verstr. Bas.ond. Ger. Gr.,1526021,324533,203593,,2079156,.73000002,.16,.1,0,59476,59476,,4125,32830,41376,2640,5983,102954,46234,83685,56687,186606,2280,2280,Vereniging tot het Verstrekken Basisond. Gereform. Grondslag,4251,1,608,2,630.79999,1,0,0,0,0,0,0,0,0,,33.700001,1.2,30.200001,0,2.4000001,0,20.200001,,30.200001,0,0,0,0,0,100,0,0,0,0,0,,,,,,,30.17,89138.07,2954.9099,.82,.9,.04,8.91,8.91,.5600000000000001,.67,.83999997,.82999998,.86000001,.07,.98000002,0,.04,.8100000000000001,.63,.01,.62,1,0,matched (3)
39275,2013,39275-2013,PO,BO1,Ver. Verstr. Bas.ond. Ger. Gr.,1592515,303905,229665,,2180081,.73000002,.14,.11,0,61520,61520,,6942,31142,41925,1182,47529,162720,51252,94697,67257,213206,40350,40350,Vereniging tot het Verstrekken Basisond. Gereform. Grondslag,4251,1,594,2,613.5,1,0,0,0,0,0,0,0,0,,36.599998,1.2,32.400002,0,3,0,18.299999,,32.400002,0,0,0,0,0,100,0,0,0,0,0,,,,,,,32.41,95349.188,2941.8,.8100000000000001,.91,.05,9.76,9.76,.55,.66,.81999999,.80000001,.82999998,.079999998,.98000002,0,.06,.8100000000000001,.62,.01,.62,1,0,matched (3)
39275,2014,39275-2014,PO,BO1,Ver. Verstr. Bas.ond. Ger. Gr.,1659150,328332,233016,,2205584,.75,.15000001,.11,0,74341,74341,,2259,27897,44787,3371,14226,126540,52614,97461,66440,216515,2426,2426,Vereniging tot het Verstrekken Basisond. Gereform. Grondslag,4251,1,576,2,590.70001,1,0,0,0,0,0,0,0,0,,37.599998,1.2,32.900002,0,3.5,0,17.5,,32.900002,0,0,0,0,0,100,0,0,0,0,0,58,40,2,0,0,0,32.919998,97111.633,2950.04,.8100000000000001,.91,.02,7.63,7.63,.47,.7,.87,.82999998,.83999997,.090000004,.95999998,0,.05,.86,.65,.13,.52,1,0,matched (3)
39275,2015,39275-2015,PO,BO1,Ver. Verstr. Bas.ond. Ger. Gr.,1735632,354117,206299,0,2237672,.77999997,.16,.090000004,0,87497,87497,0,6243,25339,44432,3403,3310,122227,54429,2251,60373,209829,2269,2269,Vereniging tot het Verstrekken Basisond. Gereform. Grondslag,4251,1,588,2,601.79999,1,0,0,0,0,0,0,0,0,,38.200001,1.2,34.099998,0,2.9000001,0,17.200001,,34.099998,0,0,0,0,0,100,0,0,0,0,0,,,,,,,34.09,102503.64,3006.4299,.8100000000000001,.9,0,7.59,7.59,.5,.7,.87,.83999997,.83999997,.079999998,.97000003,0,.05,.85,.65,0,.54,1,0,matched (3)
39275,2016,39275-2016,PO,BO1,Ver. Verstr. Bas.ond. Ger. Gr.,1749959,350917,197172,0,2363372,.74000001,.15000001,.079999998,0,100966,100966,0,5368,29338,44780,3440,5226,127652,52812,2439,47303,218648,2329,2329,Vereniging tot het Verstrekken Basisond. Gereform. Grondslag,4251,1,570,2,581.09998,1,0,0,0,0,0,0,0,0,,36.299999,1.2,32.400002,0,2.5999999,0,17.6,,27.4,3,2,0,0,0,84.599998,9.3000002,6.1999998,0,0,0,,,,,,,32.43,104382.92,3218.8,.8,.9,-.03,7.64,7.64,.46,.65,.88999999,.87,.83999997,.090000004,.97000003,0,.05,.8100000000000001,.6,.01,.52,1,0,matched (3)
39352,2012,39352-2012,PO,BO3,Stichting Nutsscholen Geldrop,2838099,598214,363102,47039,3706220,.76999998,.16,.1,.0099999998,124738,124738,4848,20187,70729,60970,12464,20213,189411,86678,191453,60460,338591,,,Stichting Nutsscholen Geldrop,5663,0,984,2,1055.7,1.1,0,0,0,0,0,0,0,0,,59.299999,3.9000001,52.799999,0,2.7,0,18.6,,38.900002,13.8,0,0,0,0,73.800003,26.200001,0,0,0,0,,,,,,,52.77,162911.56,3087.1399,.55,.7,0,1.78,1.78,.02,.16,.88,.85000002,.85000002,.039999999,.97000003,.01,.04,.28,.16,.01,.07,3,2.4248712,matched (3)
39352,2013,39352-2013,PO,BO3,Stichting Nutsscholen Geldrop,2811851,599608,407799,52226,3703941,.75999999,.16,.11,.0099999998,122018,122018,4906,21489,91058,45974,12510,9244,233677,74762,145149,71108,291019,4100,4100,Stichting Nutsscholen Geldrop,5663,0,942,2,1013.1,1.1,0,0,0,0,0,0,0,0,,58.5,4.9000001,49.799999,.40000001,3.4000001,0,18.9,,36.400002,13.4,0,0,0,0,73,27,0,0,0,0,,,,,,,49.82,156680.22,3145.1201,.62,.75,.09,2.82,2.82,.13,.23,.81999999,.76999998,.85000002,.050000001,.94999999,.01,.05,.38,.22,.01,.17,3,.45825756,matched (3)
39352,2014,39352-2014,PO,BO3,Stichting Nutsscholen Geldrop,2684268,627917,392735,152213,3763319,.70999998,.17,.1,.039999999,136904,136904,5232,24355,83444,47796,14550,4759,242636,78030,184832,82939,345801,7233,7233,Stichting Nutsscholen Geldrop,5663,0,900,2,977.40002,1.1,0,0,0,0,0,0,0,0,,53.900002,4.5,46.700001,0,2.7,0,19.299999,,30.700001,15.3,.69999999,0,0,0,65.699997,32.799999,1.5,0,0,0,58,40,2,0,0,0,46.720001,152760.39,3269.78,.63,.78,.03,3.41,3.41,.17,.27,.83999997,.81,.83999997,.059999999,.97000003,.01,.05,.43,.26,.02,.22,3,.98488575,matched (3)
39352,2015,39352-2015,PO,BO3,Stichting Nutsscholen Geldrop,2831208,650408,354281,91168,3814414,.74000001,.17,.090000004,.02,150676,150676,-2669,43061,89723,53387,14236,6880,396818,69840,,106269,363208,4733,5505,Stichting Nutsscholen Geldrop,5663,0,890,2,975.79999,1.1,0,0,0,0,0,0,0,0,,61,5.9000001,51.400002,0,3.7,0,17.299999,,30.4,20.4,.69999999,0,0,0,59.099998,39.599998,1.4,0,0,0,,,,,,,51.439999,169418.61,3293.79,.61,.8100000000000001,.01,3.77,3.77,.15,.28,.81999999,.80000001,.81,.090000004,.97000003,.01,.08,.46,.26,.05,.24,3,3.0566866,matched (3)
39352,2016,39352-2016,PO,BO3,Stichting Nutsscholen Geldrop,3163393,695436,368206,63108,4009427,.79000002,.17,.090000004,.02,152064,152064,,33943,80065,50862,16333,4969,286172,79407,,104960,391832,5042,5496,Stichting Nutsscholen Geldrop,5663,0,870,2,958.5,1.1,0,0,0,0,0,0,0,0,,63.200001,7.0999999,50.400002,0,5.6999998,0,17.299999,,33,17.4,0,0,0,0,65.5,34.5,0,0,0,0,,,,,,,50.369999,170212.27,3378.9399,.61,.8100000000000001,.02,3.9,3.9,.16,.29,.83999997,.81,.82999998,.1,.95999998,.01,.06,.47,.27,.03,.26,3,2.6286879,matched (3)
39534,2012,39534-2012,PO,BO1,Stichting Kruislandse Scholen,483705,103364,65662,,692861,.69999999,.15000001,.090000004,0,28488,28488,90,14322,13678,5191,872,2302,36455,18600,44828,18306,81734,1736,1736,Stichting Kruislandse Scholen,4756,1,198,1,201.89999,1,0,0,0,0,0,0,0,0,,10.8,1,9.1999998,0,.5,0,21.5,,7.5999999,1.6,0,0,0,0,82.300003,17.700001,0,0,0,0,,,,,,,9.2200003,27568.66,2991.6499,.8100000000000001,.91,.05,9.68,9.68,.55,.63,.82999998,.79000002,.82999998,.079999998,.95999998,0,.04,.78,.63,0,.61,1,0,matched (3)
39534,2013,39534-2013,PO,BO1,Stichting Kruislandse Scholen,477113,100354,68930,,660869,.72000003,.15000001,.1,0,26110,26110,90,4715,15590,4668,884,2943,40890,25641,47803,21539,94983,1791,1791,Stichting Kruislandse Scholen,4756,1,186,1,192.89999,1,0,0,0,0,0,0,0,0,,10.4,1,8.8999996,0,.5,0,20.9,,7.1999998,1.6,0,0,0,0,81.599998,18.4,0,0,0,0,,,,,,,8.8800001,26340.211,2965.24,.82,.91,.08,9.24,9.24,.6,.7,.76999998,.75,.80000001,.079999998,.95999998,.03,.05,.86,.7,.03,.66,1,0,matched (3)
