BEVOEGD_GEZAGNUMMER,JAAR,key,BEVOEGD_GEZAGNAAM,POSTCODE_BEVOEGD_GEZAG,EENPITTER,AANTAL_LEERLINGEN,CATEGORIE_BESTUUROMVANG,AANTAL_GEWICHTLEERLINGEN,GEMIDDELD_LEERLINGGEWICHT,AANDEEL_APCG_LEERLINGEN,AANDEEL_LWOO_LEERLINGEN,AANTAL_VOLTIJDLEERLINGEN,AANTAL_DEELTIJDLEERLINGEN,AANTAL_LEERLINGEN_VBO_GROEN,AANTAL_BOL_LEERLINGEN,AANTAL_BOL_DEELTIJDLEERLINGEN,AANTAL_BBL_LEERLINGEN,AANDEEL_LEERLINGEN_RANDSTAD,OMVANG_FORMATIE_TOTAAL,OMVANG_FORMATIE_MANAGER,OMVANG_FORMATIE_OP,OMVANG_FORMATIE_LIO,OMVANG_FORMATIE_OOP_OBP,OMVANG_FORMATIE_ONBEKEND,LEERLING_LERAAR_RATIO,GEWOGEN_DEELNEMER_LERAAR_RATIO,OMVANG_FORMATIE_OP_LA,OMVANG_FORMATIE_OP_LB,OMVANG_FORMATIE_OP_LC,OMVANG_FORMATIE_OP_LD,OMVANG_FORMATIE_OP_LE,OMVANG_FORMATIE_OP_OVERIG,AANDEEL_FORMATIE_OP_LA,AANDEEL_FORMATIE_OP_LB,AANDEEL_FORMATIE_OP_LC,AANDEEL_FORMATIE_OP_LD,AANDEEL_FORMATIE_OP_LE,AANDEEL_FORMATIE_OP_OVERIG,STREEFPERCENTAGE_FORMATIE_OP_LA,STREEFPERCENTAGE_FORMATIE_OP_LB,STREEFPERCENTAGE_FORMATIE_OP_LC,STREEFPERCENTAGE_FORMATIE_OP_LD,STREEFPERCENTAGE_FORMATIE_OP_LE,STREEFPERCENTAGE_FORMATIE_OP_OVERIG,OMVANG_FORMATIE_OP_BRUTSAL,LOONSOM_OP_BRUTSAL,GEMIDDELDE_LOONSOM_OP_BRUTSAL,Solvabiliteit I(%),Solvabiliteit II(%),Rentabiliteit(%),Liquiditeit (current ratio)(%),Liquiditeit (quick ratio)(%),Weerstandsvermogen exclusief materiÔle vaste activa(%),Weerstandsvermogen(%),Personeelslasten / rijksbijdragen(%),Personeelslasten / totaal baten plus financiÔle baten(%),Personeelslasten / totaal lasten plus financiÔle lasten(%),Voorzieningen / totaal baten plus financiÔle baten(%),Rijksbijdragen / totaal baten plus financiÔle baten(%),Overige overheidsbijdragen en -subsidies / totaal baten plus financiÔle baten(%),Huisvestingsratio(%),Kapitalisatiefactor(%),Algemene reserve / totaal baten plus financiÔle baten,Investeringen inventaris en apparatuur / totaal baten plus financiÔle baten(%),Netto werkkapitaal(%),Aantal instellingen,Variatie in LB
41853,2015,41853-2015,Stichting Spaarnesant,2034,0,6216,3,6824.1,1.1,0,0,0,0,0,0,0,0,,394.1,29.8,300.4,0.4,63.5,0,20.7,,209.3,91.1,0,0,0,0,69.7,30.3,0,0,0,0,,,,,,,300.41,951074.68,3165.9,0.56,0.69,-0.03,2.15,2.15,0.09,0.19,0.89,0.76,0.73,0.04,0.85,0.1,0.18,0.32,0.18,0.01,0.12,15,4.877043431
41853,2016,41853-2016,Stichting Spaarnesant,2034,0,6279,3,6833.4,1.1,0,0,0,0,0,0,0,0,,401.6,29.6,305.8,0.4,65.9,0,20.5,,212.1,93.6,0,0,0,0,69.4,30.6,0,0,0,0,,,,,,,305.79,1008064.86,3296.6,0.59,0.69,0,2.06,2.06,0.09,0.2,0.88,0.76,0.76,0.03,0.87,0.08,0.14,0.32,0.19,0.02,0.11,15,4.574560663
41856,2012,41856-2012,St. Samenw.best. prim. onderw. 'Gearhing',8701,0,2184,2,2257.8,1,0,0,0,0,0,0,0,0,,136.5,1,127.5,0,8,0,17.1,,93.6,33.9,0,0,0,0,73.4,26.6,0,0,0,0,,,,,,,127.53,403673.85,3165.4,0.55,0.73,0,2.84,2.84,0.16,0.27,0.9,0.84,0.83,0.09,0.93,0.05,0.07,0.49,0.26,0.01,0.24,25,0.604841577
41856,2013,41856-2013,St. Samenw.best. prim. onderw. 'Gearhing',8701,0,2152,2,2222.2,1,0,0,0,0,0,0,0,0,,127.9,1.2,118.9,0,7.9,0,18.1,,85.9,32.9,0,0,0,0,72.3,27.7,0,0,0,0,,,,,,,118.85,380770.02,3203.71,0.59,0.75,0.03,3.02,3.02,0.18,0.29,0.84,0.8,0.82,0.08,0.95,0.03,0.07,0.5,0.27,0.02,0.25,25,0.764809344
41856,2014,41856-2014,St. Samenw.best. prim. onderw. 'Gearhing',8701,0,2103,2,2161.2,1,0,0,0,0,0,0,0,0,,118.5,0.5,110.1,0,7.9,0,19.1,,77.3,32.8,0,0,0,0,70.2,29.8,0,0,0,0,58,40,2,0,0,0,110.1,361075.41,3279.6,0.57,0.73,-0.01,2.89,2.89,0.19,0.3,0.86,0.83,0.82,0.08,0.97,0.01,0.07,0.52,0.28,0.01,0.26,25,0.868868997
41856,2015,41856-2015,St. Samenw.best. prim. onderw. 'Gearhing',8701,0,2031,2,2090.1,1,0,0,0,0,0,0,0,0,,108.7,0.5,103,0,5.3,0,19.7,,70.5,32.5,0,0,0,0,68.5,31.5,0,0,0,0,,,,,,,102.98,338915.16,3291.23,0.58,0.74,0.03,3.02,3.02,0.21,0.31,0.83,0.79,0.81,0.09,0.95,0.01,0.09,0.53,0.31,0.01,0.28,25,0.940070919
41856,2016,41856-2016,St. Samenw.best. prim. onderw. 'Gearhing',8701,0,1931,2,1991,1,0,0,0,0,0,0,0,0,,102.4,0,97.5,0,4.9,0,19.8,,63.9,33.6,0,0,0,0,65.5,34.5,0,0,0,0,,,,,,,97.52,334448.33,3429.62,0.56,0.72,-0.01,2.83,2.83,0.2,0.3,0.85,0.83,0.82,0.09,0.97,0.01,0.08,0.54,0.3,0.02,0.28,25,0.826639785
41857,2012,41857-2012,Bestuurskant. Algem. Bijzond. Scholengroep Amsterdam,1087,0,2408,2,2532.8,1.1,0,0,0,0,0,0,0,0,,144.8,8.8,119.6,0,16.5,0,20.1,,85.5,34,0,0,0,0,71.5,28.5,0,0,0,0,,,,,,,114.71,337511.56,2942.2,0.44,0.58,-0.01,1.57,1.57,0.04,0.18,0.89,0.82,0.81,0.06,0.92,0.05,0.07,0.39,0.16,0,0.1,6,1.376105616
41857,2013,41857-2013,Bestuurskant. Algem. Bijzond. Scholengroep Amsterdam,1087,0,2516,3,2642.3,1.1,0,0,0,0,0,0,0,0,,153.9,10.6,127.6,0.2,15.5,0,19.7,,92.3,35.3,0,0,0,0,72.3,27.7,0,0,0,0,,,,,,,127.64,381043.4,2985.39,0.51,0.65,0.05,1.99,1.99,0.09,0.21,0.83,0.78,0.82,0.06,0.93,0.04,0.07,0.4,0.19,0.01,0.14,6,1.812181006
41857,2014,41857-2014,Bestuurskant. Algem. Bijzond. Scholengroep Amsterdam,1087,0,2500,3,2631.7,1.1,0,0,0,0,0,0,0,0,,159,10.6,132.1,0.2,16.2,0,18.9,,94.4,37.7,0,0,0,0,71.5,28.5,0,0,0,0,58,40,2,0,0,0,132.08,399911.7,3027.78,0.53,0.64,0,1.81,1.81,0.07,0.2,0.89,0.82,0.82,0.04,0.92,0.04,0.06,0.37,0.2,0.02,0.11,6,1.758408371
41857,2015,41857-2015,Bestuurskant. Algem. Bijzond. Scholengroep Amsterdam,1087,0,2485,2,2614.9,1.1,0,0,0,0,0,0,0,0,,165.9,10.8,138.4,0,16.7,0,18,,97.2,41.2,0,0,0,0,70.2,29.8,0,0,0,0,,,,,,,138.38,426633.99,3083.15,0.52,0.67,-0.02,1.92,1.92,0.06,0.18,0.89,0.83,0.81,0.05,0.92,0.05,0.08,0.33,0.15,0.02,0.1,6,2.169485346
41857,2016,41857-2016,Bestuurskant. Algem. Bijzond. Scholengroep Amsterdam,1087,0,2393,2,2512.1,1,0,0,0,0,0,0,0,0,,165.3,12.4,135.5,0,17.4,0,17.7,,90.6,44.8,0,0,0,0,66.9,33.1,0,0,0,0,,,,,,,135.49,436870.58,3224.39,0.48,0.65,0,1.88,1.88,0.05,0.17,0.88,0.8,0.81,0.06,0.91,0.04,0.07,0.35,0.14,0.02,0.11,6,2.313150809
41858,2012,41858-2012,Stg. Meerwerf Basisscholen Den Helder,1784,0,1559,2,1808.3,1.2,0,0,0,0,0,0,0,0,,120.1,11.1,100.3,0,8.7,0,15.5,,80.4,19.9,0,0,0,0,80.1,19.9,0,0,0,0,,,,,,,100.31,311817.71,3108.46,0.64,0.72,-0.08,2.94,2.94,0.33,0.43,0.96,0.9,0.82,0.06,0.94,0.04,0.08,0.67,0.28,0.01,0.36,7,1.58204208
41858,2013,41858-2013,Stg. Meerwerf Basisscholen Den Helder,1784,0,1469,2,1711.1,1.2,0,0,0,0,0,0,0,0,,121,11.4,99.1,0,10.4,0,14.8,,72.8,26.4,0,0,0,0,73.4,26.6,0,0,0,0,,,,,,,99.13,307368.04,3100.62,0.57,0.67,-0.08,2.31,2.31,0.21,0.33,0.93,0.89,0.81,0.05,0.96,0.02,0.09,0.58,0.22,0.03,0.25,7,1.062566525
41858,2014,41858-2014,Stg. Meerwerf Basisscholen Den Helder,1784,0,1436,2,1670,1.2,0,0,0,0,0,0,0,0,,112.6,10.4,92.6,0,9.7,0,15.5,,64,28.6,0,0,0,0,69.1,30.9,0,0,0,0,58,40,2,0,0,0,92.61,292022.56,3153.31,0.52,0.59,-0.07,1.68,1.68,0.11,0.26,0.94,0.88,0.82,0.03,0.94,0.03,0.08,0.5,0.17,0.04,0.14,7,0.503322296
41858,2015,41858-2015,Stg. Meerwerf Basisscholen Den Helder,1784,0,1479,2,1693.2,1.1,0,0,0,0,0,0,0,0,,100.8,9.1,83.2,0,8.6,0,17.8,,55.1,28.1,0,0,0,0,66.3,33.7,0,0,0,0,,,,,,,83.16,266664.18,3206.52,0.52,0.61,-0.02,1.77,1.77,0.1,0.24,0.85,0.83,0.81,0.04,0.98,0,0.08,0.46,0.15,0.01,0.14,7,0.702376917
41858,2016,41858-2016,Stg. Meerwerf Basisscholen Den Helder,1784,0,1438,2,1632.7,1.1,0,0,0,0,0,0,0,0,,108.7,11.5,87.5,0,9.7,0,16.4,,58.3,29.2,0,0,0,0,66.7,33.3,0,0,0,0,,,,,,,87.53,287032.03,3279.22,0.58,0.66,0.03,2.11,2.11,0.13,0.26,0.79,0.77,0.8,0.04,0.98,0.01,0.09,0.44,0.17,0.02,0.17,7,0.682432624
41860,2012,41860-2012,Stg. PlatOO best. voor openb. en alg. toegankelijk onderwijs,5709,0,2988,3,3094.2,1,0,0,0,0,0,0,0,0,,198.2,16.3,164.2,0,17.7,0,18.2,,144.8,18.6,0.8,0,0,0,88.2,11.4,0.5,0,0,0,,,,,,,162.11,487279.75,3005.88,0.64,0.79,0,1.8,1.8,0.18,0.31,0.87,0.81,0.8,0.07,0.94,0.01,0.07,0.47,0.29,0.02,0.08,15,0.986190361
41860,2013,41860-2013,Stg. PlatOO best. voor openb. en alg. toegankelijk onderwijs,5709,0,3006,3,3114.3,1,0,0,0,0,0,0,0,0,,189,17.1,152.9,0,19.1,0,19.7,,128.1,24.1,0.8,0,0,0,83.8,15.7,0.5,0,0,0,,,,,,,152.89,465296.27,3043.38,0.62,0.77,0.02,1.82,1.82,0.19,0.31,0.84,0.8,0.81,0.07,0.95,0.01,0.07,0.49,0.26,0.03,0.1,15,1.338371434
41860,2014,41860-2014,Stg. PlatOO best. voor openb. en alg. toegankelijk onderwijs,5709,0,3033,3,3147.3,1,0,0,0,0,0,0,0,0,,191.4,16.8,155.6,0,18.9,0,19.5,,130.1,24.8,0.8,0,0,0,83.6,15.9,0.5,0,0,0,58,40,2,0,0,0,155.63,481035.29,3090.89,0.61,0.76,-0.01,1.9,1.9,0.18,0.31,0.86,0.82,0.81,0.08,0.95,0.01,0.07,0.5,0.25,0.02,0.11,15,1.413641027
41860,2015,41860-2015,Stg. PlatOO best. voor openb. en alg. toegankelijk onderwijs,5709,0,3002,3,3106.4,1,0,0,0,0,0,0,0,0,,192.1,16.4,157.2,0,18.6,0,19.1,,129,27.4,0.8,0,0,0,82.1,17.4,0.5,0,0,0,,,,,,,157.15,494971.7,3149.61,0.61,0.79,-0.01,1.61,1.61,0.13,0.29,0.83,0.8,0.79,0.08,0.96,0.01,0.09,0.46,0.27,0.05,0.06,15,1.493063326
41860,2016,41860-2016,Stg. PlatOO best. voor openb. en alg. toegankelijk onderwijs,5709,0,3024,3,3124.8,1,0,0,0,0,0,0,0,0,,193.5,16.5,158.3,0,18.7,0,19.1,,127.5,30.1,0.8,0,0,0,80.5,19,0.5,0,0,0,,,,,,,158.35,518973.41,3277.46,0.62,0.8,-0.01,1.87,1.87,0.12,0.27,0.83,0.8,0.79,0.08,0.96,0.01,0.09,0.43,0.27,0.02,0.08,15,1.473091986
41862,2012,41862-2012,Stichting Openbaar Primair Onderwijs Deventer,7425,0,4170,3,4536.6,1.1,0,0,0,0,0,0,0,0,,276.5,18.9,226.9,2.4,28.3,0,18.4,,206.2,20.8,0,0,0,0,90.8,9.2,0,0,0,0,,,,,,,217.47,656566.2,3019.05,0.6,0.73,-0.01,2.25,2.25,0.12,0.34,0.9,0.84,0.83,0.07,0.94,0.03,0.07,0.47,0.27,0.01,0.18,15,1.210666876
41862,2013,41862-2013,Stichting Openbaar Primair Onderwijs Deventer,7425,0,4071,3,4399.8,1.1,0,0,0,0,0,0,0,0,,295.1,19.8,225.8,13.2,36.3,0,18,,199.2,26.6,0,0,0,0,88.2,11.8,0,0,0,0,,,,,,,225.82,689949.2,3055.34,0.64,0.78,0.02,2.68,2.68,0.14,0.34,0.89,0.82,0.83,0.07,0.92,0.03,0.08,0.45,0.29,0.01,0.2,15,1.286856635
41862,2014,41862-2014,Stichting Openbaar Primair Onderwijs Deventer,7425,0,4000,3,4312.9,1.1,0,0,0,0,0,0,0,0,,286.2,19.7,220.7,10,35.8,0,18.1,,190.7,30,0,0,0,0,86.4,13.6,0,0,0,0,58,40,2,0,0,0,220.47,688592.26,3123.31,0.63,0.79,-0.05,2.19,2.19,0.05,0.31,0.93,0.86,0.82,0.08,0.93,0.02,0.08,0.37,0.27,0.03,0.12,15,1.182612121
41862,2015,41862-2015,Stichting Openbaar Primair Onderwijs Deventer,7425,0,3874,3,4150,1.1,0,0,0,0,0,0,0,0,,287.5,20.4,217.3,12,37.9,0,17.8,,186.6,29.8,0,0,0,0.9,85.9,13.7,0,0,0,0.4,,,,,,,217.27,685872.47,3156.78,0.59,0.74,-0.05,1.62,1.62,0,0.26,0.95,0.87,0.83,0.07,0.91,0.02,0.07,0.32,0.23,0.01,0.07,15,1.254705429
41862,2016,41862-2016,Stichting Openbaar Primair Onderwijs Deventer,7425,0,3754,3,4023.1,1.1,0,0,0,0,0,0,0,0,,279.9,17.5,217.8,0,44.7,0,17.2,,183.6,33.3,0,0,0,0.9,84.3,15.3,0,0,0,0.4,,,,,,,217.79,711104.21,3265.06,0.58,0.75,-0.01,1.71,1.71,0.01,0.24,0.9,0.84,0.83,0.07,0.94,0.02,0.06,0.3,0.22,0.01,0.07,15,1.176232889
41863,2012,41863-2012,Stichting Islamitisch Primair Onderwijs,4816,0,457,1,693.1,1.5,0,0,0,0,0,0,0,0,,46.4,2,32.4,0,12,0,14.1,,31.4,1,0,0,0,0,96.9,3.1,0,0,0,0,,,,,,,32.36,97141.44,3002.19,0.68,0.72,-0.03,2.68,2.68,0.17,0.35,0.9,0.85,0.82,0.02,0.95,0.03,0.06,0.46,0.27,0.03,0.2,3,0.577350269
41863,2013,41863-2013,Stichting Islamitisch Primair Onderwijs,4816,0,486,1,723.6,1.5,0,0,0,0,0,0,0,0,,43,2.2,31.7,0,9,0,15.3,,30.3,1.4,0,0,0,0,95.5,4.5,0,0,0,0,,,,,,,31.74,96339.99,3035.55,0.65,0.68,0.04,2.52,2.52,0.22,0.38,0.82,0.77,0.8,0.02,0.94,0.04,0.08,0.54,0.3,0.01,0.25,3,0.503322296
41863,2014,41863-2014,Stichting Islamitisch Primair Onderwijs,4816,0,518,2,771.5,1.5,0,0,0,0,0,0,0,0,,42.7,1.9,30.8,0,10,0,16.8,,27.8,3,0,0,0,0,90.3,9.7,0,0,0,0,58,40,2,0,0,0,30.8,94078.13,3054.51,0.78,0.82,0.09,5.21,5.21,0.32,0.47,0.78,0.74,0.81,0.03,0.95,0.03,0.06,0.55,0.38,0.02,0.35,3,1
41863,2015,41863-2015,Stichting Islamitisch Primair Onderwijs,4816,0,579,2,846,1.5,0,0,0,0,0,0,0,0,,46.5,2,33.9,0,10.6,0,17.1,,30.9,3,0,0,0,0,91.2,8.8,0,0,0,0,,,,,,,33.91,104605.37,3084.52,0.75,0.8,0.07,4.68,4.68,0.36,0.48,0.8,0.75,0.8,0.03,0.94,0.05,0.06,0.61,0.4,0.02,0.4,3,1
41863,2016,41863-2016,Stichting Islamitisch Primair Onderwijs,4816,0,614,2,884,1.4,0,0,0,0,0,0,0,0,,50.3,3,34.6,0,12.7,0,17.7,,31.2,3.4,0,0,0,0,90.2,9.8,0,0,0,0,,,,,,,34.64,111687.6,3224.4,0.72,0.78,0.08,4,4,0.38,0.53,0.76,0.72,0.79,0.05,0.96,0.03,0.07,0.7,0.46,0.05,0.43,3,0.986576572
41866,2012,41866-2012,Stichting Openbaar Onderwijs Houten,3993,0,1223,2,1270.1,1,0,0,0,0,0,0,0,0,,67.8,5.6,60.2,0,2,0,20.3,,49,11.2,0,0,0,0,81.3,18.7,0,0,0,0,,,,,,,60.23,184279.3,3059.38,0.63,0.76,0,3.03,3.03,0.15,0.25,0.87,0.82,0.82,0.05,0.94,0.01,0.07,0.4,0.25,0.01,0.2,5,1.297304899
41866,2013,41866-2013,Stichting Openbaar Onderwijs Houten,3993,0,1285,2,1331.2,1,0,0,0,0,0,0,0,0,,69.7,6.4,61.7,0,1.6,0,20.8,,49.5,12.2,0,0,0,0,80.3,19.7,0,0,0,0,,,,,,,61.7,189643.13,3073.73,0.7,0.82,0.07,4.21,4.21,0.22,0.31,0.81,0.78,0.83,0.05,0.96,0.01,0.07,0.44,0.28,0.01,0.26,5,1.355728586
41866,2014,41866-2014,Stichting Openbaar Onderwijs Houten,3993,0,1300,2,1339.9,1,0,0,0,0,0,0,0,0,,71.4,5.7,64.1,0,1.6,0,20.3,,47.5,16.6,0,0,0,0,74.1,25.9,0,0,0,0,58,40,2,0,0,0,64.06,199465.11,3113.68,0.66,0.73,-0.02,2.77,2.77,0.19,0.3,0.87,0.84,0.83,0.03,0.97,0,0.07,0.45,0.27,0.01,0.22,5,1.699117418
41866,2015,41866-2015,Stichting Openbaar Onderwijs Houten,3993,0,1285,2,1323.1,1,0,0,0,0,0,0,0,0,,67.7,5.5,60.6,0,1.6,0,21.2,,44.8,15.8,0,0,0,0,73.9,26.1,0,0,0,0,,,,,,,60.62,191615.71,3161.13,0.59,0.7,-0.02,2.64,2.64,0.18,0.26,0.84,0.82,0.81,0.05,0.98,0,0.09,0.44,0.25,0.01,0.22,5,1.764369576
41866,2016,41866-2016,Stichting Openbaar Onderwijs Houten,3993,0,1287,2,1314.6,1,0,0,0,0,0,0,0,0,,68.6,6.1,60.9,0,1.7,0,21.1,,45.5,15.4,0,0,0,0,74.7,25.3,0,0,0,0,,,,,,,60.87,200371.47,3291.73,0.63,0.8,0.03,4.08,4.08,0.21,0.28,0.8,0.78,0.8,0.08,0.97,0,0.09,0.45,0.27,0.01,0.28,5,2.144294756
41868,2012,41868-2012,Stichting Talent Westerveld,7991,0,1360,2,1400.5,1,0,0,0,0,0,0,0,0,,85.6,10.5,72.5,0,2.6,0,18.8,,67.7,4.8,0,0,0,0,93.4,6.6,0,0,0,0,,,,,,,27.86,79309.23,2847.1,0.83,0.85,0.06,5.55,5.55,0.5,0.59,0.84,0.79,0.83,0.01,0.95,0.04,0.06,0.71,0.42,0.01,0.49,9,0.561248608
41868,2013,41868-2013,Stichting Talent Westerveld,7991,0,1284,2,1321.8,1,0,0,0,0,0,0,0,0,,90.3,8.4,77.3,0,4.7,0,16.6,,72,5.2,0,0,0,0,93.2,6.8,0,0,0,0,,,,,,,77.27,241793.71,3129.21,0.87,0.9,0.07,8.48,8.48,0.58,0.64,0.81,0.77,0.82,0.02,0.95,0.01,0.08,0.74,0.46,0.01,0.57,9,0.856511011
41868,2014,41868-2014,Stichting Talent Westerveld,7991,0,1199,2,1233.8,1,0,0,0,0,0,0,0,0,,87.5,6.5,74.2,0,6.8,0,16.2,,51.9,22.3,0,0,0,0,69.9,30.1,0,0,0,0,58,40,2,0,0,0,74.23,238782.85,3216.89,0.86,0.9,-0.03,8.42,8.42,0.6,0.67,0.88,0.85,0.81,0.03,0.97,0.01,0.07,0.78,0.5,0.01,0.61,9,1.876684429
41868,2015,41868-2015,Stichting Talent Westerveld,7991,0,1154,2,1182.5,1,0,0,0,0,0,0,0,0,,88.5,6.5,73.1,0,8.8,0,15.8,,48.7,24.4,0,0,0,0,66.6,33.4,0,0,0,0,,,,,,,73.12,238386,3260.35,0.82,0.88,-0.05,7.11,7.11,0.54,0.61,0.89,0.86,0.82,0.05,0.96,0.01,0.08,0.75,0.42,0.02,0.57,9,1.749126766
41868,2016,41868-2016,Stichting Talent Westerveld,7991,0,1094,2,1120.1,1,0,0,0,0,0,0,0,0,,77.6,6.9,66.6,0,4.1,0,16.4,,45.8,20.8,0,0,0,0,68.8,31.2,0,0,0,0,,,,,,,66.61,224870.56,3375.93,0.76,0.85,-0.01,5.28,5.28,0.46,0.61,0.82,0.8,0.8,0.07,0.98,0.01,0.09,0.79,0.45,0.08,0.52,9,1.241414963
41869,2012,41869-2012,Stichting Markant Onderwijs,4816,0,2067,2,2277.3,1.1,0,0,0,0,0,0,0,0,,138,8.2,121.5,0,8.2,0,17,,87,29.2,5.4,0,0,0,71.6,24,4.4,0,0,0,,,,,,,121.53,383537.56,3155.84,0.68,0.7,-0.02,0.99,0.99,0.15,0.3,0.92,0.84,0.81,0.01,0.91,0.07,0.06,0.44,0.21,0.03,0,8,0.724938421
41869,2013,41869-2013,Stichting Markant Onderwijs,4816,0,2010,2,2212.5,1.1,0,0,0,0,0,0,0,0,,135.5,10,117.3,0,8.2,0,17.1,,87.3,24.4,5.6,0,0,0,74.4,20.8,4.8,0,0,0,,,,,,,117.28,370048.28,3155.15,0.69,0.71,0.02,1.28,1.28,0.17,0.31,0.9,0.81,0.82,0.01,0.9,0.06,0.07,0.44,0.22,0,0.04,8,0.989859297
41869,2014,41869-2014,Stichting Markant Onderwijs,4816,0,2046,2,2242.2,1.1,0,0,0,0,0,0,0,0,,136.6,9.2,118.4,0,9.1,0,17.3,,84.4,28.8,4.1,0,0,1,71.3,24.3,3.5,0,0,0.8,58,40,2,0,0,0,118.36,379011.93,3202.27,0.7,0.72,-0.05,1.32,1.32,0.14,0.28,0.94,0.87,0.83,0.01,0.94,0.01,0.06,0.4,0.22,0.02,0.04,8,1.59323346
41869,2015,41869-2015,Stichting Markant Onderwijs,4816,0,2093,2,2272.4,1.1,0,0,0,0,0,0,0,0,,141.2,10.2,122,0,9,0,17.2,,81,35.9,4.1,0,0,1,66.4,29.4,3.4,0,0,0.8,,,,,,,121.99,396634.49,3251.3,0.63,0.66,-0.04,1.11,1.11,0.09,0.23,0.91,0.87,0.84,0.01,0.96,0.01,0.06,0.36,0.19,0.02,0.01,8,2.478154555
41869,2016,41869-2016,Stichting Markant Onderwijs,4816,0,2088,2,2242.5,1.1,0,0,0,0,0,0,0,0,,136.8,9.2,118.2,0,9.5,0,17.7,,76.3,37.7,4.1,0,0,0,64.6,31.9,3.5,0,0,0,,,,,,,118.16,401639.6,3399.06,0.65,0.68,-0.01,1.88,1.88,0.09,0.21,0.87,0.83,0.82,0.01,0.95,0.01,0.07,0.31,0.17,0.01,0.09,8,2.540950328
41871,2012,41871-2012,Stichting Openbaar Onderwijs Kampen,8262,0,795,2,854.4,1.1,0,0,0,0,0,0,0,0,,53.8,6.3,43,0,4.5,0,18.5,,37.3,5.7,0,0,0,0,86.8,13.2,0,0,0,0,,,,,,,42.97,134003.92,3118.38,0.69,0.71,0.01,2.73,2.73,0.29,0.4,0.89,0.83,0.83,0.01,0.94,0.04,0.08,0.54,0.4,0.04,0.29,5,0.487852437
41871,2013,41871-2013,Stichting Openbaar Onderwijs Kampen,8262,0,785,2,841.4,1.1,0,0,0,0,0,0,0,0,,51.8,6.3,39.6,2,4,0,19.8,,33.9,5.7,0,0,0,0,85.7,14.3,0,0,0,0,,,,,,,39.6,124616.39,3146.76,0.8,0.82,0.04,4.4,4.4,0.33,0.42,0.84,0.8,0.83,0.01,0.95,0.02,0.08,0.49,0.42,0.01,0.32,5,0.371483512
41871,2014,41871-2014,Stichting Openbaar Onderwijs Kampen,8262,0,823,2,881.2,1.1,0,0,0,0,0,0,0,0,,57,5.3,44.7,0,7,0,18.4,,37.1,7.6,0,0,0,0,83.1,16.9,0,0,0,0,58,40,2,0,0,0,44.66,139592.14,3125.37,0.82,0.85,0.01,5.26,5.26,0.36,0.44,0.89,0.83,0.83,0.01,0.93,0.01,0.08,0.5,0.43,0.01,0.35,5,0.486826458
41871,2015,41871-2015,Stichting Openbaar Onderwijs Kampen,8262,0,870,2,938.1,1.1,0,0,0,0,0,0,0,0,,58.6,3.3,49.1,3,3.2,0,17.7,,40.2,8.9,0,0,0,0,81.9,18.1,0,0,0,0,,,,,,,49.08,152884.45,3114.73,0.79,0.81,0.02,3.8,3.8,0.29,0.42,0.82,0.79,0.81,0.01,0.96,0.01,0.09,0.51,0,0.07,0.28,5,0.486826458
41871,2016,41871-2016,Stichting Openbaar Onderwijs Kampen,8262,0,907,2,973.6,1.1,0,0,0,0,0,0,0,0,,59.7,2.8,52.6,0,4.3,0,17.2,,42.7,9.9,0,0,0,0,81.2,18.8,0,0,0,0,,,,,,,52.61,169841.27,3228.02,0.75,0.76,0,2.68,2.68,0.2,0.39,0.85,0.81,0.82,0.01,0.95,0.01,0.09,0.44,0.38,0.05,0.2,5,0.794984277
41876,2012,41876-2012,Stichting Openbaar Primair Onderwijs Rivierenland,4005,0,2227,2,2500,1.1,0,0,0,0,0,0,0,0,,140,9.3,117.8,0,12.9,0,18.9,,91.3,26,0.4,0,0,0,77.5,22.1,0.3,0,0,0,,,,,,,117.77,364289.81,3093.27,0.58,0.75,0.02,2.82,2.82,0.12,0.23,0.91,0.82,0.84,0.07,0.91,0.08,0.07,0.37,0.23,0.03,0.18,7,6.401771518
41876,2013,41876-2013,Stichting Openbaar Primair Onderwijs Rivierenland,4005,0,2141,2,2397.5,1.1,0,0,0,0,0,0,0,0,,130.6,9.3,110.4,0,10.9,0,19.4,,80.1,29.9,0.4,0,0,0,72.6,27.1,0.4,0,0,0,,,,,,,110.42,349251.96,3162.86,0.61,0.77,0.04,2.99,2.99,0.14,0.26,0.88,0.8,0.83,0.07,0.91,0.07,0.06,0.39,0.26,0.01,0.19,7,5.855827378
41876,2014,41876-2014,Stichting Openbaar Primair Onderwijs Rivierenland,4005,0,2082,2,2327.4,1.1,0,0,0,0,0,0,0,0,,130,12,106.9,0,11.1,0,19.5,,78,28.9,0,0,0,0,73,27,0,0,0,0,58,40,2,0,0,0,106.85,343509,3214.82,0.59,0.76,-0.01,2.99,2.99,0.15,0.26,0.96,0.86,0.85,0.07,0.9,0.01,0.06,0.4,0.26,0,0.21,7,3.669346964
41876,2015,41876-2015,Stichting Openbaar Primair Onderwijs Rivierenland,4005,0,1906,2,2136.7,1.1,0,0,0,0,0,0,0,0,,123.8,10,103.7,0,10.1,0,18.4,,74.3,29.5,0,0,0,0,71.6,28.4,0,0,0,0,,,,,,,103.71,340002.07,3278.27,0.59,0.76,0.01,3.15,3.15,0.17,0.28,0.87,0.84,0.85,0.08,0.96,0.01,0.07,0.43,0.28,0,0.24,7,2.731528876
