,ONDERWIJSSECTOR,JAAR,BEVOEGD_GEZAGNUMMER,BEVOEGD_GEZAGNAAM,POSTCODE_BEVOEGD_GEZAG,EENPITTER,AANTAL_LEERLINGEN,CATEGORIE_BESTUUROMVANG,AANTAL_GEWICHTLEERLINGEN,GEMIDDELD_LEERLINGGEWICHT,AANDEEL_APCG_LEERLINGEN,AANDEEL_LWOO_LEERLINGEN,AANTAL_VOLTIJDLEERLINGEN,AANTAL_DEELTIJDLEERLINGEN,AANTAL_LEERLINGEN_VBO_GROEN,AANTAL_BOL_LEERLINGEN,AANTAL_BOL_DEELTIJDLEERLINGEN,AANTAL_BBL_LEERLINGEN,AANDEEL_LEERLINGEN_RANDSTAD,OMVANG_FORMATIE_TOTAAL,OMVANG_FORMATIE_MANAGER,OMVANG_FORMATIE_OP,OMVANG_FORMATIE_LIO,OMVANG_FORMATIE_OOP_OBP,OMVANG_FORMATIE_ONBEKEND,LEERLING_LERAAR_RATIO,GEWOGEN_DEELNEMER_LERAAR_RATIO,OMVANG_FORMATIE_OP_LA,OMVANG_FORMATIE_OP_LB,OMVANG_FORMATIE_OP_LC,OMVANG_FORMATIE_OP_LD,OMVANG_FORMATIE_OP_LE,OMVANG_FORMATIE_OP_OVERIG,AANDEEL_FORMATIE_OP_LA,AANDEEL_FORMATIE_OP_LB,AANDEEL_FORMATIE_OP_LC,AANDEEL_FORMATIE_OP_LD,AANDEEL_FORMATIE_OP_LE,AANDEEL_FORMATIE_OP_OVERIG,STREEFPERCENTAGE_FORMATIE_OP_LA,STREEFPERCENTAGE_FORMATIE_OP_LB,STREEFPERCENTAGE_FORMATIE_OP_LC,STREEFPERCENTAGE_FORMATIE_OP_LD,STREEFPERCENTAGE_FORMATIE_OP_LE,STREEFPERCENTAGE_FORMATIE_OP_OVERIG,OMVANG_FORMATIE_OP_BRUTSAL,LOONSOM_OP_BRUTSAL,GEMIDDELDE_LOONSOM_OP_BRUTSAL,Bevoegd Gezag,Sector,Groepering,Naam,Jaar,ImmateriÃ«le vaste activa,MateriÃ«le vaste activa,FinanciÃ«le vaste activa,Totaal van vaste activa,Voorraden,Vorderingen,Effecten (kortlopend),Liquide middelen,Totaal van vlottende activa,Totaal van activa,Eigen vermogen,Voorzieningen,Langlopende schulden,Kortlopende schulden,Totaal van passiva
1212,1,2014,40077,Stichting Noor,1065,0,705,2,1019.1,1.4,0.0,0.0,0,0,0,0,0,0,,56.8,3.0,45.7,0.0,8.1,0.0,15.4,,35.7,10.0,0.0,0.0,0.0,0.0,78.1,21.9,0.0,0.0,0.0,0.0,58.0,40.0,2.0,0.0,0.0,0.0,45.74,128366.26,2806.49,40077,PO,BO3,Stichting Noor,2014,,276.951,,276.951,,360.616,,258.992,619.608,896.559,-199.089,39.817,329.938,725.892,896.558
1213,1,2015,40077,Stichting Noor,1065,0,782,2,1101.5,1.4,0.0,0.0,0,0,0,0,0,0,,62.4,3.2,48.5,0.0,10.6,0.0,16.1,,39.1,9.4,0.0,0.0,0.0,0.0,80.6,19.4,0.0,0.0,0.0,0.0,,,,,,,48.54,137788.29,2838.71,40077,PO,BO3,Stichting Noor,2015,,389.276,35.889,425.165,,477.745,,518.680,996.425,1.421.590,143.732,133.934,118.119,1.025.805,1.421.590
1214,1,2016,40077,Stichting Noor,1065,0,908,2,1259.3,1.4,0.0,0.0,0,0,0,0,0,0,,70.9,2.6,50.2,0.6,17.5,0.0,18.1,,41.8,8.4,0.0,0.0,0.0,0.0,83.2,16.8,0.0,0.0,0.0,0.0,,,,,,,50.23,148639.0,2958.93,40077,PO,BO3,Stichting Noor,2016,,631.973,60.339,692.312,,604.675,,190.917,795.592,1.487.904,297.600,125.833,0,1.064.471,1.487.904
1215,1,2012,40114,"Stg. Prisma, stg. prot. chr. & oecumen. onderwijs in Almere",1314,0,5144,3,5320.7,1.0,0.0,0.0,0,0,0,0,0,0,,291.6,22.5,238.3,0.5,30.4,0.0,21.6,,189.9,48.4,0.0,0.0,0.0,0.0,79.7,20.3,0.0,0.0,0.0,0.0,,,,,,,238.27,684727.0,2873.75,40114,PO,BO5,Stichting Prisma,2012,,2.295.117,2.532.825,4.827.942,,1.514.960,,3.961.942,5.476.902,10.304.844,4.990.296,921.954,352.816,4.039.778,10.304.844
1216,2,2012,40114,"Stg. Prisma, stg. prot. chr. & oecumen. onderwijs in Almere",1314,0,267,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,40.8,3.0,26.7,0.0,11.1,0.0,10.0,,0.2,26.5,0.0,0.0,0.0,0.0,0.9,99.1,0.0,0.0,0.0,0.0,,,,,,,26.72,83600.83,3129.16,40114,PO,BO5,Stichting Prisma,2012,,2.295.117,2.532.825,4.827.942,,1.514.960,,3.961.942,5.476.902,10.304.844,4.990.296,921.954,352.816,4.039.778,10.304.844
1217,1,2013,40114,"Stg. Prisma, stg. prot. chr. & oecumen. onderwijs in Almere",1314,0,5148,3,5341.2,1.0,0.0,0.0,0,0,0,0,0,0,,301.7,21.3,248.6,0.5,31.3,0.0,20.7,,194.9,53.7,0.0,0.0,0.0,0.0,78.4,21.6,0.0,0.0,0.0,0.0,,,,,,,248.57,721649.6,2903.17,40114,PO,BO5,Stichting Prisma,2013,,2.176.316,2.150.000,4.326.316,,1.714.317,,4.963.366,6.677.683,11.003.999,5.270.270,1.239.092,333.837,4.160.800,11.003.999
1218,2,2013,40114,"Stg. Prisma, stg. prot. chr. & oecumen. onderwijs in Almere",1314,0,258,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,40.7,2.8,26.9,0.0,11.0,0.0,9.6,,0.0,26.9,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,,26.91,84910.64,3155.91,40114,PO,BO5,Stichting Prisma,2013,,2.176.316,2.150.000,4.326.316,,1.714.317,,4.963.366,6.677.683,11.003.999,5.270.270,1.239.092,333.837,4.160.800,11.003.999
1219,1,2014,40114,"Stg. Prisma, stg. prot. chr. & oecumen. onderwijs in Almere",1314,0,5035,3,5233.6,1.0,0.0,0.0,0,0,0,0,0,0,,294.5,21.9,240.6,0.0,32.0,0.0,20.9,,186.7,53.9,0.0,0.0,0.0,0.0,77.6,22.4,0.0,0.0,0.0,0.0,58.0,40.0,2.0,0.0,0.0,0.0,240.6,711197.81,2955.9,40114,PO,BO5,Stichting Prisma,2014,,2.300.058,2.160.000,4.460.058,,1.635.605,,4.386.637,6.022.242,10.482.300,5.081.928,1.393.793,219.899,3.786.680,10.482.300
1220,2,2014,40114,"Stg. Prisma, stg. prot. chr. & oecumen. onderwijs in Almere",1314,0,245,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,41.0,2.6,27.2,0.0,11.3,0.0,9.0,,0.0,27.2,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,86.0,14.0,0.0,0.0,0.0,27.18,87303.88,3212.23,40114,PO,BO5,Stichting Prisma,2014,,2.300.058,2.160.000,4.460.058,,1.635.605,,4.386.637,6.022.242,10.482.300,5.081.928,1.393.793,219.899,3.786.680,10.482.300
1221,1,2015,40114,"Stg. Prisma, stg. prot. chr. & oecumen. onderwijs in Almere",1314,0,4961,3,5158.4,1.0,0.0,0.0,0,0,0,0,0,0,,294.3,21.2,241.0,0.5,31.5,0.0,20.6,,183.0,57.1,1.0,0.0,0.0,0.0,75.9,23.7,0.4,0.0,0.0,0.0,,,,,,,241.02,723267.85,3000.84,40114,PO,BO5,Stichting Prisma,2015,,2.841.273,2.160.000,5.001.273,,1.474.185,,3.968.307,5.442.492,10.443.765,5.003.415,1.475.513,186.548,3.778.289,10.443.765
1222,2,2015,40114,"Stg. Prisma, stg. prot. chr. & oecumen. onderwijs in Almere",1314,0,226,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,38.1,2.6,25.1,0.0,10.5,0.0,9.0,,0.0,25.1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,,25.06,82357.38,3286.2,40114,PO,BO5,Stichting Prisma,2015,,2.841.273,2.160.000,5.001.273,,1.474.185,,3.968.307,5.442.492,10.443.765,5.003.415,1.475.513,186.548,3.778.289,10.443.765
1223,1,2016,40114,"Stg. Prisma, stg. prot. chr. & oecumen. onderwijs in Almere",1314,0,4986,3,5172.0,1.0,0.0,0.0,0,0,0,0,0,0,,305.6,23.8,245.1,1.1,35.6,0.0,20.3,,183.8,59.8,1.4,0.0,0.0,0.0,75.0,24.4,0.6,0.0,0.0,0.0,,,,,,,245.06,759345.67,3098.58,40114,PO,BO5,Stichting Prisma,2016,,2.873.365,2.160.000,5.033.365,,1.324.841,,4.270.939,5.595.780,10.629.145,4.984.538,1.615.963,101.071,3.927.573,10.629.145
1224,2,2016,40114,"Stg. Prisma, stg. prot. chr. & oecumen. onderwijs in Almere",1314,0,225,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,35.3,1.9,22.8,0.0,10.5,0.0,9.9,,0.0,19.4,3.4,0.0,0.0,0.0,0.0,85.2,14.8,0.0,0.0,0.0,,,,,,,22.8,78041.68,3422.46,40114,PO,BO5,Stichting Prisma,2016,,2.873.365,2.160.000,5.033.365,,1.324.841,,4.270.939,5.595.780,10.629.145,4.984.538,1.615.963,101.071,3.927.573,10.629.145
1225,1,2012,40144,Stichting Montessorischool De Triangel,6641,1,250,1,254.2,1.0,0.0,0.0,0,0,0,0,0,0,,16.2,0.9,13.9,0.0,1.5,0.0,18.0,,9.9,4.0,0.0,0.0,0.0,0.0,71.0,29.0,0.0,0.0,0.0,0.0,,,,,,,13.89,42860.05,3086.77,40144,PO,BO1,Stg. Mont.school De Triangel,2012,,67.920,,67.920,,78.900,,323.767,402.667,470.587,282.318,66.388,,121.881,470.587
1226,1,2013,40144,Stichting Montessorischool De Triangel,6641,1,254,1,261.5,1.0,0.0,0.0,0,0,0,0,0,0,,17.2,0.9,14.9,0.0,1.5,0.0,17.0,,10.9,4.0,0.0,0.0,0.0,0.0,73.0,27.0,0.0,0.0,0.0,0.0,,,,,,,14.9,45659.91,3064.44,40144,PO,BO1,Stg. Mont.school De Triangel,2013,,63.864,,63.864,,81.714,,373.829,455.543,519.407,350.648,52.550,,116.208,519.406
1227,1,2014,40144,Stichting Montessorischool De Triangel,6641,1,248,1,257.0,1.0,0.0,0.0,0,0,0,0,0,0,,16.9,0.9,14.5,0.0,1.5,0.0,17.0,,8.1,6.4,0.0,0.0,0.0,0.0,55.8,44.2,0.0,0.0,0.0,0.0,58.0,40.0,2.0,0.0,0.0,0.0,14.55,45898.98,3155.07,40144,PO,BO1,Stg. Mont.school De Triangel,2014,,61.813,,61.813,,79.975,,365.315,445.290,507.103,329.965,60.488,,116.651,507.104
1228,1,2015,40144,Stichting Montessorischool De Triangel,6641,1,226,1,232.9,1.0,0.0,0.0,0,0,0,0,0,0,,17.8,0.9,15.5,0.0,1.5,0.0,14.6,,8.9,6.7,0.0,0.0,0.0,0.0,57.1,42.9,0.0,0.0,0.0,0.0,,,,,,,15.5,49215.38,3174.18,40144,PO,BO1,Stg. Mont.school De Triangel,2015,,113.657,,113.657,,87.353,,317.133,404.486,518.143,308.309,93.444,,116.389,518.142
1229,1,2016,40144,Stichting Montessorischool De Triangel,6641,1,231,1,236.4,1.0,0.0,0.0,0,0,0,0,0,0,,14.3,0.0,13.1,0.0,1.2,0.0,17.6,,6.5,6.6,0.0,0.0,0.0,0.0,49.7,50.3,0.0,0.0,0.0,0.0,,,,,,,13.1,44141.77,3369.52,40144,PO,BO1,Stg. Mont.school De Triangel,2016,,132.990,,132.990,,85.409,0,249.642,335.051,468.041,232.473,104.617,,130.951,468.041
1230,1,2012,40189,Verenig. Schol. der Evangel. Broedergemeenten in Amsterdam,1104,1,349,1,386.5,1.1,0.0,0.0,0,0,0,0,0,0,,31.0,1.0,20.6,0.0,9.3,0.0,16.9,,19.5,1.2,0.0,0.0,0.0,0.0,94.4,5.6,0.0,0.0,0.0,0.0,,,,,,,6.48,18292.65,2823.99,40189,PO,BO1,Ver Sch EBG Amsterdam,2012,,430.709,,430.709,,150.859,,1.043.151,1.194.010,1.624.719,1.283.191,44.919,,296.609,1.624.719
1231,1,2013,40189,Verenig. Schol. der Evangel. Broedergemeenten in Amsterdam,1104,1,357,1,400.5,1.1,0.0,0.0,0,0,0,0,0,0,,26.4,1.0,17.7,0.0,7.7,0.0,20.2,,17.5,0.2,0.0,0.0,0.0,0.0,98.7,1.3,0.0,0.0,0.0,0.0,,,,,,,17.71,55885.9,3155.93,40189,PO,BO1,Ver Sch EBG Amsterdam,2013,,427.398,,427.398,,162.292,,862.541,1.024.833,1.452.231,1.135.653,40.608,,275.970,1.452.231
1232,1,2014,40189,Verenig. Schol. der Evangel. Broedergemeenten in Amsterdam,1104,1,358,1,404.5,1.1,0.0,0.0,0,0,0,0,0,0,,29.3,1.0,19.0,0.0,9.2,0.0,18.8,,18.8,0.2,0.0,0.0,0.0,0.0,98.8,1.2,0.0,0.0,0.0,0.0,58.0,40.0,2.0,0.0,0.0,0.0,19.05,61111.89,3208.21,40189,PO,BO1,Ver Sch EBG Amsterdam,2014,,382.856,,382.856,,165.346,,768.432,933.778,1.316.634,1.069.726,33.925,,212.983,1.316.634
1233,1,2015,40189,Verenig. Schol. der Evangel. Broedergemeenten in Amsterdam,1104,1,352,1,396.1,1.1,0.0,0.0,0,0,0,0,0,0,,28.4,1.0,18.8,0.0,8.6,0.0,18.7,,18.8,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,18.8,60412.59,3213.85,40189,PO,BO1,Ver Sch EBG Amsterdam,2015,,467.712,,467.712,,138.420,,684.995,823.415,1.291.127,994.312,43.369,,253.445,1.291.126
1234,1,2016,40189,Verenig. Schol. der Evangel. Broedergemeenten in Amsterdam,1104,1,339,1,463.8,1.4,0.0,0.0,0,0,0,0,0,0,,27.5,1.0,18.7,0.0,7.8,0.0,18.2,,18.7,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,18.68,62581.82,3350.64,40189,PO,BO1,Ver Sch EBG Amsterdam,2016,,405.782,,405.782,,146.853,,780.903,927.756,1.333.538,1.005.287,27.049,,301.202,1.333.538
1235,1,2012,40207,Stichting Montessorischool Veenendaal,3905,1,273,1,283.8,1.0,0.0,0.0,0,0,0,0,0,0,,16.6,1.0,13.4,0.0,2.2,0.0,20.4,,11.5,1.8,0.0,0.0,0.0,0.0,86.3,13.7,0.0,0.0,0.0,0.0,,,,,,,13.36,40455.24,3027.45,40207,PO,BO1,Stg. Montess.sch. Veenendaal,2012,,212.954,,212.954,,77.695,,415.833,493.528,706.482,475.705,110.851,,119.926,706.482
1236,1,2013,40207,Stichting Montessorischool Veenendaal,3905,1,265,1,275.8,1.0,0.0,0.0,0,0,0,0,0,0,,17.1,1.0,13.9,0.0,2.2,0.0,19.1,,10.6,3.3,0.0,0.0,0.0,0.0,76.3,23.7,0.0,0.0,0.0,0.0,,,,,,,13.88,42704.88,3075.72,40207,PO,BO1,Stg. Montess.sch. Veenendaal,2013,,230.791,,230.791,,68.716,,500.116,568.832,799.623,547.003,131.522,,121.098,799.623
1237,1,2014,40207,Stichting Montessorischool Veenendaal,3905,1,249,1,258.0,1.0,0.0,0.0,0,0,0,0,0,0,,15.6,1.0,12.5,0.0,2.1,0.0,20.0,,9.2,3.3,0.0,0.0,0.0,0.0,73.5,26.5,0.0,0.0,0.0,0.0,58.0,40.0,2.0,0.0,0.0,0.0,12.45,39784.11,3194.48,40207,PO,BO1,Stg. Montess.sch. Veenendaal,2014,,260.351,,260.351,,103.400,,421.120,524.520,784.871,520.775,156.060,,108.036,784.871
1238,1,2015,40207,Stichting Montessorischool Veenendaal,3905,1,262,1,271.6,1.0,0.0,0.0,0,0,0,0,0,0,,15.6,1.0,13.2,0.0,1.5,0.0,19.9,,9.3,3.3,0.6,0.0,0.0,0.0,70.4,25.1,4.6,0.0,0.0,0.0,,,,,,,13.15,44132.99,3356.07,40207,PO,BO1,Stg. Montess.sch. Veenendaal,2015,,257.352,,257.352,,110.823,,401.640,512.463,769.815,522.982,113.657,,133.176,769.815
1239,1,2016,40207,Stichting Montessorischool Veenendaal,3905,1,263,1,272.6,1.0,0.0,0.0,0,0,0,0,0,0,,15.0,1.0,12.5,0.0,1.5,0.0,21.0,,7.1,4.9,0.6,0.0,0.0,0.0,56.4,38.9,4.8,0.0,0.0,0.0,,,,,,,12.54,44326.92,3533.6,40207,PO,BO1,Stg. Montess.sch. Veenendaal,2016,,298.907,,298.907,,117.871,,319.981,437.852,736.759,511.906,116.286,,108.567,736.759
1240,1,2012,40257,Stichting Atlant Basisonderwijs,1975,0,2713,3,2863.9,1.1,0.0,0.0,0,0,0,0,0,0,,160.9,15.2,136.6,0.0,9.1,0.0,19.9,,110.3,26.2,0.0,0.0,0.0,0.0,80.8,19.2,0.0,0.0,0.0,0.0,,,,,,,136.57,415261.46,3040.62,40257,PO,BO4,Sticht. Atlant Basisonderwijs,2012,,1.751.471,1.027.455,2.778.926,,932.350,201.300,993.426,2.127.076,4.906.002,3.648.282,259.119,,998.601,4.906.002
1241,1,2013,40257,Stichting Atlant Basisonderwijs,1975,0,2667,3,2816.1,1.1,0.0,0.0,0,0,0,0,0,0,,150.9,14.0,128.1,0.0,8.8,0.0,20.8,,98.4,29.6,0.0,0.0,0.0,0.0,76.9,23.1,0.0,0.0,0.0,0.0,,,,,,,128.06,397766.99,3105.99,40257,PO,BO4,Sticht. Atlant Basisonderwijs,2013,,1.691.016,1.829.455,3.520.471,,739.466,50.085,1.852.747,2.642.298,6.162.769,4.579.868,261.887,,1.321.014,6.162.769
1242,1,2014,40257,Stichting Atlant Basisonderwijs,1975,0,2628,3,2741.7,1.0,0.0,0.0,0,0,0,0,0,0,,149.2,13.0,128.1,0.0,8.1,0.0,20.5,,90.9,37.2,0.0,0.0,0.0,0.0,70.9,29.1,0.0,0.0,0.0,0.0,58.0,40.0,2.0,0.0,0.0,0.0,128.09,404292.18,3156.3,40257,PO,BO4,Sticht. Atlant Basisonderwijs,2014,,1.922.043,1.642.094,3.564.137,,994.355,189.580,1.774.137,2.958.072,6.522.209,5.067.594,239.848,,1.214.767,6.522.209
1243,1,2015,40257,Stichting Atlant Basisonderwijs,1975,0,2640,3,2760.9,1.0,0.0,0.0,0,0,0,0,0,0,,151.1,13.0,131.4,0.0,6.6,0.0,20.1,,91.6,39.9,0.0,0.0,0.0,0.0,69.7,30.3,0.0,0.0,0.0,0.0,,,,,,,131.45,417891.94,3179.12,40257,PO,BO4,Sticht. Atlant Basisonderwijs,2015,,2.149.717,1.433.270,3.582.987,,923.022,196.800,1.927.362,3.047.184,6.630.171,5.404.754,137.200,,1.088.217,6.630.171
1244,1,2016,40257,Stichting Atlant Basisonderwijs,1975,0,2677,3,2777.8,1.0,0.0,0.0,0,0,0,0,0,0,,157.4,11.8,138.4,0.0,7.1,0.0,19.3,,98.7,39.7,0.0,0.0,0.0,0.0,71.3,28.7,0.0,0.0,0.0,0.0,,,,,,,138.41,450070.29,3251.63,40257,PO,BO4,Sticht. Atlant Basisonderwijs,2016,,2.297.762,1.125.337,3.423.099,,915.123,289.810,2.538.424,3.743.357,7.166.456,5.705.046,392.544,,1.068.866,7.166.456
1245,1,2012,40269,Stichting Interconfessioneel Basisonderwijs te Rotterdam eo,3075,1,280,1,347.5,1.2,0.0,0.0,0,0,0,0,0,0,,26.1,2.0,20.7,0.0,3.4,0.0,13.5,,16.5,4.2,0.0,0.0,0.0,0.0,79.6,20.4,0.0,0.0,0.0,0.0,,,,,,,20.75,61001.12,2940.41,40269,PO,BO1,Stg. Interconf. BO R'dam eo,2012,,159.227,,159.227,,131.885,,2.137.465,2.269.350,2.428.577,1.639.590,11.920,908,776.159,2.428.577
1246,1,2013,40269,Stichting Interconfessioneel Basisonderwijs te Rotterdam eo,3075,1,253,1,307.6,1.2,0.0,0.0,0,0,0,0,0,0,,22.8,2.0,18.4,0.0,2.4,0.0,13.7,,12.5,5.9,0.0,0.0,0.0,0.0,67.8,32.2,0.0,0.0,0.0,0.0,,,,,,,18.42,55801.24,3028.97,40269,PO,BO1,Stg. Interconf. BO R'dam eo,2013,,152.042,,152.042,,129.805,,1.499.139,1.628.944,1.780.986,1.536.631,10.267,908,233.180,1.780.986
1247,1,2014,40269,Stichting Interconfessioneel Basisonderwijs te Rotterdam eo,3075,1,248,1,305.3,1.2,0.0,0.0,0,0,0,0,0,0,,18.9,2.0,14.5,0.0,2.4,0.0,17.1,,9.0,5.6,0.0,0.0,0.0,0.0,61.8,38.2,0.0,0.0,0.0,0.0,58.0,40.0,2.0,0.0,0.0,0.0,14.54,45748.34,3147.44,40269,PO,BO1,Stg. Interconf. BO R'dam eo,2014,,277.864,,277.864,,140.015,,1.221.676,1.361.691,1.639.555,1.452.714,9.866,908,176.067,1.639.555
1248,1,2015,40269,Stichting Interconfessioneel Basisonderwijs te Rotterdam eo,3075,1,260,1,319.4,1.2,0.0,0.0,0,0,0,0,0,0,,17.5,2.0,13.1,0.0,2.4,0.0,19.9,,7.0,6.1,0.0,0.0,0.0,0.0,53.4,46.6,0.0,0.0,0.0,0.0,,,,,,,13.08,41813.33,3197.62,40269,PO,BO1,Stg. Interconf. BO R'dam eo,2015,,259.505,,259.505,,145.228,,1.355.995,1.501.223,1.760.728,1.517.136,54.674,908,188.010,1.760.728
1249,1,2016,40269,Stichting Interconfessioneel Basisonderwijs te Rotterdam eo,3075,1,308,1,408.8,1.3,0.0,0.0,0,0,0,0,0,0,,23.1,2.9,16.9,0.0,3.4,0.0,18.3,,10.5,6.4,0.0,0.0,0.0,0.0,62.1,37.9,0.0,0.0,0.0,0.0,,,,,,,16.85,52589.41,3120.24,40269,PO,BO1,Stg. Interconf. BO R'dam eo,2016,,364.934,,364.934,,416.459,,1.374.343,1.790.802,2.155.736,1.679.535,105.522,908,369.771,2.155.736
1250,1,2012,40272,"Islam. Stg. Ned. Ond. en Opv.- ISNO, Yunus Emre Den Haag",2572,1,478,1,664.6,1.4,0.0,0.0,0,0,0,0,0,0,,38.3,1.9,27.7,0.0,8.7,0.0,17.3,,21.0,5.8,0.9,0.0,0.0,0.0,75.8,21.0,3.3,0.0,0.0,0.0,,,,,,,21.48,60637.41,2822.58,40272,PO,BO1,ISNO Yunus Emre Den Haag,2012,,286.134,,286.134,,200.040,,848.972,1.049.012,1.335.146,975.208,58.768,,301.170,1.335.146
1251,1,2013,40272,"Islam. Stg. Ned. Ond. en Opv.- ISNO, Yunus Emre Den Haag",2572,1,569,2,766.7,1.3,0.0,0.0,0,0,0,0,0,0,,41.0,1.9,29.1,0.0,10.0,0.0,19.6,,22.9,5.3,0.9,0.0,0.0,0.0,78.8,18.1,3.1,0.0,0.0,0.0,,,,,,,29.08,85173.09,2929.33,40272,PO,BO1,ISNO Yunus Emre Den Haag,2013,,337.481,,337.481,,194.975,,1.198.991,1.393.966,1.731.447,1.292.477,79.508,,359.462,1.731.447
1252,1,2014,40272,"Islam. Stg. Ned. Ond. en Opv.- ISNO, Yunus Emre Den Haag",2572,1,659,2,858.8,1.3,0.0,0.0,0,0,0,0,0,0,,49.9,1.9,35.7,0.0,12.3,0.0,18.5,,27.9,7.8,0.0,0.0,0.0,0.0,78.2,21.8,0.0,0.0,0.0,0.0,58.0,40.0,2.0,0.0,0.0,0.0,35.71,103336.41,2894.16,40272,PO,BO1,ISNO Yunus Emre Den Haag,2014,,566.074,,566.074,,212.875,,1.150.944,1.363.819,1.929.893,1.481.097,53.223,,395.573,1.929.893
1253,1,2015,40272,"Islam. Stg. Ned. Ond. en Opv.- ISNO, Yunus Emre Den Haag",2572,1,763,2,982.9,1.3,0.0,0.0,0,0,0,0,0,0,,60.6,1.9,38.9,1.0,18.8,0.0,19.6,,30.8,8.1,0.0,0.0,0.0,0.0,79.2,20.8,0.0,0.0,0.0,0.0,,,,,,,38.92,114493.31,2942.02,40272,PO,BO1,ISNO Yunus Emre Den Haag,2015,,620.718,,620.718,,268.161,,1.189.307,1.457.468,2.078.186,1.532.340,85.474,,460.371,2.078.185
1254,1,2016,40272,"Islam. Stg. Ned. Ond. en Opv.- ISNO, Yunus Emre Den Haag",2572,0,1069,2,1361.2,1.3,0.0,0.0,0,0,0,0,0,0,,83.4,0.0,51.6,0.0,31.8,0.0,20.7,,45.2,6.4,0.0,0.0,0.0,0.0,87.5,12.5,0.0,0.0,0.0,0.0,,,,,,,51.64,149833.18,2901.77,40272,PO,BO1,ISNO Yunus Emre Den Haag,2016,,830.400,,830.400,,717.749,,647.912,1.365.661,2.196.061,1.427.321,119.293,,649.447,2.196.061
1255,1,2012,40278,Stichting Delta Onderwijs,4902,0,4303,3,4650.7,1.1,0.0,0.0,0,0,0,0,0,0,,253.1,21.1,216.7,0.5,14.9,0.0,19.9,,177.1,39.6,0.0,0.0,0.0,0.0,81.7,18.3,0.0,0.0,0.0,0.0,,,,,,,115.15,335411.57,2912.87,40278,PO,BO6,Stichting Delta Onderwijs,2012,,3.158.766,,3.158.766,,1.911.453,842.756,7.599.922,10.354.131,13.512.897,7.504.717,2.399.367,277.758,3.331.055,13.512.897
1256,2,2012,40278,Stichting Delta Onderwijs,4902,0,270,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,34.6,2.7,27.4,0.0,4.5,0.0,9.9,,0.0,25.5,1.8,0.0,0.0,0.0,0.0,93.2,6.8,0.0,0.0,0.0,,,,,,,8.59,27067.09,3152.17,40278,PO,BO6,Stichting Delta Onderwijs,2012,,3.158.766,,3.158.766,,1.911.453,842.756,7.599.922,10.354.131,13.512.897,7.504.717,2.399.367,277.758,3.331.055,13.512.897
1257,3,2012,40278,Stichting Delta Onderwijs,4902,1,167,1,0.0,0.0,2.4,0.0,0,0,0,0,0,0,0.0,25.6,2.0,18.5,0.5,4.6,0.0,9.0,,0.0,15.4,3.1,0.0,0.0,0.0,0.0,83.4,16.6,0.0,0.0,0.0,,,,,,,18.46,69106.35,3742.86,40278,PO,BO6,Stichting Delta Onderwijs,2012,,3.158.766,,3.158.766,,1.911.453,842.756,7.599.922,10.354.131,13.512.897,7.504.717,2.399.367,277.758,3.331.055,13.512.897
1258,1,2013,40278,Stichting Delta Onderwijs,4902,0,4106,3,4463.6,1.1,0.0,0.0,0,0,0,0,0,0,,243.9,21.0,208.0,0.0,14.8,0.0,19.7,,167.0,41.0,0.0,0.0,0.0,0.0,80.3,19.7,0.0,0.0,0.0,0.0,,,,,,,208.02,649346.46,3121.55,40278,PO,BO6,Stichting Delta Onderwijs,2013,,3.404.416,,3.404.416,,1.556.985,870.250,9.471.946,11.899.181,15.303.597,9.789.281,1.550.023,205.011,3.759.282,15.303.597
1259,2,2013,40278,Stichting Delta Onderwijs,4902,0,280,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,32.9,2.7,25.6,0.0,4.5,0.0,10.9,,0.0,23.8,1.8,0.0,0.0,0.0,0.0,92.8,7.2,0.0,0.0,0.0,,,,,,,25.64,89633.65,3496.02,40278,PO,BO6,Stichting Delta Onderwijs,2013,,3.404.416,,3.404.416,,1.556.985,870.250,9.471.946,11.899.181,15.303.597,9.789.281,1.550.023,205.011,3.759.282,15.303.597
1260,3,2013,40278,Stichting Delta Onderwijs,4902,1,185,1,0.0,0.0,3.2,0.0,0,0,0,0,0,0,0.0,27.6,1.0,21.3,0.0,5.4,0.0,8.7,,0.0,18.2,3.1,0.0,0.0,0.0,0.0,85.6,14.4,0.0,0.0,0.0,,,,,,,21.26,79201.5,3725.31,40278,PO,BO6,Stichting Delta Onderwijs,2013,,3.404.416,,3.404.416,,1.556.985,870.250,9.471.946,11.899.181,15.303.597,9.789.281,1.550.023,205.011,3.759.282,15.303.597
