,ONDERWIJSSECTOR,JAAR,BEVOEGD_GEZAGNUMMER,BEVOEGD_GEZAGNAAM,POSTCODE_BEVOEGD_GEZAG,EENPITTER,AANTAL_LEERLINGEN,CATEGORIE_BESTUUROMVANG,AANTAL_GEWICHTLEERLINGEN,GEMIDDELD_LEERLINGGEWICHT,AANDEEL_APCG_LEERLINGEN,AANDEEL_LWOO_LEERLINGEN,AANTAL_VOLTIJDLEERLINGEN,AANTAL_DEELTIJDLEERLINGEN,AANTAL_LEERLINGEN_VBO_GROEN,AANTAL_BOL_LEERLINGEN,AANTAL_BOL_DEELTIJDLEERLINGEN,AANTAL_BBL_LEERLINGEN,AANDEEL_LEERLINGEN_RANDSTAD,OMVANG_FORMATIE_TOTAAL,OMVANG_FORMATIE_MANAGER,OMVANG_FORMATIE_OP,OMVANG_FORMATIE_LIO,OMVANG_FORMATIE_OOP_OBP,OMVANG_FORMATIE_ONBEKEND,LEERLING_LERAAR_RATIO,GEWOGEN_DEELNEMER_LERAAR_RATIO,OMVANG_FORMATIE_OP_LA,OMVANG_FORMATIE_OP_LB,OMVANG_FORMATIE_OP_LC,OMVANG_FORMATIE_OP_LD,OMVANG_FORMATIE_OP_LE,OMVANG_FORMATIE_OP_OVERIG,AANDEEL_FORMATIE_OP_LA,AANDEEL_FORMATIE_OP_LB,AANDEEL_FORMATIE_OP_LC,AANDEEL_FORMATIE_OP_LD,AANDEEL_FORMATIE_OP_LE,AANDEEL_FORMATIE_OP_OVERIG,STREEFPERCENTAGE_FORMATIE_OP_LA,STREEFPERCENTAGE_FORMATIE_OP_LB,STREEFPERCENTAGE_FORMATIE_OP_LC,STREEFPERCENTAGE_FORMATIE_OP_LD,STREEFPERCENTAGE_FORMATIE_OP_LE,STREEFPERCENTAGE_FORMATIE_OP_OVERIG,OMVANG_FORMATIE_OP_BRUTSAL,LOONSOM_OP_BRUTSAL,GEMIDDELDE_LOONSOM_OP_BRUTSAL,Bevoegd Gezag,Sector,Groepering,Naam,Jaar,ImmateriÃ«le vaste activa,MateriÃ«le vaste activa,FinanciÃ«le vaste activa,Totaal van vaste activa,Voorraden,Vorderingen,Effecten (kortlopend),Liquide middelen,Totaal van vlottende activa,Totaal van activa,Eigen vermogen,Voorzieningen,Langlopende schulden,Kortlopende schulden,Totaal van passiva
2847,2,2016,41566,Stichting Archipel,7201,0,158,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,24.6,1.0,17.5,0.0,6.1,0.0,9.0,,0.0,15.9,1.6,0.0,0.0,0.0,0.0,90.7,9.3,0.0,0.0,0.0,,,,,,,17.49,67092.2,3835.62,41566,PO,BO6,Stichting Archipel,2016,,2.617.660,,2.617.660,,1.860.650,,2.087.160,3.947.810,6.565.470,3.970.390,175.000,,2.420.080,6.565.470
2848,1,2012,41567,Stichting Primo Schiedam,3134,0,3347,3,4124.3,1.2,0.0,0.0,0,0,0,0,0,0,,260.2,13.9,212.0,0.0,34.3,0.0,15.8,,187.9,24.0,0.0,0.0,0.0,0.0,88.7,11.3,0.0,0.0,0.0,0.0,,,,,,,211.96,642797.8,3032.69,41567,PO,BO5,Stichting Primo Schiedam,2012,,1.964.275,,1.964.275,,1.841.393,,6.883.862,8.725.255,10.689.530,6.860.296,1.364.088,,2.465.146,10.689.530
2849,2,2012,41567,Stichting Primo Schiedam,3134,0,110,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,27.5,1.0,15.2,0.0,11.3,0.0,7.2,,1.7,13.6,0.0,0.0,0.0,0.0,10.9,89.1,0.0,0.0,0.0,0.0,,,,,,,15.22,46382.55,3048.27,41567,PO,BO5,Stichting Primo Schiedam,2012,,1.964.275,,1.964.275,,1.841.393,,6.883.862,8.725.255,10.689.530,6.860.296,1.364.088,,2.465.146,10.689.530
2850,1,2013,41567,Stichting Primo Schiedam,3134,0,3290,3,4024.1,1.2,0.0,0.0,0,0,0,0,0,0,,248.9,12.9,202.5,0.0,33.5,0.0,16.2,,178.7,23.8,0.0,0.0,0.0,0.0,88.2,11.8,0.0,0.0,0.0,0.0,,,,,,,202.46,613617.71,3030.77,41567,PO,BO5,Stichting Primo Schiedam,2013,,2.026.534,,2.026.534,,1.898.295,,6.383.343,8.281.638,10.308.172,6.492.394,1.452.027,,2.363.751,10.308.172
2851,2,2013,41567,Stichting Primo Schiedam,3134,0,132,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,22.8,1.0,12.7,0.0,9.1,0.0,10.4,,0.0,12.7,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,,12.69,39116.34,3083.33,41567,PO,BO5,Stichting Primo Schiedam,2013,,2.026.534,,2.026.534,,1.898.295,,6.383.343,8.281.638,10.308.172,6.492.394,1.452.027,,2.363.751,10.308.172
2852,1,2014,41567,Stichting Primo Schiedam,3134,0,3312,3,3937.8,1.2,0.0,0.0,0,0,0,0,0,0,,242.1,12.9,196.4,0.0,32.8,0.0,16.9,,168.2,28.2,0.0,0.0,0.0,0.0,85.6,14.4,0.0,0.0,0.0,0.0,58.0,40.0,2.0,0.0,0.0,0.0,196.41,612572.77,3118.89,41567,PO,BO5,Stichting Primo Schiedam,2014,,2.065.313,,2.065.313,,2.357.480,,5.602.066,7.959.546,10.024.859,5.973.514,1.771.000,,2.280.345,10.024.859
2853,2,2014,41567,Stichting Primo Schiedam,3134,0,124,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,20.7,1.0,13.3,0.0,6.4,0.0,9.3,,0.0,13.3,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,86.0,14.0,0.0,0.0,0.0,13.28,42569.18,3205.66,41567,PO,BO5,Stichting Primo Schiedam,2014,,2.065.313,,2.065.313,,2.357.480,,5.602.066,7.959.546,10.024.859,5.973.514,1.771.000,,2.280.345,10.024.859
2854,1,2015,41567,Stichting Primo Schiedam,3134,0,3231,3,3779.4,1.2,0.0,0.0,0,0,0,0,0,0,,229.1,12.8,185.8,0.0,30.5,0.0,17.4,,157.3,28.5,0.0,0.0,0.0,0.0,84.7,15.3,0.0,0.0,0.0,0.0,,,,,,,185.82,591934.13,3185.44,41567,PO,BO5,Stichting Primo Schiedam,2015,,2.108.666,,2.108.666,,2.620.603,,5.271.879,7.892.482,10.001.148,5.884.589,1.865.754,,2.250.805,10.001.148
2855,2,2015,41567,Stichting Primo Schiedam,3134,0,129,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,21.3,1.0,13.3,0.0,7.0,0.0,9.7,,0.0,13.3,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,,13.28,44099.39,3320.89,41567,PO,BO5,Stichting Primo Schiedam,2015,,2.108.666,,2.108.666,,2.620.603,,5.271.879,7.892.482,10.001.148,5.884.589,1.865.754,,2.250.805,10.001.148
2856,1,2016,41567,Stichting Primo Schiedam,3134,0,3215,3,3739.7,1.2,0.0,0.0,0,0,0,0,0,0,,238.5,12.7,195.4,0.0,30.3,0.0,16.5,,159.7,35.7,0.0,0.0,0.0,0.0,81.8,18.2,0.0,0.0,0.0,0.0,,,,,,,195.4,648990.59,3321.38,41567,PO,BO5,Stichting Primo Schiedam,2016,,1.911.685,,1.911.685,,4.593.387,,4.023.908,8.617.295,10.528.980,5.858.861,2.563.244,,2.106.875,10.528.980
2857,2,2016,41567,Stichting Primo Schiedam,3134,0,151,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,26.3,1.2,16.5,0.0,8.6,0.0,9.1,,0.0,16.5,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,,16.5,58418.81,3539.78,41567,PO,BO5,Stichting Primo Schiedam,2016,,1.911.685,,1.911.685,,4.593.387,,4.023.908,8.617.295,10.528.980,5.858.861,2.563.244,,2.106.875,10.528.980
2858,1,2012,41570,"'Stg. Onderw.gr PRIMOvpr, stg. Openb.Prim.Onderw. Voorne-Put",3216,0,3679,3,3909.7,1.1,0.0,0.0,0,0,0,0,0,0,,211.0,19.0,180.9,0.0,11.1,0.0,20.3,,164.2,16.8,0.0,0.0,0.0,0.0,90.7,9.3,0.0,0.0,0.0,0.0,,,,,,,76.92,222577.42,2893.57,41570,PO,BO6,Stg. Onderwijsgroep PRIMOvpr,2012,,2.096.763,,2.096.763,,1.676.361,,8.955.479,10.631.840,12.728.603,9.442.726,1.066.146,,2.219.731,12.728.603
2859,2,2012,41570,"'Stg. Onderw.gr PRIMOvpr, stg. Openb.Prim.Onderw. Voorne-Put",3216,0,273,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,52.5,4.3,28.3,0.0,19.9,0.0,9.7,,0.0,25.7,2.5,0.0,0.0,0.0,0.0,91.1,8.9,0.0,0.0,0.0,,,,,,,14.72,46366.06,3150.85,41570,PO,BO6,Stg. Onderwijsgroep PRIMOvpr,2012,,2.096.763,,2.096.763,,1.676.361,,8.955.479,10.631.840,12.728.603,9.442.726,1.066.146,,2.219.731,12.728.603
2860,1,2013,41570,"'Stg. Onderw.gr PRIMOvpr, stg. Openb.Prim.Onderw. Voorne-Put",3216,0,3621,3,3838.8,1.1,0.0,0.0,0,0,0,0,0,0,,216.7,16.6,188.6,0.0,11.4,0.0,19.2,,168.9,19.7,0.0,0.0,0.0,0.0,89.5,10.5,0.0,0.0,0.0,0.0,,,,,,,188.6,584657.4,3099.91,41570,PO,BO6,Stg. Onderwijsgroep PRIMOvpr,2013,,2.006.029,8.766,2.014.795,,1.727.023,,9.927.756,11.654.779,13.669.574,9.958.236,1.288.915,,2.422.423,13.669.574
2861,2,2013,41570,"'Stg. Onderw.gr PRIMOvpr, stg. Openb.Prim.Onderw. Voorne-Put",3216,0,263,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,56.8,3.5,32.0,0.0,21.2,0.0,8.2,,0.9,28.6,2.5,0.0,0.0,0.0,2.7,89.5,7.8,0.0,0.0,0.0,,,,,,,32.0,106684.68,3333.89,41570,PO,BO6,Stg. Onderwijsgroep PRIMOvpr,2013,,2.006.029,8.766,2.014.795,,1.727.023,,9.927.756,11.654.779,13.669.574,9.958.236,1.288.915,,2.422.423,13.669.574
2862,1,2014,41570,"'Stg. Onderw.gr PRIMOvpr, stg. Openb.Prim.Onderw. Voorne-Put",3216,0,3537,3,3728.7,1.1,0.0,0.0,0,0,0,0,0,0,,209.9,16.5,180.2,0.0,13.2,0.0,19.6,,157.9,22.3,0.0,0.0,0.0,0.0,87.6,12.4,0.0,0.0,0.0,0.0,58.0,40.0,2.0,0.0,0.0,0.0,180.18,567984.15,3152.35,41570,PO,BO6,Stg. Onderwijsgroep PRIMOvpr,2014,,2.304.385,31.566,2.335.951,,1.644.760,,9.488.775,11.133.535,13.469.486,10.064.871,1.034.354,,2.370.261,13.469.486
2863,2,2014,41570,"'Stg. Onderw.gr PRIMOvpr, stg. Openb.Prim.Onderw. Voorne-Put",3216,0,262,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,53.2,3.5,28.6,0.0,21.1,0.0,9.2,,0.0,25.3,3.3,0.0,0.0,0.0,0.0,88.6,11.4,0.0,0.0,0.0,0.0,86.0,14.0,0.0,0.0,0.0,28.6,99429.85,3476.62,41570,PO,BO6,Stg. Onderwijsgroep PRIMOvpr,2014,,2.304.385,31.566,2.335.951,,1.644.760,,9.488.775,11.133.535,13.469.486,10.064.871,1.034.354,,2.370.261,13.469.486
2864,1,2015,41570,"'Stg. Onderw.gr PRIMOvpr, stg. Openb.Prim.Onderw. Voorne-Put",3216,0,3487,3,3663.7,1.1,0.0,0.0,0,0,0,0,0,0,,210.4,20.0,175.1,0.0,15.3,0.0,19.9,,153.2,21.9,0.0,0.0,0.0,0.0,87.5,12.5,0.0,0.0,0.0,0.0,,,,,,,175.09,553362.84,3160.48,41570,PO,BO6,Stg. Onderwijsgroep PRIMOvpr,2015,,2.448.192,22.800,2.470.992,,1.567.027,,9.135.281,10.702.308,13.173.300,9.399.733,1.262.160,,2.511.407,13.173.300
2865,2,2015,41570,"'Stg. Onderw.gr PRIMOvpr, stg. Openb.Prim.Onderw. Voorne-Put",3216,0,239,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,54.0,3.5,28.6,0.0,21.9,0.0,8.4,,0.0,25.4,3.2,0.0,0.0,0.0,0.0,88.7,11.3,0.0,0.0,0.0,,,,,,,28.6,99762.78,3487.86,41570,PO,BO6,Stg. Onderwijsgroep PRIMOvpr,2015,,2.448.192,22.800,2.470.992,,1.567.027,,9.135.281,10.702.308,13.173.300,9.399.733,1.262.160,,2.511.407,13.173.300
2866,1,2016,41570,"'Stg. Onderw.gr PRIMOvpr, stg. Openb.Prim.Onderw. Voorne-Put",3216,0,3490,3,3650.8,1.0,0.0,0.0,0,0,0,0,0,0,,226.5,20.0,185.2,3.1,18.1,0.0,18.8,,162.3,23.0,0.0,0.0,0.0,0.0,87.6,12.4,0.0,0.0,0.0,0.0,,,,,,,185.24,596458.02,3219.96,41570,PO,BO6,Stg. Onderwijsgroep PRIMOvpr,2016,,2.580.091,70.950,2.651.041,,1.814.455,,7.694.081,9.508.536,12.159.577,8.513.337,1.297.174,,2.349.066,12.159.577
2867,2,2016,41570,"'Stg. Onderw.gr PRIMOvpr, stg. Openb.Prim.Onderw. Voorne-Put",3216,0,258,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,57.0,2.5,30.0,0.0,24.5,0.0,8.6,,0.0,25.6,4.5,0.0,0.0,0.0,0.0,85.1,14.9,0.0,0.0,0.0,,,,,,,30.01,108395.29,3612.25,41570,PO,BO6,Stg. Onderwijsgroep PRIMOvpr,2016,,2.580.091,70.950,2.651.041,,1.814.455,,7.694.081,9.508.536,12.159.577,8.513.337,1.297.174,,2.349.066,12.159.577
2868,1,2012,41571,Stichting Quadraten,9861,0,5833,3,5995.3,1.0,0.0,0.0,0,0,0,0,0,0,,417.8,43.2,320.6,0.0,53.9,0.0,18.2,,266.5,53.9,0.2,0.0,0.0,0.0,83.1,16.8,0.1,0.0,0.0,0.0,,,,,,,233.33,715051.0,3064.61,41571,PO,BO6,Stichting Penta Primair,2012,,3.725.319,681.806,4.407.125,,2.549.714,,2.315.485,4.865.199,9.272.324,7.195.704,521.956,,1.554.664,9.272.324
2869,1,2013,41571,Stichting Quadraten,9861,0,3010,3,3105.4,1.0,0.0,0.0,0,0,0,0,0,0,,213.7,17.4,149.8,0.0,46.5,0.0,20.1,,111.9,35.0,1.9,0.0,0.0,1.0,74.7,23.3,1.3,0.0,0.0,0.7,,,,,,,149.81,477797.53,3189.4,41571,PO,BO6,Stichting Penta Primair,2013,,3.650.771,783.133,4.433.904,,2.179.487,,3.419.192,5.598.679,10.032.583,7.769.264,467.041,,1.796.278,10.032.583
2870,1,2014,41571,Stichting Quadraten,9861,0,5534,3,5681.0,1.0,0.0,0.0,0,0,0,0,0,0,,565.2,37.1,336.3,0.0,189.5,2.2,16.5,,232.1,76.7,26.2,0.0,0.0,1.3,69.0,22.8,7.8,0.0,0.0,0.4,58.0,40.0,2.0,0.0,0.0,0.0,336.32,1111113.64,3303.78,41571,PO,BO6,Stichting Penta Primair,2014,,3.481.691,685.786,4.167.477,,1.861.967,,3.380.395,5.242.362,9.409.839,7.367.322,378.140,,1.664.377,9.409.839
2871,1,2015,41571,Stichting Quadraten,9861,0,5313,3,5442.6,1.0,0.0,0.0,0,0,0,0,0,0,,565.3,35.9,336.8,0.0,192.6,0.0,15.8,,230.5,80.0,24.6,0.0,0.0,1.7,68.4,23.8,7.3,0.0,0.0,0.5,,,,,,,336.84,1124433.66,3338.22,41571,PO,BO6,Stichting Penta Primair,2015,,3.744.933,612.114,4.357.047,,1.563.235,,3.492.661,5.055.896,9.412.943,7.308.983,575.185,,1.528.775,9.412.943
2872,1,2016,41571,Stichting Quadraten,9861,0,5212,3,5351.5,1.0,0.0,0.0,0,0,0,0,0,0,,341.2,30.7,289.4,0.0,21.1,0.0,18.0,,231.2,58.2,0.0,0.0,0.0,0.0,79.9,20.1,0.0,0.0,0.0,0.0,,,,,,,289.35,966400.99,3339.85,41571,PO,BO6,Stichting Penta Primair,2016,,3.652.013,465.901,4.117.914,,1.175.729,,4.254.169,5.429.898,9.547.812,7.437.455,496.547,,1.613.809,9.547.811
2873,1,2012,41572,"'De Haagse Scholen', stg. voor primair & spec. openb. onderw",2521,0,13413,3,17484.6,1.3,0.0,0.0,0,0,0,0,0,0,,1125.4,82.5,870.3,0.0,172.6,0.0,15.4,,759.2,108.8,0.8,0.0,0.0,1.6,87.2,12.5,0.1,0.0,0.0,0.2,,,,,,,508.64,1414196.78,2780.36,41572,PO,BO6,De Haagse Scholen,2012,,10.336.742,,10.336.742,,11.250.616,,16.588.852,27.839.468,38.176.210,23.366.889,2.572.531,,12.236.790,38.176.210
2874,2,2012,41572,"'De Haagse Scholen', stg. voor primair & spec. openb. onderw",2521,0,1095,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,289.6,13.1,174.8,0.0,101.8,0.0,6.3,,0.0,156.5,18.3,0.0,0.0,0.0,0.0,89.5,10.5,0.0,0.0,0.0,,,,,,,89.37,284278.72,3181.03,41572,PO,BO6,De Haagse Scholen,2012,,10.336.742,,10.336.742,,11.250.616,,16.588.852,27.839.468,38.176.210,23.366.889,2.572.531,,12.236.790,38.176.210
2875,1,2013,41572,"'De Haagse Scholen', stg. voor primair & spec. openb. onderw",2521,0,13092,3,16704.9,1.3,0.0,0.0,0,0,0,0,0,0,,1124.9,83.7,877.7,0.0,163.6,0.0,14.9,,730.1,146.0,0.8,0.0,0.0,0.8,83.2,16.6,0.1,0.0,0.0,0.1,,,,,,,877.67,2638179.98,3005.9,41572,PO,BO6,De Haagse Scholen,2013,,10.722.486,,10.722.486,,14.763.916,,17.251.504,32.015.420,42.737.906,25.669.229,3.608.324,,13.460.353,42.737.906
2876,2,2013,41572,"'De Haagse Scholen', stg. voor primair & spec. openb. onderw",2521,0,1102,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,281.3,13.1,172.6,0.0,95.6,0.0,6.4,,0.0,153.1,19.6,0.0,0.0,0.0,0.0,88.7,11.3,0.0,0.0,0.0,,,,,,,172.65,588098.06,3406.35,41572,PO,BO6,De Haagse Scholen,2013,,10.722.486,,10.722.486,,14.763.916,,17.251.504,32.015.420,42.737.906,25.669.229,3.608.324,,13.460.353,42.737.906
2877,1,2014,41572,"'De Haagse Scholen', stg. voor primair & spec. openb. onderw",2521,0,12844,3,16016.2,1.2,0.0,0.0,0,0,0,0,0,0,,1136.5,84.2,887.7,0.0,164.6,0.0,14.5,,697.6,189.2,0.8,0.0,0.0,0.0,78.6,21.3,0.1,0.0,0.0,0.0,58.0,40.0,2.0,0.0,0.0,0.0,887.66,2709359.42,3052.23,41572,PO,BO6,De Haagse Scholen,2014,,11.852.800,,11.852.800,,11.826.186,,14.183.996,26.010.182,37.862.982,21.001.993,4.526.343,,12.334.646,37.862.982
2878,2,2014,41572,"'De Haagse Scholen', stg. voor primair & spec. openb. onderw",2521,0,1076,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,280.9,13.1,167.1,0.0,100.7,0.0,6.4,,0.0,143.2,23.9,0.0,0.0,0.0,0.0,85.7,14.3,0.0,0.0,0.0,0.0,86.0,14.0,0.0,0.0,0.0,167.11,578443.93,3461.41,41572,PO,BO6,De Haagse Scholen,2014,,11.852.800,,11.852.800,,11.826.186,,14.183.996,26.010.182,37.862.982,21.001.993,4.526.343,,12.334.646,37.862.982
2879,1,2015,41572,"'De Haagse Scholen', stg. voor primair & spec. openb. onderw",2521,0,13288,3,16296.7,1.2,0.0,0.0,0,0,0,0,0,0,,1058.6,78.6,829.6,0.0,150.4,0.0,16.0,,636.5,191.1,2.0,0.0,0.0,0.0,76.7,23.0,0.2,0.0,0.0,0.0,,,,,,,829.58,2580476.26,3110.57,41572,PO,BO6,De Haagse Scholen,2015,0,11.953.967,0,11.953.967,0,10.090.793,0,12.528.623,22.619.416,34.573.383,17.771.879,4.901.943,0,11.899.561,34.573.383
2880,2,2015,41572,"'De Haagse Scholen', stg. voor primair & spec. openb. onderw",2521,0,1091,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,271.3,12.7,162.3,0.0,96.3,0.0,6.7,,0.0,133.6,28.6,0.0,0.0,0.0,0.0,82.3,17.7,0.0,0.0,0.0,,,,,,,162.17,570204.67,3516.12,41572,PO,BO6,De Haagse Scholen,2015,0,11.953.967,0,11.953.967,0,10.090.793,0,12.528.623,22.619.416,34.573.383,17.771.879,4.901.943,0,11.899.561,34.573.383
2881,1,2016,41572,"'De Haagse Scholen', stg. voor primair & spec. openb. onderw",2521,0,13162,3,15726.7,1.2,0.0,0.0,0,0,0,0,0,0,,989.1,71.7,806.9,0.0,110.5,0.0,16.3,,593.4,210.7,2.7,0.0,0.0,0.0,73.5,26.1,0.3,0.0,0.0,0.0,,,,,,,806.86,2611217.02,3236.28,41572,PO,BO6,De Haagse Scholen,2016,0,11.867.876,0,11.867.876,,8.545.976,,14.647.551,23.193.527,35.061.403,18.145.528,5.698.967,0,11.216.906,35.061.401
2882,2,2016,41572,"'De Haagse Scholen', stg. voor primair & spec. openb. onderw",2521,0,1177,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,275.5,10.7,167.5,0.0,97.3,0.0,7.0,,0.0,135.5,31.0,0.0,0.0,1.0,0.0,80.9,18.5,0.0,0.0,0.6,,,,,,,167.52,613117.11,3659.97,41572,PO,BO6,De Haagse Scholen,2016,0,11.867.876,0,11.867.876,,8.545.976,,14.647.551,23.193.527,35.061.403,18.145.528,5.698.967,0,11.216.906,35.061.401
2883,1,2012,41573,St.Openbaar Primair Onderwijs De Basis,8451,0,2949,3,3060.0,1.0,0.0,0.0,0,0,0,0,0,0,,156.2,17.0,124.2,0.0,15.0,0.0,23.7,,112.4,11.8,0.0,0.0,0.0,0.0,90.5,9.5,0.0,0.0,0.0,0.0,,,,,,,124.24,393256.42,3165.37,41573,PO,BO6,St. O.b. Primair O.w. De Basis,2012,,1.225.589,,1.225.589,,1.181.777,,3.024.260,4.206.037,5.431.626,2.099.164,1.271.654,,2.060.808,5.431.626
2884,2,2012,41573,St.Openbaar Primair Onderwijs De Basis,8451,0,88,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,9.9,1.0,4.6,0.0,4.3,0.0,19.3,,0.0,4.2,0.4,0.0,0.0,0.0,0.0,91.6,8.4,0.0,0.0,0.0,,,,,,,4.55,16534.68,3630.09,41573,PO,BO6,St. O.b. Primair O.w. De Basis,2012,,1.225.589,,1.225.589,,1.181.777,,3.024.260,4.206.037,5.431.626,2.099.164,1.271.654,,2.060.808,5.431.626
2885,1,2013,41573,St.Openbaar Primair Onderwijs De Basis,8451,0,2850,3,2948.4,1.0,0.0,0.0,0,0,0,0,0,0,,170.1,17.5,136.8,0.0,15.9,0.0,20.8,,120.1,16.2,0.5,0.0,0.0,0.0,87.8,11.8,0.3,0.0,0.0,0.0,,,,,,,136.76,434792.84,3179.13,41573,PO,BO6,St. O.b. Primair O.w. De Basis,2013,,1.567.681,22.350,1.590.031,,1.306.687,,3.149.167,4.455.854,6.045.885,3.396.623,484.806,,2.164.456,6.045.885
2886,2,2013,41573,St.Openbaar Primair Onderwijs De Basis,8451,0,72,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,9.6,1.0,5.6,0.0,3.0,0.0,12.9,,0.0,4.4,1.2,0.0,0.0,0.0,0.0,78.1,21.9,0.0,0.0,0.0,,,,,,,5.58,20820.71,3728.44,41573,PO,BO6,St. O.b. Primair O.w. De Basis,2013,,1.567.681,22.350,1.590.031,,1.306.687,,3.149.167,4.455.854,6.045.885,3.396.623,484.806,,2.164.456,6.045.885
2887,1,2014,41573,St.Openbaar Primair Onderwijs De Basis,8451,0,2727,3,2818.8,1.0,0.0,0.0,0,0,0,0,0,0,,161.2,13.3,131.9,0.0,16.0,0.0,20.7,,110.8,20.7,0.5,0.0,0.0,0.0,84.0,15.7,0.4,0.0,0.0,0.0,58.0,40.0,2.0,0.0,0.0,0.0,131.92,426861.35,3235.71,41573,PO,BO6,St. O.b. Primair O.w. De Basis,2014,,2.085.274,40.800,2.126.074,,1.377.599,,3.018.546,4.396.145,6.522.219,4.015.188,491.023,,2.016.008,6.522.219
2888,2,2014,41573,St.Openbaar Primair Onderwijs De Basis,8451,0,85,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,8.6,1.0,6.1,0.0,1.4,0.0,13.9,,0.0,5.0,1.1,0.0,0.0,0.0,0.0,81.2,18.8,0.0,0.0,0.0,0.0,86.0,14.0,0.0,0.0,0.0,6.1,22823.46,3738.92,41573,PO,BO6,St. O.b. Primair O.w. De Basis,2014,,2.085.274,40.800,2.126.074,,1.377.599,,3.018.546,4.396.145,6.522.219,4.015.188,491.023,,2.016.008,6.522.219
2889,1,2015,41573,St.Openbaar Primair Onderwijs De Basis,8451,0,2607,3,2694.6,1.0,0.0,0.0,0,0,0,0,0,0,,152.1,14.2,126.6,0.0,11.2,0.0,20.6,,105.7,20.2,0.6,0.0,0.0,0.0,83.5,16.0,0.5,0.0,0.0,0.0,,,,,,,126.61,417005.54,3293.65,41573,PO,BO6,St. O.b. Primair O.w. De Basis,2015,,1.762.158,56.850,1.819.008,,1.049.998,,2.944.734,3.994.732,5.813.740,3.762.978,415.716,,1.635.046,5.813.740
2890,2,2015,41573,St.Openbaar Primair Onderwijs De Basis,8451,0,81,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,8.7,0.6,6.6,0.0,1.4,0.0,12.2,,0.0,5.8,0.9,0.0,0.0,0.0,0.0,87.2,12.8,0.0,0.0,0.0,,,,,,,6.65,25023.66,3764.66,41573,PO,BO6,St. O.b. Primair O.w. De Basis,2015,,1.762.158,56.850,1.819.008,,1.049.998,,2.944.734,3.994.732,5.813.740,3.762.978,415.716,,1.635.046,5.813.740
2891,1,2016,41573,St.Openbaar Primair Onderwijs De Basis,8451,0,2524,3,2625.1,1.0,0.0,0.0,0,0,0,0,0,0,,164.0,14.5,135.5,0.0,13.6,0.5,18.6,,113.9,21.6,0.0,0.0,0.0,0.0,84.1,15.9,0.0,0.0,0.0,0.0,,,,,,,135.46,455686.09,3363.99,41573,PO,BO6,St. O.b. Primair O.w. De Basis,2016,,1.481.871,79.350,1.561.221,,1.292.210,,3.478.018,4.770.228,6.331.449,3.772.391,450.667,,2.108.391,6.331.449
2892,2,2016,41573,St.Openbaar Primair Onderwijs De Basis,8451,0,81,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,9.8,0.8,7.5,0.0,1.4,0.0,10.8,,0.0,6.5,1.0,0.0,0.0,0.0,0.0,86.7,13.3,0.0,0.0,0.0,,,,,,,7.52,28522.87,3793.94,41573,PO,BO6,St. O.b. Primair O.w. De Basis,2016,,1.481.871,79.350,1.561.221,,1.292.210,,3.478.018,4.770.228,6.331.449,3.772.391,450.667,,2.108.391,6.331.449
2893,1,2012,41574,Stichting openbaar onderwijs Marenland,9901,0,3038,3,3291.2,1.1,0.0,0.0,0,0,0,0,0,0,,210.2,27.1,174.3,0.0,8.8,0.0,17.4,,130.6,43.7,0.0,0.0,0.0,0.0,74.9,25.1,0.0,0.0,0.0,0.0,,,,,,,174.3,556097.81,3190.55,41574,PO,BO6,Stg. Openb. Onderw. Marenland,2012,,1.960.319,,1.960.319,,1.275.435,,3.485.009,4.760.444,6.720.763,3.959.117,747.077,,2.014.569,6.720.763
